
These predictions were generated by SeaState on 20-Dec-2023 at 15:17:55.




      Time       Wave1Elev       Wave2Elev       Wave3Elev         FVel1xi         FVel1yi         FVel1zi         FAcc1xi         FAcc1yi         FAcc1zi          FDynP1         FVel2xi         FVel2yi         FVel2zi         FAcc2xi         FAcc2yi         FAcc2zi          FDynP2         FVel3xi         FVel3yi         FVel3zi         FAcc3xi         FAcc3yi         FAcc3zi          FDynP3
   (sec)             (m)             (m)             (m)           (m/s)           (m/s)           (m/s)         (m/s^2)         (m/s^2)         (m/s^2)            (Pa)           (m/s)           (m/s)           (m/s)         (m/s^2)         (m/s^2)         (m/s^2)            (Pa)           (m/s)           (m/s)           (m/s)         (m/s^2)         (m/s^2)         (m/s^2)            (Pa)
   60.3000   0.3733376E+00   0.1747642E-01   0.1678403E+00  -0.9326242E-01  -0.7645907E-01  -0.1152774E+00   0.1689359E+00   0.2259721E+00  -0.3483032E+00   0.1492736E+04  -0.1496056E+00  -0.9410501E-01  -0.5396133E-01  -0.7037085E-01  -0.7193460E+00   0.3383057E+00   0.1622976E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   60.4000   0.3079640E+00   0.1166992E-01   0.1479694E+00  -0.7527748E-01  -0.5250142E-01  -0.1473759E+00   0.1895579E+00   0.2518924E+00  -0.2919348E+00   0.1360256E+04  -0.1597698E+00  -0.1779469E+00  -0.3371226E-01  -0.1180725E+00  -0.9257354E+00   0.3390227E-01   0.1207956E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   60.5000   0.2327694E+00   0.6093127E-02   0.1138027E+00  -0.5560349E-01  -0.2635532E-01  -0.1733672E+00   0.2026139E+00   0.2695856E+00  -0.2266622E+00   0.1198506E+04  -0.1697537E+00  -0.2714755E+00  -0.5201364E-01  -0.6359194E-01  -0.9004214E+00  -0.4132552E+00   0.8147660E+02   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   60.6000   0.1527857E+00  -0.3531494E-02   0.7035185E-01  -0.3502163E-01   0.1117346E-02  -0.1925167E+00   0.2076760E+00   0.2783438E+00  -0.1556474E+00   0.1014021E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   60.7000   0.7290819E-01  -0.2145027E-01   0.2578170E-01  -0.1433620E-01   0.2900707E-01  -0.2044163E+00   0.2047139E+00   0.2779272E+00  -0.8222196E-01   0.8139106E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   60.8000  -0.2359631E-02  -0.5024007E-01  -0.1117397E-01   0.5665297E-02   0.5640382E-01  -0.2089909E+00   0.1940886E+00   0.2685563E+00  -0.9680937E-02   0.6055280E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   60.9000  -0.6906404E-01  -0.8952410E-01  -0.3439250E-01   0.2424983E-01   0.8244081E-01  -0.2064847E+00   0.1765234E+00   0.2508710E+00   0.5890929E-01   0.3961386E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   61.0000  -0.1240221E+00  -0.1356093E+00  -0.4272919E-01   0.4077292E-01   0.1063336E+00  -0.1974304E+00   0.1530550E+00   0.2258615E+00   0.1208744E+00   0.1926150E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   61.1000  -0.1651773E+00  -0.1823124E+00  -0.4039770E-01   0.5470675E-01   0.1274105E+00  -0.1826032E+00   0.1249703E+00   0.1947799E+00   0.1740568E+00   0.1168315E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   61.2000  -0.1919962E+00  -0.2227523E+00  -0.3505570E-01   0.6566176E-01   0.1451342E+00  -0.1629646E+00   0.9373149E-01   0.1590412E+00   0.2168959E+00  -0.1728696E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   61.3000  -0.2056692E+00  -0.2514375E+00  -0.3438056E-01   0.7339986E-01   0.1591128E+00  -0.1396006E+00   0.6089610E-01   0.1201219E+00   0.2484606E+00  -0.3252005E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   61.4000  -0.2088768E+00  -0.2657987E+00  -0.4269429E-01   0.7784017E-01   0.1691009E+00  -0.1136593E+00   0.2803452E-01   0.7946710E-01   0.2684389E+00  -0.4526540E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   61.5000  -0.2050484E+00  -0.2665304E+00  -0.5922422E-01   0.7905620E-01   0.1749930E+00  -0.8629103E-01  -0.3348681E-02   0.3841155E-01   0.2770866E+00  -0.5532195E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   61.6000  -0.1973053E+00  -0.2566270E+00  -0.7881604E-01   0.7726547E-01   0.1768090E+00  -0.5859528E-01  -0.3188745E-01  -0.1877771E-02   0.2751478E+00  -0.6260217E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   61.7000  -0.1874986E+00  -0.2395944E+00  -0.9470563E-01   0.7281260E-01   0.1746754E+00  -0.3157693E-01  -0.5641735E-01  -0.4043619E-01   0.2637543E+00  -0.6712456E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   61.8000  -0.1757861E+00  -0.2176853E+00  -0.1019337E+00   0.6614634E-01   0.1688048E+00  -0.6112796E-02  -0.7602645E-01  -0.7651158E-01   0.2443141E+00  -0.6900251E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   61.9000  -0.1609895E+00  -0.1909720E+00  -0.9967450E-01   0.5779244E-01   0.1594745E+00   0.1707007E-01  -0.9009206E-01  -0.1095526E+00   0.2184006E+00  -0.6843007E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   62.0000  -0.1416067E+00  -0.1576416E+00  -0.9133257E-01   0.4832350E-01   0.1470082E+00   0.3740603E-01  -0.9830162E-01  -0.1391796E+00   0.1876487E+00  -0.6566641E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   62.1000  -0.1170155E+00  -0.1153042E+00  -0.8243816E-01   0.3832759E-01   0.1317607E+00   0.5449221E-01  -0.1006578E+00  -0.1651443E+00   0.1536653E+00  -0.6101918E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   62.2000  -0.8826585E-01  -0.6263534E-01  -0.7751471E-01   0.2837718E-01   0.1141069E+00   0.6808183E-01  -0.9746557E-01  -0.1872831E+00   0.1179581E+00  -0.5482880E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   62.3000  -0.5803009E-01  -0.5689209E-03  -0.7761310E-01   0.1900034E-01   0.9443565E-01   0.7807181E-01  -0.8930446E-01  -0.2054750E+00   0.8188400E-01  -0.4745301E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   62.4000  -0.2968793E-01   0.6746616E-01  -0.7981326E-01   0.1065511E-01   0.7314726E-01   0.8448578E-01  -0.7698506E-01  -0.2196055E+00   0.4661851E-01  -0.3925346E+03   0.1179852E+00   0.3026793E-01   0.6855013E+00  -0.5964943E+00  -0.1158443E+01   0.1122263E+00   0.6057772E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   62.5000  -0.5970856E-02   0.1362686E+00  -0.7892130E-01   0.3709204E-02   0.5065418E-01   0.8745533E-01  -0.6149352E-01  -0.2295449E+00   0.1314241E-01  -0.3058383E+03   0.5049414E-01  -0.8872657E-01   0.6675820E+00  -0.7547788E+00  -0.1174772E+01  -0.4684269E+00   0.1290706E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   62.6000   0.1215461E-01   0.2001040E+00  -0.7040504E-01  -0.1574425E-02   0.2738302E-01   0.8720042E-01  -0.4392827E-01  -0.2351418E+00  -0.1775547E-01  -0.2177989E+03  -0.3252885E-01  -0.1962741E+00   0.5940709E+00  -0.8982043E+00  -0.9423229E+00  -0.9833922E+00   0.1929124E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   62.7000   0.2577821E-01   0.2538633E+00  -0.5296317E-01  -0.5045412E-02   0.3776047E-02   0.8401074E-01  -0.2543076E-01  -0.2362329E+00  -0.4546440E-01  -0.1315175E+03  -0.1262500E+00  -0.2727982E+00   0.4753597E+00  -0.9542602E+00  -0.5791606E+00  -0.1366721E+01   0.2469822E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   62.8000   0.3733398E-01   0.2937203E+00  -0.2934702E-01  -0.6666836E-02  -0.1970829E-01   0.7822911E-01  -0.7117289E-02  -0.2326668E+00  -0.6953080E-01  -0.4977551E+02  -0.2176228E+00  -0.3127791E+00   0.3254497E+00  -0.8389640E+00  -0.2344146E+00  -0.1609228E+01   0.2874330E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   62.9000   0.4922663E-01   0.3172510E+00  -0.5014258E-02  -0.6509393E-02  -0.4259849E-01   0.7023677E-01   0.9984563E-02  -0.2243389E+00  -0.8963414E-01   0.2501034E+02  -0.2867869E+00  -0.3237579E+00   0.1576612E+00  -0.5089229E+00  -0.8589441E-02  -0.1726721E+01   0.3118121E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   63.0000   0.6250224E-01   0.3233100E+00   0.1463684E-01  -0.4739958E-02  -0.6441661E-01   0.6044152E-01   0.2499066E-01  -0.2112312E+00  -0.1055637E+00   0.9082160E+02  -0.3134725E+00  -0.3187759E+00  -0.1579726E-01  -0.3992773E-02   0.9179918E-01  -0.1720063E+01   0.3189368E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   63.1000   0.7626420E-01   0.3120346E+00   0.2696648E-01  -0.1604672E-02  -0.8468883E-01   0.4926726E-01   0.3720159E-01  -0.1934519E+00  -0.1171993E+00   0.1460576E+03  -0.2859784E+00  -0.3070993E+00  -0.1811947E+00   0.5474624E+00   0.1419169E+00  -0.1558229E+01   0.3089012E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   63.2000   0.8815522E-01   0.2851359E+00   0.3331216E-01   0.2590681E-02  -0.1029599E+00   0.3714626E-01   0.4612973E-01  -0.1712676E+00  -0.1244988E+00   0.1895494E+03  -0.2082871E+00  -0.2887844E+00  -0.3208426E+00   0.9706212E+00   0.2384977E+00  -0.1199666E+01   0.2833692E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   63.3000   0.9565102E-01   0.2462689E+00   0.3813826E-01   0.7502764E-02  -0.1188101E+00   0.2451121E-01   0.5150982E-01  -0.1451236E+00  -0.1274903E+00   0.2205627E+03  -0.1011726E+00  -0.2561592E+00  -0.4143552E+00   0.1117618E+01   0.4291396E+00  -0.6408052E+00   0.2459496E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   63.4000   0.9745823E-01   0.2010286E+00   0.4663227E-01   0.1277255E-01  -0.1318735E+00   0.1178857E-01   0.5329389E-01  -0.1156494E+00  -0.1262726E+00   0.2387967E+03   0.4170270E-02  -0.2010596E+00  -0.4448191E+00   0.9370689E+00   0.6741930E+00   0.4051059E-01   0.2021952E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   63.5000   0.9421933E-01   0.1561640E+00   0.6204648E-01   0.1804649E-01  -0.1418555E+00  -0.6086967E-03   0.5163226E-01  -0.8364474E-01  -0.1210192E+00   0.2443714E+03   0.7768574E-01  -0.1231124E+00  -0.4075670E+00   0.5032884E+00   0.8653551E+00   0.6810670E+00   0.1588156E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   63.6000   0.8808804E-01   0.1179856E+00   0.8413838E-01   0.2299463E-01  -0.1485493E+00  -0.1228911E-01   0.4684334E-01  -0.5005040E-01  -0.1119849E+00   0.2378132E+03   0.1020711E+00  -0.3357479E-01  -0.3166373E+00  -0.1241123E-01   0.8914828E+00   0.1082433E+01   0.1220794E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   63.7000   0.8135878E-01   0.9045231E-01   0.1094030E+00   0.2732578E-01  -0.1518471E+00  -0.2289092E-01   0.3937556E-01  -0.1590311E-01  -0.9951112E-01   0.2200278E+03   0.7899914E-01   0.4823787E-01  -0.2040848E+00  -0.4164585E+00   0.7131366E+00   0.1098371E+01   0.9589476E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   63.8000   0.7489754E-01   0.7377673E-01   0.1328058E+00   0.3079827E-01  -0.1517475E+00  -0.3209101E-01   0.2976520E-01   0.1771871E-01  -0.8402961E-01   0.1922646E+03   0.2701128E-01   0.1044593E+00  -0.1104021E+00  -0.5776340E+00   0.3999930E+00   0.7169507E+00   0.8041069E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   63.9000   0.6730245E-01   0.6432914E-01   0.1499780E+00   0.3322675E-01  -0.1483563E+00  -0.3961380E-01   0.1859359E-01   0.4975417E-01  -0.6605825E-01   0.1560758E+03  -0.2776201E-01   0.1288258E+00  -0.6899822E-01  -0.4797494E+00   0.1046810E+00   0.9061203E-01   0.7192279E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   64.0000   0.5539756E-01   0.5611992E-01   0.1587084E+00   0.3448451E-01  -0.1418825E+00  -0.4523939E-01   0.6446967E-02   0.7921709E-01  -0.4619234E-01   0.1132625E+03  -0.6338557E-01   0.1312798E+00  -0.9145522E-01  -0.2171463E+00  -0.1722472E-01  -0.5106899E+00   0.6436637E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   64.1000   0.3596704E-01   0.4340270E-01   0.1590879E+00   0.3450228E-01  -0.1326276E+00  -0.4881090E-01  -0.6117946E-02   0.1052461E+00  -0.2508865E-01   0.6581685E+02  -0.7066169E-01   0.1335639E+00  -0.1609319E+00   0.6223003E-01   0.1014226E+00  -0.8100222E+00   0.5193466E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   64.2000   0.7926623E-02   0.2333511E-01   0.1524841E+00   0.3326374E-01  -0.1209713E+00  -0.5023910E-01  -0.1860182E-01   0.1271423E+00  -0.3443833E-02   0.1585379E+02  -0.5461347E-01   0.1573409E+00  -0.2378971E+00   0.2342831E+00   0.3892673E+00  -0.6495178E+00   0.3175480E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   64.3000  -0.2621377E-01  -0.2513086E-02   0.1401679E+00   0.3079882E-01  -0.1073542E+00  -0.4950543E-01  -0.3058128E-01   0.1443931E+00   0.1802980E-01  -0.3445673E+02   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   64.4000  -0.6049997E-01  -0.2857231E-01   0.1225177E+00   0.2717563E-01  -0.9225832E-01  -0.4666232E-01  -0.4171891E-01   0.1566806E+00   0.3862849E-01  -0.8296267E+02   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   64.5000  -0.8745654E-01  -0.4753217E-01   0.9927013E-01   0.2249154E-01  -0.7618797E-01  -0.4183127E-01  -0.5176389E-01   0.1638764E+00   0.5767980E-01  -0.1275983E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   64.6000  -0.1010481E+00  -0.5350144E-01   0.7057586E-01   0.1686502E-01  -0.5965142E-01  -0.3519880E-01  -0.6054546E-01   0.1660265E+00   0.7456072E-01  -0.1664544E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   64.7000  -0.9935255E-01  -0.4467251E-01   0.3808885E-01   0.1042812E-01  -0.4314436E-01  -0.2701033E-01  -0.6795827E-01   0.1633300E+00   0.8871109E-01  -0.1978388E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   64.8000  -0.8564970E-01  -0.2427521E-01   0.5277502E-02   0.3320964E-02  -0.2713611E-01  -0.1756392E-01  -0.7394430E-01   0.1561155E+00   0.9964284E-01  -0.2203330E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   64.9000  -0.6730466E-01   0.6262451E-03  -0.2338833E-01  -0.4312096E-02  -0.1205740E-01  -0.7202713E-02  -0.7847148E-01   0.1448202E+00   0.1069464E+00  -0.2328415E+03   0.3324574E-01   0.5990268E-01   0.2263797E+00   0.1012694E+00  -0.1367527E+01  -0.3766324E+00   0.6198100E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   65.0000  -0.5283287E-01   0.2195548E-01  -0.4404712E-01  -0.1232384E-01   0.1709443E-02   0.3693483E-02  -0.8151344E-01   0.1299729E+00   0.1102975E+00  -0.2346335E+03   0.3831077E-01  -0.6251542E-01   0.1554940E+00  -0.1858713E-01  -0.1019476E+01  -0.9803002E+00   0.2032121E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   65.1000  -0.4839643E-01   0.3378433E-01  -0.5503484E-01  -0.2056399E-01   0.1383897E-01   0.1471715E-01  -0.8303140E-01   0.1121811E+00   0.1094647E+00  -0.2253733E+03   0.2662131E-01  -0.1355161E+00   0.4522143E-01  -0.2231826E+00  -0.4213567E+00  -0.1144221E+01   0.3054642E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   65.2000  -0.5526827E-01   0.3440864E-01  -0.5761508E-01  -0.2887728E-01   0.2407004E-01   0.2544267E-01  -0.8296267E-01   0.9212253E-01   0.1043227E+00  -0.2051465E+03  -0.6082434E-02  -0.1481387E+00  -0.5816858E-01  -0.4196889E+00   0.1370108E+00  -0.8598478E+00   0.2965467E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   65.3000  -0.6937068E-01   0.2644036E-01  -0.5545919E-01  -0.3710065E-01   0.3221252E-01   0.3543776E-01  -0.8121599E-01   0.7053704E-01   0.9486775E-01  -0.1744693E+03  -0.5318712E-01  -0.1185108E+00  -0.1181471E+00  -0.4938217E+00   0.3890384E+00  -0.3211146E+00   0.2033752E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   65.4000  -0.8304643E-01   0.1495539E-01  -0.5313250E-01  -0.4506067E-01   0.3815291E-01   0.4427683E-01  -0.7767545E-01   0.4821692E-01   0.8123760E-01  -0.1342912E+03  -0.9827771E-01  -0.8444323E-01  -0.1238971E+00  -0.3739943E+00   0.2253213E+00   0.1738953E+00   0.7754160E+02   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   65.5000  -0.8822204E-01   0.4638440E-02  -0.5432497E-01  -0.5257165E-01   0.4185901E-01   0.5155583E-01  -0.7221317E-01   0.2599141E-01   0.6372961E-01  -0.8597987E+02  -0.1219451E+00  -0.8398501E-01  -0.9360822E-01  -0.7603145E-01  -0.2486645E+00   0.3674491E+00  -0.3340995E+02   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   65.6000  -0.7954077E-01  -0.2688071E-02  -0.6062833E-01  -0.5943520E-01   0.4338251E-01   0.5690901E-01  -0.6470845E-01   0.4705234E-02   0.4281589E-01  -0.3129101E+02   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   65.7000  -0.5614847E-01  -0.8979992E-02  -0.7130757E-01  -0.6544225E-01   0.4285910E-01   0.6002704E-01  -0.5507251E-01  -0.1481180E-01   0.1914887E-01   0.2767838E+02   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   65.8000  -0.2152310E-01  -0.1891808E-01  -0.8397617E-01  -0.7037753E-01   0.4050523E-01   0.6067439E-01  -0.4327418E-01  -0.3178032E-01  -0.6445994E-02   0.8855630E+02   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   65.9000   0.1832853E-01  -0.3740011E-01  -0.9567812E-01  -0.7402658E-01   0.3661111E-01   0.5870596E-01  -0.2936427E-01  -0.4551145E-01  -0.3299274E-01   0.1487783E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   66.0000   0.5728407E-01  -0.6676328E-01  -0.1038016E+00  -0.7618493E-01   0.3152968E-01   0.5408032E-01  -0.1349527E-01  -0.5544560E-01  -0.5940367E-01   0.2056851E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   66.1000   0.9097325E-01  -0.1050235E+00  -0.1065028E+00  -0.7666910E-01   0.2566195E-01   0.4686797E-01   0.4066238E-02  -0.6118723E-01  -0.8453254E-01   0.2566315E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
