## This file was generated by InflowWind_Driver on 07-Apr-2023 at 19:18:59.
## This file contains the wind velocity and acceleration at the 300 points specified in the file ./Points.inp.
# 
# 
# 
# 
               T                  X                  Y                  Z                  U                  V                  W                 UA                 VA                 WA
             (s)                (m)                (m)                (m)              (m/s)              (m/s)              (m/s)            (m/s/s)            (m/s/s)            (m/s/s)
      0.50000000         0.00000000       -41.25000000       102.00000000        12.44012266         1.13835195        -1.06166512         5.02676800        -4.13071499        -5.56385401
      0.50000000         0.00000000       -40.00000000       247.00000000        13.77244949        -0.24028304         0.03030760        -0.57281068        -1.04286840         1.53623814
      0.50000000         0.00000000       -38.75000000       125.75000000        13.44509664        -0.81664687         0.44010244        -8.74091062         4.00987883         5.49043919
      0.50000000         0.00000000       -37.50000000       160.75000000        14.15803578         0.25395714         0.64173178        12.53865140       -10.92283599        -4.79986211
      0.50000000         0.00000000       -36.25000000       163.25000000        12.77654039         0.64249230         0.14734751         1.67801034        -4.86684996        -6.61013107
      0.50000000         0.00000000       -35.00000000        75.75000000        12.22353970        -0.75938774         0.49836267         4.85642518         2.83969031        -4.70088453
      0.50000000         0.00000000       -33.75000000        97.00000000        13.74942191        -0.86792725        -0.25889588        -4.16701336        -3.45719469         1.58191540
      0.50000000         0.00000000       -33.75000000       120.75000000        13.04048220         0.67352794        -0.05076342        -4.00421121        -8.72429059        -8.54409487
      0.50000000         0.00000000       -32.50000000       119.50000000        12.74752455         0.56285033        -0.03456850         0.47886439        -5.12877316       -14.02180868
      0.50000000         0.00000000       -32.50000000       209.50000000        13.67121695        -0.72151965        -0.13719137        -2.25538062         0.42438061         2.01985194
      0.50000000         0.00000000       -30.00000000         7.00000000         6.46340510         0.60876273         0.39770054         6.27204602         0.36730867         1.72581612
      0.50000000         0.00000000       -30.00000000        39.50000000        10.31437244        -0.94747128        -0.35202639        -1.40087938        -5.52187971         2.36452402
      0.50000000         0.00000000       -30.00000000       115.75000000        13.04115346         0.03788756        -0.09050289         5.60712168        -2.30763076       -11.91745800
      0.50000000         0.00000000       -30.00000000        59.50000000        11.12287670         1.43532148        -0.09135989         4.19149153        -2.73190747         6.17208783
      0.50000000         0.00000000       -30.00000000       129.50000000        13.33720406        -0.04553190         0.72036452         1.62625396         5.46086248         0.16484787
      0.50000000         0.00000000       -27.50000000       264.50000000        13.77244949        -0.24028304         0.03030760        -0.57281068        -1.04286840         1.53623814
      0.50000000         0.00000000       -26.25000000       274.50000000        13.77244949        -0.24028304         0.03030760        -0.57281068        -1.04286840         1.53623814
      0.50000000         0.00000000       -26.25000000       238.25000000        13.77244949        -0.24028304         0.03030760        -0.57281068        -1.04286840         1.53623814
      0.50000000         0.00000000       -25.00000000        34.50000000         9.06658670         0.72786460         0.57606013        -2.14566302        -2.61699107        -7.62705676
      0.50000000         0.00000000       -23.75000000         5.75000000         6.38646405         1.20369940         0.49865924         7.74835338         0.40682682        -1.32026731
      0.50000000         0.00000000       -23.75000000       103.25000000        12.95087774        -0.27587655        -0.32441795         5.10400034        -2.89566330         3.05624134
      0.50000000         0.00000000       -23.75000000       138.25000000        14.46672819         0.31027174        -0.34945659        -3.32220843         2.22458274         4.97479813
      0.50000000         0.00000000       -22.50000000       127.00000000        13.41680646        -0.78316868        -0.20001833        -5.27348873         6.15226705        -1.42267585
      0.50000000         0.00000000       -21.25000000       162.00000000        13.64531628         0.52036998         1.27226015        -4.08548707        -8.62564412         2.46111616
      0.50000000         0.00000000       -17.50000000       110.75000000        13.17770966        -0.20707376        -0.25886973        -3.74315948         1.88085173        -3.18207701
      0.50000000         0.00000000       -15.00000000        30.75000000         7.47690928         0.66782363         0.32920279         5.23029746        -1.54491383        -1.93790026
      0.50000000         0.00000000       -15.00000000        45.75000000        10.23140817         0.74239634        -0.15455932         5.39308549         0.50671524        -4.09312038
      0.50000000         0.00000000       -10.00000000       237.00000000        13.77244949        -0.24028304         0.03030760        -0.57281068        -1.04286840         1.53623814
      0.50000000         0.00000000        -7.50000000       235.75000000        13.77244949        -0.24028304         0.03030760        -0.57281068        -1.04286840         1.53623814
      0.50000000         0.00000000        -7.50000000       113.25000000        13.19721426        -0.21837229         0.82496143        -0.96504487         8.85180266         1.02190002
      0.50000000         0.00000000        -6.25000000        27.00000000         7.87112589        -1.35750262         0.05929138        -6.16161680        -4.28367899        -1.27328908
      0.50000000         0.00000000        -6.25000000        33.25000000         8.81784303         0.59562144         1.06982642        -0.73265432        -5.08270048        -5.02068350
      0.50000000         0.00000000        -6.25000000        85.75000000        13.06710759         0.74880026         1.72658828         3.67699782        -7.59785819         1.47101218
      0.50000000         0.00000000        -5.00000000       224.50000000        13.82150811        -0.49997880        -0.06018667        -0.06089568         0.05353584        -0.84206422
      0.50000000         0.00000000        -5.00000000       117.00000000        13.61125585         0.63177553         0.34688467        -7.83880175        -3.70318380         2.46971462
      0.50000000         0.00000000        -3.75000000        44.50000000        10.84993436         0.33277478        -0.10937399         0.98803143         8.18493383         3.85811692
      0.50000000         0.00000000        -2.50000000       273.25000000        13.77244949        -0.24028304         0.03030760        -0.57281068        -1.04286840         1.53623814
      0.50000000         0.00000000        -2.50000000       260.75000000        13.77244949        -0.24028304         0.03030760        -0.57281068        -1.04286840         1.53623814
      0.50000000         0.00000000         1.25000000       223.25000000        13.47354819        -0.10801969        -0.13225283        -0.98476577        -0.99938910         2.68546955
      0.50000000         0.00000000         2.50000000        20.75000000         7.80949901         0.76019090         0.55360355        -4.79956386         4.35088885         4.25924807
      0.50000000         0.00000000         3.75000000       242.00000000        13.77244949        -0.24028304         0.03030760        -0.57281068        -1.04286840         1.53623814
      0.50000000         0.00000000         3.75000000       219.50000000        13.43599837        -0.24890016         0.36046451        -0.38920285        -0.64740598        -1.71137359
      0.50000000         0.00000000         3.75000000        48.25000000         9.59597248        -1.14740311        -0.93257336        -0.31941403         3.78032982        -4.47955591
      0.50000000         0.00000000         5.00000000         2.00000000         4.86700796        -0.79065314        -0.45170516         6.82668877        -6.61258581        -4.29570836
      0.50000000         0.00000000         6.25000000       119.50000000        13.39026686        -0.52325090        -0.43674417        -1.64895108         0.69900457         7.86150687
      0.50000000         0.00000000         7.50000000       172.00000000        13.24688383         0.42873437         0.18902100         2.16974622         1.87569143         2.24384723
      0.50000000         0.00000000         8.75000000        94.50000000        11.89591772         0.32914204        -0.56516859        -2.76336681       -16.89484455        -2.67340346
      0.50000000         0.00000000         8.75000000       153.25000000        12.14941905         1.02530005         0.21603719        -0.84899066         7.71044818         5.92530926
      0.50000000         0.00000000         8.75000000       194.50000000        13.54672229         0.21051219        -0.05196493         0.65001527         0.87518734         5.49188532
      0.50000000         0.00000000        10.00000000       277.00000000        13.77244949        -0.24028304         0.03030760        -0.57281068        -1.04286840         1.53623814
      0.50000000         0.00000000        13.75000000       199.50000000        14.18966089        -0.63304376        -0.08265846        -0.27313847         1.06228111         4.46596270
      0.50000000         0.00000000        13.75000000       240.75000000        13.77244949        -0.24028304         0.03030760        -0.57281068        -1.04286840         1.53623814
      0.50000000         0.00000000        15.00000000       148.25000000        12.16026532         0.25007471        -0.85059283         6.85675704        -2.78029786         1.81995858
      0.50000000         0.00000000        15.00000000       173.25000000        14.62748298        -0.84397178        -0.07011830         0.00819539         3.74875713         2.96316694
      0.50000000         0.00000000        17.50000000        52.00000000        11.44954344         1.66593466        -0.64551506         1.54880248        -4.45338932        -6.04066994
      0.50000000         0.00000000        17.50000000       199.50000000        14.39052136        -0.47468214        -0.00835861        -2.05646111         3.10259816        -2.08476892
      0.50000000         0.00000000        18.75000000       109.50000000        13.22753124        -0.04275168         0.50097240         2.80366640        -0.97696708        -7.51557656
      0.50000000         0.00000000        18.75000000       103.25000000        11.94039800        -0.12138930         0.19753514        -2.67751738        -0.03266392        -2.77810436
      0.50000000         0.00000000        22.50000000        27.00000000         7.56328025        -1.05528179        -0.08738856        -4.95960012        -1.89118560         0.01204441
      0.50000000         0.00000000        23.75000000        63.25000000        11.59600450         0.10371114        -0.41669250        -2.17396805         3.11309006        -1.60479897
      0.50000000         0.00000000        25.00000000        55.75000000        11.45886402         1.82063465        -0.13287463         4.23277621         4.15834331         0.78266038
      0.50000000         0.00000000        27.50000000        52.00000000        11.54522874        -1.10475775        -0.92715203        -1.27420012        -3.56449015         6.73409033
      0.50000000         0.00000000        27.50000000        92.00000000        12.07804413         0.44463233         0.23195138        -2.22907650        -5.55758871         1.77343922
      0.50000000         0.00000000        28.75000000        47.00000000        11.65224808         1.20123945        -0.02746113        -4.31460617        12.92993250        -0.51722785
      0.50000000         0.00000000        28.75000000       103.25000000        12.42149139        -0.51388044         0.50932708        -1.50214674         1.03486718         9.30884166
      0.50000000         0.00000000        31.25000000       235.75000000        13.77244949        -0.24028304         0.03030760        -0.57281068        -1.04286840         1.53623814
      0.50000000         0.00000000        31.25000000       272.00000000        13.77244949        -0.24028304         0.03030760        -0.57281068        -1.04286840         1.53623814
      0.50000000         0.00000000        31.25000000       149.50000000        13.08746019         0.42048347        -0.58098044        -3.52172893        -2.57158734         0.84818659
      0.50000000         0.00000000        33.75000000       238.25000000        13.77244949        -0.24028304         0.03030760        -0.57281068        -1.04286840         1.53623814
      0.50000000         0.00000000        37.50000000       122.00000000        12.83888465        -0.34714684         1.41209179         3.65121593        -5.91332823         1.87298527
      0.50000000         0.00000000        38.75000000       194.50000000        14.46539099        -0.20715519        -0.15168145        -0.52682742         7.41505495         3.80813285
      0.50000000         0.00000000        40.00000000        83.25000000        11.65454290         0.57949888         0.28475265        -4.38529253        -9.20579030         4.52298828
      0.50000000         0.00000000        40.00000000       183.25000000        14.81511536        -0.58365601         0.31203407        -0.75910586         5.89601732         7.68163818
      0.50000000         0.00000000        41.25000000       225.75000000        13.98692539        -0.37060089         0.17258672        -0.64991126        -0.49404891         3.21425382
      0.50000000         0.00000000        41.25000000        92.00000000        11.96118206         0.50589565        -0.86600714         4.74656422        -4.87850972        -3.90986346
      0.50000000         0.00000000        42.50000000       178.25000000        14.81100922        -0.66750046         0.72530007        -0.32582236         0.64551980        11.71968822
      0.50000000         0.00000000        43.75000000        12.00000000         6.37760930        -0.20558987         0.15619675         2.90552830         0.90094834         1.53686110
      0.50000000         0.00000000        45.00000000       102.00000000        13.03450050         0.61758304         0.29377166        -8.20372835        -0.90148304         5.23386369
      0.50000000         0.00000000        48.75000000        28.25000000         7.00332983        -0.54754312         0.38605073        -5.01074375        -1.24376963         1.96105874
      0.50000000         0.00000000        51.25000000       182.00000000        13.26711524        -1.00073081        -0.28995139         3.83413400       -12.69087788        -0.53637041
      0.50000000         0.00000000        51.25000000       197.00000000        13.41013438        -0.78550972        -0.19931204         2.58688534        -9.39427098         0.05021699
      0.50000000         0.00000000        52.50000000        28.25000000         7.05876117        -0.23443391        -0.03141704         0.50832800        -2.81971068         1.71935345
      0.50000000         0.00000000        52.50000000       257.00000000        13.77244949        -0.24028304         0.03030760        -0.57281068        -1.04286840         1.53623814
      0.50000000         0.00000000        53.75000000        69.50000000        11.11709798        -0.84360746        -0.69104206         1.67407769        -0.53315772        -3.45323278
      0.50000000         0.00000000        55.00000000        54.50000000        11.57805196        -1.09040828         0.37361737        -2.22510121        -2.10597599         0.55819424
      0.50000000         0.00000000        58.75000000       219.50000000        13.71160058        -0.04141600         0.24962525        -1.30078411        -1.86521857         3.21186333
      0.50000000         0.00000000        60.00000000        22.00000000         5.72126243        -0.02823113         0.40865626        -2.15420714         1.86806625         5.15914193
      0.50000000         0.00000000        60.00000000       235.75000000        13.77244949        -0.24028304         0.03030760        -0.57281068        -1.04286840         1.53623814
      0.50000000         0.00000000        61.25000000       115.75000000        12.01757741         0.08828226         0.20823868        -1.73545949        -4.59121951        -1.84294941
      0.50000000         0.00000000        62.50000000       104.50000000        11.68172477         0.60470725        -0.56107901         4.71151452        -7.23859443         8.04692874
      0.50000000         0.00000000        62.50000000        98.25000000        11.99314836         0.26129750         0.00702598         5.26666543         2.86158397         6.76535419
      0.50000000         0.00000000        65.00000000        45.75000000        10.10305067        -1.04230186         0.65032799        -2.41438954        -0.61691263        -3.01670497
