## This file was generated by MoorDyn c-bindings library on Aug-13-2024 at 17:07:14
## This file contains output channels requested from the OutList section of the input fileMD.out
#
#
#
#
     Time               FAIRTEN1                 FAIRTEN2                 FAIRTEN3                 ANCHTEN1                 ANCHTEN2                 ANCHTEN3        
      (s)                 (N)                      (N)                      (N)                      (N)                      (N)                      (N)           
    9.8250          1070731.1250000          1227607.2500000          1071089.5000000           874967.1250000          1027124.6875000           875892.5625000
    9.8375          1070606.2500000          1229068.8750000          1070947.1250000           875024.4375000          1028369.0000000           875917.1875000
    9.8500          1070478.7500000          1230518.6250000          1070797.7500000           875072.5000000          1029614.8750000           875930.7500000
    9.8625          1070343.5000000          1231967.3750000          1070636.0000000           875110.1875000          1030863.3125000           875932.3750000
    9.8750          1070204.3750000          1233406.8750000          1070465.6250000           875136.5000000          1032115.0000000           875921.1875000
    9.8875          1070065.7500000          1234828.5000000          1070291.2500000           875150.6250000          1033370.5625000           875896.3750000
    9.9000          1069919.5000000          1236248.5000000          1070104.6250000           875151.7500000          1034630.5625000           875857.1250000
    9.9125          1069775.5000000          1237646.5000000          1069916.0000000           875139.1875000          1035895.3750000           875802.7500000
    9.9250          1069630.6250000          1239029.3750000          1069721.8750000           875112.2500000          1037165.0625000           875732.6250000
    9.9375          1069483.5000000          1240399.2500000          1069521.5000000           875070.5625000          1038439.7500000           875646.3125000
    9.9500          1069336.6250000          1241751.0000000          1069317.2500000           875013.6875000          1039719.2500000           875543.2500000
    9.9625          1069193.3750000          1243077.3750000          1069113.0000000           874941.3125000          1041003.3125000           875423.1250000
    9.9750          1069047.7500000          1244390.3750000          1068902.7500000           874853.3125000          1042291.5000000           875285.6250000
    9.9875          1068904.8750000          1245679.2500000          1068691.8750000           874749.6250000          1043583.1875000           875130.6250000
   10.0000          1068758.8750000          1246955.5000000          1068475.1250000           874630.3750000          1044877.7500000           874958.0000000
   10.0125          1068617.8750000          1248202.3750000          1068260.3750000           874495.5625000          1046174.3125000           874767.8125000
   10.0250          1068476.6250000          1249429.1250000          1068043.3750000           874345.5000000          1047471.8750000           874560.0625000
   10.0375          1068334.0000000          1250638.5000000          1067822.8750000           874180.5625000          1048769.3750000           874334.9375000
   10.0500          1068193.0000000          1251822.7500000          1067602.2500000           874001.1250000          1050065.7500000           874092.8125000
   10.0625          1068049.7500000          1252989.7500000          1067378.1250000           873807.8125000          1051359.5000000           873833.9375000
   10.0750          1067905.1250000          1254136.5000000          1067151.6250000           873601.0625000          1052649.3750000           873558.8750000
   10.0875          1067758.7500000          1255262.6250000          1066922.6250000           873381.6250000          1053933.7500000           873268.1250000
   10.1000          1067612.3750000          1256363.6250000          1066693.6250000           873150.3125000          1055211.1250000           872962.3125000
   10.1125          1067459.1250000          1257453.1250000          1066457.3750000           872907.8125000          1056479.7500000           872642.1250000
   10.1250          1067302.8750000          1258521.6250000          1066218.5000000           872654.9375000          1057737.8750000           872308.4375000
   10.1375          1067142.2500000          1259570.7500000          1065975.7500000           872392.6875000          1058983.8750000           871962.0000000
   10.1500          1066976.3750000          1260601.3750000          1065728.5000000           872121.8125000          1060215.7500000           871603.7500000
   10.1625          1066804.2500000          1261614.2500000          1065476.0000000           871843.2500000          1061431.7500000           871234.5625000
   10.1750          1066622.0000000          1262616.2500000          1065214.8750000           871557.8750000          1062630.2500000           870855.3750000
   10.1875          1066436.3750000          1263592.5000000          1064951.2500000           871266.5625000          1063809.2500000           870467.1250000
   10.2000          1066237.8750000          1264561.0000000          1064676.6250000           870970.0625000          1064967.2500000           870070.8125000
   10.2125          1066031.2500000          1265511.7500000          1064395.2500000           870669.1250000          1066102.5000000           869667.3125000
   10.2250          1065817.2500000          1266441.0000000          1064108.2500000           870364.5625000          1067213.7500000           869257.5000000
   10.2375          1065591.7500000          1267357.2500000          1063811.3750000           870056.8750000          1068299.2500000           868842.3125000
   10.2500          1065356.6250000          1268255.1250000          1063506.7500000           869746.6875000          1069358.0000000           868422.5000000
   10.2625          1065107.8750000          1269142.5000000          1063189.8750000           869434.5000000          1070388.6250000           867998.8125000
   10.2750          1064848.5000000          1270011.6250000          1062864.2500000           869120.6250000          1071390.2500000           867572.0000000
   10.2875          1064579.8750000          1270859.5000000          1062530.7500000           868805.3750000          1072362.0000000           867142.6250000
   10.3000          1064296.7500000          1271695.5000000          1062184.2500000           868489.0000000          1073303.1250000           866711.2500000
   10.3125          1064002.7500000          1272512.0000000          1061828.2500000           868171.5625000          1074213.0000000           866278.4375000
   10.3250          1063696.2500000          1273311.6250000          1061461.1250000           867853.0625000          1075091.0000000           865844.4375000
   10.3375          1063377.0000000          1274094.6250000          1061082.2500000           867533.5000000          1075937.1250000           865409.6875000
   10.3500          1063047.2500000          1274855.3750000          1060693.8750000           867212.6875000          1076750.7500000           864974.3750000
   10.3625          1062703.0000000          1275602.1250000          1060292.0000000           866890.4375000          1077532.1250000           864538.6250000
   10.3750          1062348.1250000          1276326.5000000          1059880.2500000           866566.3125000          1078281.0000000           864102.6250000
   10.3875          1061981.7500000          1277030.2500000          1059457.6250000           866240.1250000          1078997.6250000           863666.3125000
   10.4000          1061603.6250000          1277713.7500000          1059023.7500000           865911.3125000          1079682.1250000           863229.6875000
   10.4125          1061219.5000000          1278365.0000000          1058584.3750000           865579.5000000          1080334.6250000           862792.5625000
   10.4250          1060821.1250000          1279001.0000000          1058131.1250000           865244.1250000          1080955.6250000           862354.8750000
   10.4375          1060417.2500000          1279604.1250000          1057672.7500000           864904.6875000          1081545.3750000           861916.3125000
   10.4500          1060002.3750000          1280186.0000000          1057203.5000000           864560.6250000          1082104.3750000           861476.6875000
   10.4625          1059583.1250000          1280732.8750000          1056730.2500000           864211.3125000          1082632.7500000           861035.6250000
   10.4750          1059157.1250000          1281250.0000000          1056250.5000000           863856.3125000          1083131.1250000           860592.8125000
   10.4875          1058724.0000000          1281739.0000000          1055763.7500000           863495.0000000          1083600.0000000           860148.0000000
   10.5000          1058283.5000000          1282200.0000000          1055270.1250000           863126.8750000          1084039.6250000           859700.6875000
   10.5125          1057841.3750000          1282621.8750000          1054775.1250000           862751.3125000          1084450.5000000           859250.5625000
   10.5250          1057392.3750000          1283016.1250000          1054273.6250000           862367.9375000          1084833.1250000           858797.1875000
   10.5375          1056940.0000000          1283375.7500000          1053769.3750000           861976.2500000          1085187.8750000           858340.1250000
   10.5500          1056480.7500000          1283708.8750000          1053258.6250000           861575.7500000          1085515.1250000           857879.0625000
   10.5625          1056023.6250000          1283997.0000000          1052751.0000000           861166.0625000          1085815.2500000           857413.5625000
   10.5750          1055559.6250000          1284259.6250000          1052237.3750000           860746.8750000          1086088.7500000           856943.2500000
   10.5875          1055093.2500000          1284487.6250000          1051722.3750000           860317.8750000          1086335.7500000           856467.8125000
   10.6000          1054626.6250000          1284677.5000000          1051208.3750000           859878.8125000          1086556.7500000           855986.9375000
   10.6125          1054157.7500000          1284833.7500000          1050693.5000000           859429.5625000          1086751.8750000           855500.3125000
   10.6250          1053686.3750000          1284957.6250000          1050177.7500000           858969.9375000          1086921.2500000           855007.7500000
   10.6375          1053213.3750000          1285047.8750000          1049662.3750000           858500.0625000          1087065.0000000           854509.1875000
   10.6500          1052740.2500000          1285102.2500000          1049148.7500000           858020.0000000          1087183.0000000           854004.4375000
   10.6625          1052268.2500000          1285118.2500000          1048638.7500000           857529.8125000          1087275.2500000           853493.6875000
   10.6750          1051795.5000000          1285100.2500000          1048130.4375000           857029.8125000          1087341.5000000           852976.8750000
   10.6875          1051320.8750000          1285051.2500000          1047623.0625000           856520.3125000          1087381.6250000           852454.2500000
   10.7000          1050846.8750000          1284966.5000000          1047119.1875000           856001.6875000          1087395.3750000           851926.0625000
   10.7125          1050373.8750000          1284846.0000000          1046619.5000000           855474.5000000          1087382.3750000           851392.5000000
   10.7250          1049897.1250000          1284699.6250000          1046119.4375000           854939.1250000          1087342.2500000           850854.0625000
   10.7375          1049422.3750000          1284516.1250000          1045624.9375000           854396.1250000          1087274.8750000           850311.1250000
   10.7500          1048943.7500000          1284308.5000000          1045130.2500000           853846.1250000          1087179.7500000           849764.0625000
   10.7625          1048466.8125000          1284065.0000000          1044641.1875000           853289.7500000          1087056.7500000           849213.3750000
   10.7750          1047985.6875000          1283799.0000000          1044151.8750000           852727.5625000          1086905.6250000           848659.5625000
   10.7875          1047503.3125000          1283504.8750000          1043665.3750000           852160.2500000          1086726.2500000           848103.1875000
   10.8000          1047020.3750000          1283181.5000000          1043182.5000000           851588.4375000          1086518.5000000           847544.8125000
   10.8125          1046537.2500000          1282828.6250000          1042703.6875000           851012.6875000          1086282.3750000           846984.9375000
   10.8250          1046046.2500000          1282463.3750000          1042221.1250000           850433.6875000          1086017.8750000           846424.1875000
   10.8375          1045558.1875000          1282063.8750000          1041745.8125000           849852.1250000          1085725.0000000           845863.0625000
   10.8500          1045065.0000000          1281647.2500000          1041269.6250000           849268.6875000          1085404.0000000           845302.3125000
   10.8625          1044567.5000000          1281213.0000000          1040793.1875000           848683.8750000          1085054.7500000           844742.5000000
   10.8750          1044073.0000000          1280746.2500000          1040323.9375000           848098.4375000          1084677.6250000           844184.1875000
   10.8875          1043571.6250000          1280268.1250000          1039851.9375000           847513.0625000          1084272.7500000           843628.1250000
   10.9000          1043069.9375000          1279765.6250000          1039383.5625000           846928.3125000          1083840.2500000           843074.9375000
   10.9125          1042565.2500000          1279245.5000000          1038916.0625000           846344.8125000          1083380.6250000           842525.2500000
   10.9250          1042056.7500000          1278709.8750000          1038448.5625000           845763.1875000          1082893.8750000           841979.7500000
   10.9375          1041546.4375000          1278155.2500000          1037983.0000000           845184.0000000          1082380.6250000           841438.8750000
   10.9500          1041032.9375000          1277585.6250000          1037517.6875000           844607.7500000          1081841.2500000           840903.3750000
   10.9625          1040520.8750000          1276992.3750000          1037057.3750000           844034.9375000          1081276.1250000           840373.7500000
   10.9750          1040004.6875000          1276387.8750000          1036596.2500000           843466.0000000          1080686.0000000           839850.4375000
   10.9875          1039487.3125000          1275766.8750000          1036137.0625000           842901.3750000          1080071.3750000           839333.9375000
   11.0000          1038970.1875000          1275127.2500000          1035681.2500000           842341.3750000          1079433.0000000           838824.5625000
   11.0125          1038449.0000000          1274479.7500000          1035224.2500000           841786.2500000          1078771.6250000           838322.8125000
   11.0250          1037929.9375000          1273811.6250000          1034772.2500000           841236.3125000          1078088.2500000           837828.8125000
   11.0375          1037411.7500000          1273128.5000000          1034323.6250000           840691.7500000          1077383.6250000           837342.9375000
   11.0500          1036892.6875000          1272433.8750000          1033876.8125000           840152.8125000          1076658.7500000           836865.3125000
   11.0625          1036378.4375000          1271717.7500000          1033437.0625000           839619.5625000          1075914.6250000           836396.1875000
   11.0750          1035860.6875000          1270998.6250000          1032996.1250000           839092.1875000          1075152.3750000           835935.6875000
   11.0875          1035350.0000000          1270255.7500000          1032564.4375000           838570.7500000          1074373.0000000           835483.8750000
   11.1000          1034842.8125000          1269498.5000000          1032138.0625000           838055.3750000          1073577.3750000           835040.8750000
   11.1125          1034335.7500000          1268735.0000000          1031713.8125000           837546.2500000          1072766.7500000           834606.6875000
   11.1250          1033835.5000000          1267952.3750000          1031298.1250000           837043.3125000          1071942.1250000           834181.4375000
   11.1375          1033339.9375000          1267157.3750000          1030888.7500000           836546.7500000          1071104.3750000           833765.1875000
   11.1500          1032846.1250000          1266357.1250000          1030482.6250000           836056.6250000          1070254.6250000           833357.8125000
   11.1625          1032363.6875000          1265533.0000000          1030089.3750000           835573.0000000          1069393.6250000           832959.5000000
   11.1750          1031886.3750000          1264700.1250000          1029702.5625000           835096.0625000          1068522.5000000           832570.1250000
   11.1875          1031414.9375000          1263858.3750000          1029322.7500000           834625.8750000          1067642.0000000           832189.8125000
   11.2000          1030952.4375000          1263002.2500000          1028953.1875000           834162.5625000          1066753.0000000           831818.5625000
   11.2125          1030500.5625000          1262130.7500000          1028595.0625000           833706.3125000          1065856.2500000           831456.4375000
   11.2250          1030057.6250000          1261248.6250000          1028246.9375000           833257.2500000          1064952.3750000           831103.4375000
   11.2375          1029624.6875000          1260355.6250000          1027909.6875000           832815.5000000          1064042.2500000           830759.6875000
   11.2500          1029203.1875000          1259450.3750000          1027584.5000000           832381.3125000          1063126.3750000           830425.2500000
   11.2625          1028792.4375000          1258536.1250000          1027270.8750000           831954.9375000          1062205.3750000           830100.1875000
   11.2750          1028394.7500000          1257609.3750000          1026970.7500000           831536.6250000          1061279.8750000           829784.6875000
   11.2875          1028011.5000000          1256668.6250000          1026685.5000000           831126.6250000          1060350.2500000           829478.9375000
   11.3000          1027640.5625000          1255720.5000000          1026412.8750000           830725.2500000          1059417.0000000           829183.0625000
   11.3125          1027279.2500000          1254771.3750000          1026150.0000000           830332.8125000          1058480.6250000           828897.2500000
   11.3250          1026936.5625000          1253804.7500000          1025905.8750000           829949.6875000          1057541.3750000           828621.8750000
   11.3375          1026603.5625000          1252840.0000000          1025671.3125000           829576.1875000          1056599.7500000           828357.0000000
   11.3500          1026287.5000000          1251864.3750000          1025453.3750000           829212.7500000          1055656.0000000           828103.0000000
   11.3625          1025985.6875000          1250884.1250000          1025249.3125000           828859.6875000          1054710.5000000           827860.1875000
   11.3750          1025697.7500000          1249901.5000000          1025058.5625000           828517.5625000          1053763.5000000           827628.8125000
   11.3875          1025423.5625000          1248918.5000000          1024880.7500000           828186.6875000          1052815.2500000           827409.1875000
   11.4000          1025165.6250000          1247931.1250000          1024718.1250000           827867.5000000          1051866.0000000           827201.6250000
   11.4125          1024925.1875000          1246937.6250000          1024572.0625000           827560.5625000          1050916.0000000           827006.6250000
   11.4250          1024697.7500000          1245948.7500000          1024437.6875000           827266.3125000          1049965.3750000           826824.3750000
   11.4375          1024485.0625000          1244963.0000000          1024316.3750000           826985.1875000          1049014.2500000           826655.3750000
   11.4500          1024291.9375000          1243970.5000000          1024213.0625000           826717.8750000          1048062.8750000           826500.0000000
   11.4625          1024115.5000000          1242979.1250000          1024124.4375000           826464.7500000          1047111.2500000           826358.7500000
   11.4750          1023954.8125000          1241990.6250000          1024049.6875000           826226.3750000          1046159.5625000           826231.8750000
   11.4875          1023809.5625000          1241007.7500000          1023988.0000000           826003.3750000          1045207.8750000           826119.9375000
   11.5000          1023681.8750000          1240026.2500000          1023941.5625000           825796.1875000          1044256.3125000           826023.3125000
   11.5125          1023573.0625000          1239044.2500000          1023911.5000000           825605.4375000          1043304.9375000           825942.4375000
   11.5250          1023478.2500000          1238072.8750000          1023892.6875000           825431.5625000          1042354.0625000           825877.5625000
   11.5375          1023400.6250000          1237105.5000000          1023888.4375000           825275.0625000          1041403.7500000           825829.1250000
   11.5500          1023341.6250000          1236140.8750000          1023899.7500000           825136.3750000          1040454.3750000           825797.3750000
   11.5625          1023296.2500000          1235188.7500000          1023921.8125000           825015.9375000          1039506.1875000           825782.6250000
   11.5750          1023268.3125000          1234242.5000000          1023958.1875000           824914.0625000          1038559.6250000           825785.0625000
   11.5875          1023256.1250000          1233305.6250000          1024007.1250000           824831.1875000          1037615.0625000           825804.7500000
   11.6000          1023262.0000000          1232374.0000000          1024071.0000000           824767.5000000          1036673.0000000           825841.9375000
   11.6125          1023281.2500000          1231457.5000000          1024145.0000000           824723.3125000          1035733.9375000           825896.5625000
   11.6250          1023320.5000000          1230542.7500000          1024235.7500000           824698.8125000          1034798.4375000           825968.7500000
   11.6375          1023374.4375000          1229640.8750000          1024338.0000000           824694.1875000          1033867.0625000           826058.3750000
   11.6500          1023443.3125000          1228752.3750000          1024451.8125000           824709.6875000          1032940.4375000           826165.4375000
   11.6625          1023532.3750000          1227865.8750000          1024582.7500000           824745.3125000          1032019.0625000           826289.8750000
   11.6750          1023636.1875000          1226992.5000000          1024725.1875000           824801.3125000          1031103.5625000           826431.5625000
   11.6875          1023754.8125000          1226132.6250000          1024879.4375000           824877.7500000          1030194.5000000           826590.3750000
   11.7000          1023893.8125000          1225274.2500000          1025050.9375000           824974.6250000          1029292.4375000           826766.0625000
   11.7125          1024047.2500000          1224429.7500000          1025233.8125000           825092.0625000          1028397.8750000           826958.5000000
   11.7250          1024215.4375000          1223598.2500000          1025428.6250000           825230.0625000          1027511.3750000           827167.5000000
   11.7375          1024401.1875000          1222774.1250000          1025638.3125000           825388.5625000          1026633.4375000           827392.7500000
   11.7500          1024602.6250000          1221960.2500000          1025860.8750000           825567.5625000          1025764.6250000           827634.0000000
   11.7625          1024822.0000000          1221152.5000000          1026098.8750000           825766.8750000          1024905.5625000           827890.9375000
   11.7750          1025057.1250000          1220354.8750000          1026350.1875000           825986.3750000          1024056.6875000           828163.1875000
   11.7875          1025307.3750000          1219568.7500000          1026614.1875000           826225.9375000          1023218.5625000           828450.4375000
   11.8000          1025574.8750000          1218789.0000000          1026893.2500000           826485.2500000          1022391.8125000           828752.1250000
   11.8125          1025855.1875000          1218025.0000000          1027182.9375000           826764.0000000          1021576.9375000           829068.0000000
   11.8250          1026154.2500000          1217263.3750000          1027489.3750000           827062.0000000          1020774.5625000           829397.5000000
   11.8375          1026467.1875000          1216515.6250000          1027807.6875000           827378.8125000          1019985.0625000           829740.1875000
   11.8500          1026793.8750000          1215780.7500000          1028137.8750000           827714.1250000          1019209.0625000           830095.6250000
   11.8625          1027139.4375000          1215047.7500000          1028485.1250000           828067.5000000          1018446.9375000           830463.4375000
   11.8750          1027498.1875000          1214328.2500000          1028843.7500000           828438.5625000          1017699.1250000           830843.0000000
   11.8875          1027870.4375000          1213621.3750000          1029214.1875000           828826.9375000          1016965.9375000           831234.0625000
   11.9000          1028261.1875000          1212916.0000000          1029601.3750000           829232.1250000          1016247.6250000           831636.1250000
   11.9125          1028661.7500000          1212230.0000000          1029996.6250000           829653.7500000          1015544.5000000           832048.7500000
   11.9250          1029079.5000000          1211547.8750000          1030407.3750000           830091.4375000          1014856.6875000           832471.6250000
   11.9375          1029511.1875000          1210875.2500000          1030830.3750000           830544.6250000          1014184.2500000           832904.3750000
   11.9500          1029956.2500000          1210213.3750000          1031264.8750000           831012.9375000          1013527.3750000           833346.6250000
   11.9625          1030413.5625000          1209564.0000000          1031709.8750000           831495.8125000          1012885.9375000           833798.0625000
   11.9750          1030885.5000000          1208921.6250000          1032167.5625000           831992.9375000          1012259.9375000           834258.3750000
   11.9875          1031370.1250000          1208289.8750000          1032636.0000000           832503.6875000          1011649.3125000           834727.2500000
   12.0000          1031868.9375000          1207665.2500000          1033116.5000000           833027.6875000          1011053.9375000           835204.3750000
   12.0125          1032377.3125000          1207056.6250000          1033604.4375000           833564.3125000          1010473.6250000           835689.4375000
   12.0250          1032900.6875000          1206451.6250000          1034105.1875000           834113.1250000          1009908.3125000           836182.2500000
   12.0375          1033434.1875000          1205862.1250000          1034613.6875000           834673.6250000          1009357.8125000           836682.4375000
   12.0500          1033979.3750000          1205281.8750000          1035131.3750000           835245.2500000          1008821.8125000           837189.6875000
   12.0625          1034535.2500000          1204714.1250000          1035657.2500000           835827.4375000          1008300.3125000           837703.8750000
   12.0750          1035102.9375000          1204154.3750000          1036192.3125000           836419.6250000          1007793.0000000           838224.6250000
   12.0875          1035680.6250000          1203607.1250000          1036734.6250000           837021.3125000          1007299.6875000           838751.6250000
   12.1000          1036266.8750000          1203074.0000000          1037282.6875000           837632.0000000          1006820.2500000           839284.7500000
   12.1125          1036861.1250000          1202555.5000000          1037835.6875000           838251.0000000          1006354.4375000           839823.6250000
   12.1250          1037467.9375000          1202041.5000000          1038398.4375000           838877.8750000          1005902.0625000           840368.0000000
   12.1375          1038080.8125000          1201543.7500000          1038964.1875000           839512.0625000          1005462.9375000           840917.5625000
   12.1500          1038700.1250000          1201062.3750000          1039533.2500000           840153.0000000          1005036.7500000           841472.1875000
   12.1625          1039330.2500000          1200586.0000000          1040110.0000000           840800.1875000          1004623.3750000           842031.3750000
   12.1750          1039965.3125000          1200126.7500000          1040688.5625000           841453.1250000          1004222.5000000           842595.0625000
   12.1875          1040607.7500000          1199677.8750000          1041271.3125000           842111.2500000          1003834.0000000           843162.8125000
   12.2000          1041255.5000000          1199243.1250000          1041856.2500000           842774.1250000          1003457.5000000           843734.3750000
   12.2125          1041910.1250000          1198818.1250000          1042445.1875000           843441.1875000          1003092.8750000           844309.4375000
   12.2250          1042569.5000000          1198406.5000000          1043035.6875000           844112.0000000          1002739.8125000           844887.6875000
   12.2375          1043235.0625000          1198004.1250000          1043629.3750000           844786.0625000          1002398.1250000           845468.8125000
   12.2500          1043901.7500000          1197620.5000000          1044221.5000000           845462.9375000          1002067.5625000           846052.5000000
   12.2625          1044575.3125000          1197242.6250000          1044817.6875000           846142.1250000          1001747.8750000           846638.3125000
   12.2750          1045252.3125000          1196876.3750000          1045414.6250000           846823.2500000          1001438.9375000           847225.9375000
   12.2875          1045931.2500000          1196523.8750000          1046011.0625000           847505.7500000          1001140.5625000           847815.0625000
   12.3000          1046613.5625000          1196180.1250000          1046608.6250000           848189.2500000          1000852.6250000           848405.2500000
   12.3125          1047296.9375000          1195849.6250000          1047205.1875000           848873.3125000          1000575.0000000           848996.0625000
   12.3250          1047983.0000000          1195527.1250000          1047802.5625000           849557.4375000          1000307.5625000           849587.0625000
   12.3375          1048669.1250000          1195216.8750000          1048398.3750000           850241.1875000          1000050.2500000           850177.9375000
   12.3500          1049354.2500000          1194920.2500000          1048991.6250000           850924.1250000           999803.0000000           850768.1250000
   12.3625          1050042.6250000          1194625.8750000          1049587.0000000           851605.8125000           999565.6875000           851357.2500000
   12.3750          1050730.3750000          1194341.5000000          1050180.7500000           852285.8125000           999338.4375000           851944.8750000
   12.3875          1051413.5000000          1194074.1250000          1050769.1250000           852963.6250000           999121.0000000           852530.5000000
   12.4000          1052100.0000000          1193805.1250000          1051360.5000000           853638.9375000           998913.3750000           853113.6875000
   12.4125          1052779.8750000          1193554.0000000          1051945.1250000           854311.1875000           998715.5000000           853694.0000000
   12.4250          1053459.3750000          1193306.5000000          1052529.2500000           854980.1250000           998527.3125000           854271.0000000
   12.4375          1054135.3750000          1193069.0000000          1053110.1250000           855645.1875000           998348.6250000           854844.2500000
   12.4500          1054808.8750000          1192836.6250000          1053689.1250000           856306.0625000           998179.3750000           855413.3750000
   12.4625          1055478.0000000          1192612.8750000          1054264.3750000           856962.3125000           998019.3750000           855978.0000000
   12.4750          1056143.7500000          1192393.7500000          1054837.1250000           857613.6250000           997868.4375000           856537.6875000
   12.4875          1056801.0000000          1192189.2500000          1055402.7500000           858259.5625000           997726.4375000           857092.1250000
   12.5000          1057458.3750000          1191979.6250000          1055969.5000000           858899.8125000           997593.1250000           857640.9375000
   12.5125          1058105.3750000          1191785.5000000          1056527.5000000           859534.0000000           997468.2500000           858183.7500000
   12.5250          1058750.8750000          1191587.6250000          1057085.6250000           860161.7500000           997351.6875000           858720.3125000
   12.5375          1059385.1250000          1191404.3750000          1057634.2500000           860782.7500000           997243.0625000           859250.3125000
   12.5500          1060017.1250000          1191216.8750000          1058182.5000000           861396.6250000           997142.1250000           859773.4375000
   12.5625          1060639.3750000          1191038.7500000          1058723.0000000           862003.0000000           997048.6875000           860289.4375000
   12.5750          1061254.1250000          1190864.8750000          1059258.2500000           862601.5625000           996962.3750000           860798.0000000
   12.5875          1061862.1250000          1190692.1250000          1059788.6250000           863191.9375000           996882.9375000           861298.9375000
   12.6000          1062460.3750000          1190525.8750000          1060311.7500000           863773.8125000           996810.0000000           861791.9375000
   12.6125          1063050.5000000          1190361.8750000          1060829.0000000           864346.8125000           996743.3125000           862276.8750000
   12.6250          1063632.7500000          1190198.7500000          1061340.7500000           864910.5625000           996682.5000000           862753.4375000
   12.6375          1064201.2500000          1190048.1250000          1061841.1250000           865464.7500000           996627.2500000           863221.4375000
   12.6500          1064762.3750000          1189895.6250000          1062336.3750000           866009.0000000           996577.1875000           863680.7500000
   12.6625          1065309.7500000          1189753.3750000          1062820.7500000           866543.0625000           996532.0000000           864131.1250000
   12.6750          1065846.3750000          1189615.0000000          1063296.5000000           867066.4375000           996491.3750000           864572.4375000
   12.6875          1066375.7500000          1189471.8750000          1063767.5000000           867579.0000000           996454.8125000           865004.4375000
   12.7000          1066888.3750000          1189343.0000000          1064224.5000000           868080.3125000           996422.0625000           865427.1250000
   12.7125          1067393.8750000          1189208.0000000          1064676.6250000           868570.0625000           996392.6875000           865840.2500000
   12.7250          1067882.2500000          1189086.1250000          1065114.2500000           869048.0625000           996366.3125000           866243.7500000
   12.7375          1068363.0000000          1188957.8750000          1065546.7500000           869513.9375000           996342.5000000           866637.4375000
   12.7500          1068826.2500000          1188842.6250000          1065964.2500000           869967.5000000           996320.8750000           867021.3125000
   12.7625          1069278.6250000          1188726.6250000          1066373.2500000           870408.4375000           996300.9375000           867395.1875000
   12.7750          1069720.0000000          1188608.7500000          1066773.6250000           870836.5625000           996282.3125000           867759.0000000
   12.7875          1070144.8750000          1188500.5000000          1067160.0000000           871251.6875000           996264.5625000           868112.6250000
   12.8000          1070556.1250000          1188394.8750000          1067535.2500000           871653.5000000           996247.3125000           868456.0625000
   12.8125          1070957.7500000          1188283.6250000          1067903.1250000           872041.8750000           996230.0625000           868789.1875000
   12.8250          1071340.3750000          1188185.2500000          1068254.3750000           872416.5625000           996212.5000000           869111.8125000
   12.8375          1071710.3750000          1188087.1250000          1068595.2500000           872777.4375000           996194.3750000           869423.9375000
   12.8500          1072063.1250000          1187997.6250000          1068921.5000000           873124.1875000           996175.1875000           869725.3750000
   12.8625          1072404.3750000          1187904.7500000          1069238.5000000           873456.7500000           996154.8750000           870016.0625000
   12.8750          1072728.5000000          1187819.8750000          1069540.6250000           873774.8125000           996133.1875000           870295.8125000
   12.8875          1073038.5000000          1187736.1250000          1069831.1250000           874078.1875000           996109.8750000           870564.4375000
   12.9000          1073330.2500000          1187662.1250000          1070105.8750000           874366.7500000           996084.8750000           870821.8750000
   12.9125          1073610.0000000          1187584.2500000          1070371.0000000           874640.3125000           996058.0625000           871068.0000000
   12.9250          1073875.1250000          1187507.7500000          1070624.0000000           874898.6875000           996029.3125000           871302.6250000
   12.9375          1074122.0000000          1187439.8750000          1070861.1250000           875141.6875000           995998.5000000           871525.5625000
   12.9500          1074356.7500000          1187367.6250000          1071088.8750000           875369.2500000           995965.6875000           871736.8125000
   12.9625          1074574.1250000          1187301.0000000          1071302.1250000           875581.1875000           995930.6250000           871936.1875000
   12.9750          1074777.6250000          1187233.6250000          1071503.8750000           875777.5000000           995893.3750000           872123.6250000
   12.9875          1074968.2500000          1187162.1250000          1071695.7500000           875958.0000000           995853.8125000           872299.0000000
   13.0000          1075138.8750000          1187101.6250000          1071870.3750000           876122.7500000           995811.8125000           872462.3750000
   13.0125          1075299.7500000          1187031.0000000          1072037.8750000           876271.6250000           995767.3750000           872613.5000000
   13.0250          1075441.6250000          1186968.3750000          1072189.5000000           876404.6875000           995720.5000000           872752.5000000
   13.0375          1075570.8750000          1186900.8750000          1072331.3750000           876521.8125000           995671.0625000           872879.2500000
   13.0500          1075683.6250000          1186836.5000000          1072459.7500000           876623.0625000           995619.2500000           872993.6875000
   13.0625          1075782.6250000          1186769.7500000          1072577.2500000           876708.4375000           995564.9375000           873095.8125000
   13.0750          1075867.1250000          1186701.8750000          1072683.1250000           876777.8750000           995508.3125000           873185.6250000
   13.0875          1075936.2500000          1186634.3750000          1072776.6250000           876831.5000000           995449.4375000           873263.0000000
   13.1000          1075990.2500000          1186567.0000000          1072858.0000000           876869.2500000           995388.5000000           873328.0000000
   13.1125          1076029.0000000          1186500.0000000          1072927.1250000           876891.1875000           995325.5625000           873380.6250000
   13.1250          1076055.2500000          1186427.5000000          1072986.6250000           876897.4375000           995260.7500000           873420.8125000
   13.1375          1076067.7500000          1186352.2500000          1073035.3750000           876888.0625000           995194.2500000           873448.7500000
   13.1500          1076063.2500000          1186281.3750000          1073070.0000000           876863.1250000           995126.1250000           873464.3750000
