
Predictions were generated on 08-Sep-2022 at 14:21:33 using OpenFAST, compiled as a 64-bit application using double precision at commit v3.2.1-270-gf067eb99-dirty
 linked with  NWTC Subroutine Library; ElastoDyn; InflowWind; AeroDyn; ServoDyn; HydroDyn; MoorDyn (v2.a27, 2022-07-20)

Description from the FAST input file: FAST Certification Test #25: NREL 5.0 MW Baseline Wind Turbine with OC4-DeepCwind semi configuration, for use in offshore analysis

Time     B1Surge        B1Sway          B1Heave         B1Roll          B1Pitch        B1Yaw           B1TVxi          B1TVyi          B1TVzi          B1RVxi          B1RVyi          B1RVzi          B1TAxi          B1TAyi          B1TAzi          B1RAxi          B1RAyi          B1RAzi
(s)      (m)            (m)             (m)             (rad)           (rad)          (rad)           (m/s)           (m/s)           (m/s)           (rad/s)         (rad/s)         (rad/s)         (m/s^2)         (m/s^2)         (m/s^2)         (rad/s^2)       (rad/s^2)       (rad/s^2)
4.1375   5.7286081E+00  -7.4743917E-03  6.1756950E-03   7.5739395E-04   2.1847010E-02  -1.2157503E-04  3.7200198E-01   -4.4497065E-03  -2.9955514E-02  3.9686123E-04   2.3783244E-04   -5.3386189E-05  9.3836570E-03   3.4300198E-03   -2.1705912E-02  -1.5252232E-04  1.4029793E-03   8.9931918E-06
4.1500   5.7332587E+00  -7.5297407E-03  5.7995548E-03   7.6234265E-04   2.1850090E-02  -1.2224168E-04  3.7210482E-01   -4.4057947E-03  -3.0227005E-02  3.9490915E-04   2.5490957E-04   -5.3278098E-05  7.1638930E-03   3.6059562E-03   -2.1742884E-02  -1.6025476E-04  1.3331579E-03   8.2906790E-06
4.1625   5.7379103E+00  -7.5845267E-03  5.4200171E-03   7.6726626E-04   2.1853378E-02  -1.2290702E-04  3.7218052E-01   -4.3596243E-03  -3.0499034E-02  3.9285884E-04   2.7113708E-04   -5.3179810E-05  5.0496557E-03   3.7907751E-03   -2.1793306E-02  -1.6822567E-04  1.2677494E-03   7.4255977E-06
4.1750   5.7425632E+00  -7.6387213E-03  5.0370754E-03   7.7216368E-04   2.1856865E-02  -1.2357121E-04  3.7223014E-01   -4.3111085E-03  -3.0771757E-02  3.9070821E-04   2.8656272E-04   -5.3093354E-05  2.9958817E-03   3.9804624E-03   -2.1854816E-02  -1.7627455E-04  1.2050492E-03   6.3992866E-06
4.1875   5.7472162E+00  -7.6922942E-03  4.6507195E-03   7.7703351E-04   2.1860540E-02  -1.2423442E-04  3.7225422E-01   -4.2602113E-03  -3.1045299E-02  3.8845729E-04   3.0121175E-04   -5.3020722E-05  9.5687708E-04   4.1710278E-03   -2.1924924E-02  -1.8424155E-04  1.1433219E-03   5.2126979E-06
4.2000   5.7518692E+00  -7.7452161E-03  4.2609386E-03   7.8187464E-04   2.1864392E-02  -1.2489680E-04  3.7225273E-01   -4.2069466E-03  -3.1319760E-02  3.8610812E-04   3.1508904E-04   -5.2963922E-05  -1.1098937E-03  4.3584961E-03   -2.2001164E-02  -1.9196744E-04  1.0809563E-03   3.8661051E-06
4.2125   5.7565222E+00  -7.7974577E-03  3.8677207E-03   7.8668585E-04   2.1868413E-02  -1.2555858E-04  3.7222514E-01   -4.1513797E-03  -3.1595204E-02  3.8366471E-04   3.2818038E-04   -5.2924948E-05  -3.2697655E-03  4.5388406E-03   -2.2052841E-02  -1.9929218E-04  1.0119994E-03   2.3583511E-06
4.2250   5.7611747E+00  -7.8489911E-03  3.4710574E-03   7.9146586E-04   2.1872593E-02  -1.2622001E-04  3.7216985E-01   -4.0936242E-03  -3.1871002E-02  3.8113308E-04   3.4034642E-04   -5.2905867E-05  -5.5146758E-03  4.7080922E-03   -2.2107441E-02  -2.0605794E-04  9.4025111E-04   6.8558768E-07
4.2375   5.7658262E+00  -7.8997891E-03  3.0709412E-03   7.9621380E-04   2.1876918E-02  -1.2688132E-04  3.7208623E-01   -4.0338440E-03  -3.2147635E-02  3.7852119E-04   3.5162794E-04   -5.2908661E-05  -7.8556696E-03  4.8622261E-03   -2.2161281E-02  -2.1210537E-04  8.6528226E-04   -1.1483478E-06
4.2500   5.7704768E+00  -7.9498291E-03  2.6673630E-03   8.0092862E-04   2.1881379E-02  -1.2754282E-04  3.7197295E-01   -3.9722505E-03  -3.2424957E-02  3.7583892E-04   3.6196152E-04   -5.2935444E-05  -1.0288664E-02  4.9973638E-03   -2.2214578E-02  -2.1728339E-04  7.8727573E-04   -3.1473971E-06
4.2625   5.7751255E+00  -7.9990886E-03  2.2603143E-03   8.0560951E-04   2.1885963E-02  -1.2820482E-04  3.7182897E-01   -3.9091036E-03  -3.2702945E-02  3.7309792E-04   3.7131281E-04   -5.2988227E-05  -1.2796428E-02  5.1098433E-03   -2.2266276E-02  -2.2145006E-04  7.0690352E-04   -5.3084623E-06
4.2750   5.7797723E+00  -8.0475509E-03  1.8497865E-03   8.1025582E-04   2.1890659E-02  -1.2886764E-04  3.7165350E-01   -3.8447031E-03  -3.2981586E-02  3.7031152E-04   3.7965787E-04   -5.3069016E-05  -1.5349840E-02  5.1964577E-03   -2.2316067E-02  -2.2448238E-04  6.2529725E-04   -7.6248516E-06
4.2875   5.7844167E+00  -8.0952020E-03  1.4357719E-03   8.1486715E-04   2.1895451E-02  -1.2953166E-04  3.7144613E-01   -3.7793866E-03  -3.3260845E-02  3.6749442E-04   3.8698848E-04   -5.3179676E-05  -1.7910164E-02  5.2546249E-03   -2.2363968E-02  -2.2628266E-04  5.4395187E-04   -1.0085175E-05
4.3000   5.7890587E+00  -8.1420336E-03  1.0182629E-03   8.1944314E-04   2.1900328E-02  -1.3019727E-04  3.7120703E-01   -3.7135193E-03  -3.3540703E-02  3.6466232E-04   3.9331635E-04   -5.3321910E-05  -2.0433269E-02  5.2825925E-03   -2.2410208E-02  -2.2678629E-04  4.6457507E-04   -1.2672042E-05
4.3125   5.7936969E+00  -8.1880391E-03  5.9725210E-04   8.2398369E-04   2.1905279E-02  -1.3086485E-04  3.7093687E-01   -3.6474823E-03  -3.3821132E-02  3.6183154E-04   3.9867451E-04   -5.3497155E-05  -2.2873333E-02  5.2795610E-03   -2.2455100E-02  -2.2596619E-04  3.8893308E-04   -1.5361584E-05
4.3250   5.7983317E+00  -8.2332212E-03  1.7273247E-04   8.2848902E-04   2.1910291E-02  -1.3153483E-04  3.7063694E-01   -3.5816622E-03  -3.4102112E-02  3.5901857E-04   4.0311765E-04   -5.3706513E-05  -2.5187373E-02  5.2457298E-03   -2.2498911E-02  -2.2383459E-04  3.1868735E-04   -1.8124267E-05
4.3375   5.8029628E+00  -8.2775839E-03  -2.5530285E-04  8.3295931E-04   2.1915354E-02  -1.3220766E-04  3.7030897E-01   -3.5164384E-03  -3.4383632E-02  3.5623959E-04   4.0671983E-04   -5.3950680E-05  -2.7339099E-02  5.1822439E-03   -2.2541756E-02  -2.2044075E-04  2.5524231E-04   -2.0925687E-05
4.3500   5.8075895E+00  -8.3211362E-03  -6.8686047E-04  8.3739520E-04   2.1920456E-02  -1.3288375E-04  3.6995509E-01   -3.4521727E-03  -3.4665670E-02  3.5351000E-04   4.0957084E-04   -5.4229906E-05  -2.9302098E-02  5.0910288E-03   -2.2583483E-02  -2.1586471E-04  1.9961860E-04   -2.3728204E-05
4.3625   5.8122115E+00  -8.3638942E-03  -1.1219467E-03  8.4179733E-04   2.1925591E-02  -1.3356355E-04  3.6957780E-01   -3.3892004E-03  -3.4948211E-02  3.5084412E-04   4.1177089E-04   -5.4543962E-05  -3.1062517E-02  4.9745394E-03   -2.2623613E-02  -2.1020758E-04  1.5236053E-04   -2.6492677E-05
4.3750   5.8168287E+00  -8.4058736E-03  -1.5605678E-03  8.4616663E-04   2.1930749E-02  -1.3424749E-04  3.6917958E-01   -3.3278253E-03  -3.5231225E-02  3.4825498E-04   4.1342448E-04   -5.4892123E-05  -3.2619912E-02  4.8354473E-03   -2.2661308E-02  -2.0357962E-04  1.1349156E-04   -2.9180399E-05
4.3875   5.8214407E+00  -8.4470976E-03  -2.0027293E-03  8.5050409E-04   2.1935923E-02  -1.3493598E-04  3.6876294E-01   -3.2683185E-03  -3.5514679E-02  3.4575423E-04   4.1463389E-04   -5.5273202E-05  -3.3987526E-02  4.6763076E-03   -2.2695391E-02  -1.9608761E-04  8.2514125E-05   -3.1754869E-05
4.4000   5.8260479E+00  -8.4875906E-03  -2.4484368E-03  8.5481093E-04   2.1941112E-02  -1.3562945E-04  3.6833006E-01   -3.2109213E-03  -3.5798520E-02  3.4335235E-04   4.1549298E-04   -5.5685570E-05  -3.5190817E-02  4.4992552E-03   -2.2724368E-02  -1.8782326E-04  5.8460912E-05   -3.4183216E-05
4.4125   5.8306489E+00  -8.5273804E-03  -2.8976940E-03  8.5908838E-04   2.1946311E-02  -1.3632825E-04  3.6788288E-01   -3.1558510E-03  -3.6082670E-02  3.4105859E-04   4.1608172E-04   -5.6127228E-05  -3.6258139E-02  4.3058023E-03   -2.2714632E-02  -1.7885753E-04  3.5987163E-05   -3.6437992E-05
4.4250   5.8352447E+00  -8.5664978E-03  -3.3505007E-03  8.6333789E-04   2.1951513E-02  -1.3703274E-04  3.6742291E-01   -3.1033081E-03  -3.6366288E-02  3.3888157E-04   4.1636641E-04   -5.6595884E-05  -3.7237741E-02  4.0966892E-03   -2.2697140E-02  -1.6922929E-04  1.7528382E-05   -3.8497274E-05
4.4375   5.8398347E+00  -8.6049745E-03  -3.8068518E-03  8.6756097E-04   2.1956719E-02  -1.3774325E-04  3.6695096E-01   -3.0534884E-03  -3.6649775E-02  3.3682943E-04   4.1645588E-04   -5.7088899E-05  -3.8174052E-02  3.8719024E-03   -2.2668315E-02  -1.5895021E-04  1.3570220E-06   -4.0340630E-05
4.4500   5.8444185E+00  -8.6428467E-03  -4.2667440E-03  8.7175920E-04   2.1961924E-02  -1.3846005E-04  3.6646739E-01   -3.0065877E-03  -3.6932837E-02  3.3491023E-04   4.1634977E-04   -5.7603578E-05  -3.9109346E-02  3.6309436E-03   -2.2627627E-02  -1.4801612E-04  -1.4124807E-05  -4.1958654E-05
4.4625   5.8489962E+00  -8.6801518E-03  -4.7301706E-03  8.7593426E-04   2.1967128E-02  -1.3918341E-04  3.6597198E-01   -2.9628091E-03  -3.7215315E-02  3.3313208E-04   4.1605037E-04   -5.8137004E-05  -4.0080722E-02  3.3730261E-03   -2.2573380E-02  -1.3641184E-04  -3.0339390E-05  -4.3344226E-05
4.4750   5.8535676E+00  -8.7169306E-03  -5.1971241E-03  8.8008808E-04   2.1972325E-02  -1.3991354E-04  3.6546418E-01   -2.9223633E-03  -3.7497032E-02  3.3150316E-04   4.1554336E-04   -5.8686262E-05  -4.1116148E-02  3.0975020E-03   -2.2504577E-02  -1.2412827E-04  -4.8358106E-05  -4.4495038E-05
4.4875   5.8581328E+00  -8.7532261E-03  -5.6675929E-03  8.8422251E-04   2.1977514E-02  -1.4065062E-04  3.6494312E-01   -2.8854660E-03  -3.7777815E-02  3.3003170E-04   4.1480339E-04   -5.9248418E-05  -4.2232256E-02  2.8042630E-03   -2.2420732E-02  -1.1117745E-04  -6.8814050E-05  -4.5412082E-05
4.5000   5.8626914E+00  -8.7890830E-03  -6.1415648E-03  8.8833959E-04   2.1982694E-02  -1.4139479E-04  3.6440775E-01   -2.8523291E-03  -3.8057473E-02  3.2872552E-04   4.1379951E-04   -5.9820555E-05  -4.3432560E-02  2.4941340E-03   -2.2321910E-02  -9.7607226E-05  -9.1842005E-05  -4.6098514E-05
4.5125   5.8672428E+00  -8.8245505E-03  -6.6190241E-03  8.9244137E-04   2.1987859E-02  -1.4214616E-04  3.6385706E-01   -2.8231472E-03  -3.8335819E-02  3.2759161E-04   4.1250160E-04   -6.0399816E-05  -4.4707477E-02  2.1691816E-03   -2.2208741E-02  -8.3512874E-05  -1.1707158E-04  -4.6558540E-05
4.5250   5.8717875E+00  -8.8596791E-03  -7.0999539E-03  8.9653011E-04   2.1993006E-02  -1.4290481E-04  3.6329028E-01   -2.7980830E-03  -3.8612686E-02  3.2663552E-04   4.1088634E-04   -6.0983395E-05  -4.6035159E-02  1.8328980E-03   -2.2082383E-02  -6.9043861E-05  -1.4366234E-04  -4.6796449E-05
4.5375   5.8763251E+00  -8.8945208E-03  -7.5843339E-03  9.0060808E-04   2.1998130E-02  -1.4367075E-04  3.6270684E-01   -2.7772479E-03  -3.8887911E-02  3.2586072E-04   4.0894275E-04   -6.1568549E-05  -4.7383469E-02  1.4902254E-03   -2.1944433E-02  -5.4404492E-05  -1.7038260E-04  -4.6815785E-05
4.5500   5.8808551E+00  -8.9291288E-03  -8.0721434E-03  9.0467744E-04   2.2003228E-02  -1.4444401E-04  3.6210674E-01   -2.7606855E-03  -3.9161362E-02  3.2526787E-04   4.0667653E-04   -6.2152561E-05  -4.8713341E-02  1.1474104E-03   -2.1796817E-02  -3.9848175E-05  -1.9573138E-04  -4.6618854E-05
4.5625   5.8853779E+00  -8.9635570E-03  -8.5633602E-03  9.0874056E-04   2.2008294E-02  -1.4522456E-04  3.6149040E-01   -2.7483574E-03  -3.9432921E-02  3.2485434E-04   4.0411268E-04   -6.2732746E-05  -4.9982060E-02  8.1170356E-04   -2.1641653E-02  -2.5665682E-05  -2.1807197E-04  -4.6206555E-05
4.5750   5.8898926E+00  -8.9978557E-03  -9.0579577E-03  9.1279956E-04   2.2013329E-02  -1.4601232E-04  3.6085880E-01   -2.7401319E-03  -3.9702509E-02  3.2461379E-04   4.0129657E-04   -6.3306419E-05  -5.1147588E-02  4.9093005E-04   -2.1481087E-02  -1.2168564E-05  -2.3579123E-04  -4.5578450E-05
4.5875   5.8943992E+00  -9.0320772E-03  -9.5559135E-03  9.1685663E-04   2.2018326E-02  -1.4680719E-04  3.6021340E-01   -2.7357799E-03  -3.9970063E-02  3.2453597E-04   3.9829279E-04   -6.3870888E-05  -5.2172378E-02  1.9298273E-04   -2.1317171E-02  3.3041175E-07   -2.4744877E-04  -4.4733326E-05
4.6000   5.8988976E+00  -9.0662660E-03  -1.0057201E-02  9.2091365E-04   2.2023285E-02  -1.4760904E-04  3.5955611E-01   -2.7349761E-03  -4.0235549E-02  3.2460692E-04   3.9518237E-04   -6.4423439E-05  -5.3026710E-02  -7.4706499E-05  -2.1151723E-02  1.1537632E-05   -2.5190800E-04  -4.3669810E-05
4.6125   5.9033880E+00  -9.1004651E-03  -1.0561793E-02  9.2497235E-04   2.2028206E-02  -1.4841770E-04  3.5888919E-01   -2.7373079E-03  -4.0498953E-02  3.2480917E-04   3.9205866E-04   -6.4961350E-05  -5.3659726E-02  -3.0559767E-04  -2.0951774E-02  2.1191865E-05   -2.5183498E-04  -4.2388223E-05
4.6250   5.9078698E+00  -9.1347108E-03  -1.1069661E-02  9.2903437E-04   2.2033086E-02  -1.4923300E-04  3.5821578E-01   -2.7422861E-03  -4.0759463E-02  3.2512212E-04   3.8894056E-04   -6.5481938E-05  -5.4096535E-02  -4.9461838E-04  -2.0753693E-02  2.9096187E-05   -2.4356433E-04  -4.0890012E-05
4.6375   5.9123435E+00  -9.1690319E-03  -1.1580771E-02  9.3310082E-04   2.2037929E-02  -1.5005468E-04  3.5753778E-01   -2.7493697E-03  -4.1017670E-02  3.2552329E-04   3.8598556E-04   -6.5982436E-05  -5.4343857E-02  -6.3834217E-04  -2.0556707E-02  3.5116933E-05   -2.2738449E-04  -3.9177998E-05
4.6500   5.9168081E+00  -9.2034517E-03  -1.2095093E-02  9.3717274E-04   2.2042736E-02  -1.5088246E-04  3.5685757E-01   -2.7579814E-03  -4.1273415E-02  3.2598872E-04   3.8327105E-04   -6.6460321E-05  -5.4420073E-02  -7.3504250E-04  -2.0362061E-02  3.9185688E-05   -2.0398536E-04  -3.7261263E-05
4.6625   5.9212646E+00  -9.2379851E-03  -1.2612596E-02  9.4125071E-04   2.2047512E-02  -1.5171607E-04  3.5617721E-01   -2.7675314E-03  -4.1526727E-02  3.2649393E-04   3.8088192E-04   -6.6913031E-05  -5.4354373E-02  -7.8479003E-04  -2.0169437E-02  4.1306062E-05   -1.7449901E-04  -3.5151923E-05
4.6750   5.9257126E+00  -9.2726406E-03  -1.3133251E-02  9.4533514E-04   2.2052262E-02  -1.5255518E-04  3.5549825E-01   -2.7774398E-03  -4.1777633E-02  3.2701486E-04   3.7888714E-04   -6.7338289E-05  -5.4183830E-02  -7.8924483E-04  -1.9978477E-02  4.1544736E-05   -1.4035171E-04  -3.2866581E-05
4.6875   5.9301524E+00  -9.3074199E-03  -1.3657027E-02  9.4942603E-04   2.2056988E-02  -1.5339941E-04  3.5482180E-01   -2.7871539E-03  -4.2026155E-02  3.2752845E-04   3.7733727E-04   -6.7733999E-05  -5.3949565E-02  -7.5140520E-04  -1.9788612E-02  4.0022038E-05   -1.0313176E-04  -3.0425741E-05
4.7000   5.9345832E+00  -9.3423165E-03  -1.4183895E-02  9.5352321E-04   2.2061696E-02  -1.5424840E-04  3.5414848E-01   -2.7961647E-03  -4.2272307E-02  3.2801353E-04   3.7626293E-04   -6.8098365E-05  -5.3694140E-02  -6.7527237E-04  -1.9599346E-02  3.6899200E-05   -6.4478430E-05  -2.7853670E-05
4.7125   5.9390059E+00  -9.3773184E-03  -1.4713825E-02  9.5762615E-04   2.2066396E-02  -1.5510173E-04  3.5347828E-01   -2.8040172E-03  -4.2516094E-02  3.2845099E-04   3.7567451E-04   -6.8429908E-05  -5.3456243E-02  -5.6551257E-04  -1.9410104E-02  3.2365311E-05   -2.5885267E-05  -2.5175217E-05
4.7250   5.9434204E+00  -9.4124097E-03  -1.5246787E-02  9.6173416E-04   2.2071091E-02  -1.5595900E-04  3.5281086E-01   -2.8103171E-03  -4.2757519E-02  3.2882424E-04   3.7556578E-04   -6.8727444E-05  -5.3267971E-02  -4.2709339E-04  -1.9220538E-02  2.6623309E-05   1.1403293E-05   -2.2415836E-05
4.7375   5.9478264E+00  -9.4475681E-03  -1.5782753E-02  9.6584641E-04   2.2075787E-02  -1.5681978E-04  3.5214552E-01   -2.8147330E-03  -4.2996582E-02  3.2911927E-04   3.7591587E-04   -6.8990114E-05  -5.3152166E-02  -2.6499515E-04  -1.9030558E-02  1.9878744E-05   4.6501271E-05   -1.9600737E-05
4.7500   5.9522238E+00  -9.4827684E-03  -1.6321693E-02  9.6996175E-04   2.2080490E-02  -1.5768361E-04  3.5148126E-01   -2.8169961E-03  -4.3233279E-02  3.2932466E-04   3.7669556E-04   -6.9217371E-05  -5.3119794E-02  -8.3990468E-05  -1.8840376E-02  1.2331056E-05   7.8972909E-05   -1.6753282E-05
4.7625   5.9566135E+00  -9.5179826E-03  -1.6863575E-02  9.7407907E-04   2.2085207E-02  -1.5855006E-04  3.5081705E-01   -2.8168960E-03  -4.3467607E-02  3.2943144E-04   3.7787226E-04   -6.9408947E-05  -5.3170275E-02  1.1149410E-04   -1.8650662E-02  4.1679696E-06   1.0882907E-04   -1.3895799E-05
4.7750   5.9609942E+00  -9.5531801E-03  -1.7408373E-02  9.7819709E-04   2.2089940E-02  -1.5941868E-04  3.5015190E-01   -2.8142771E-03  -4.3699589E-02  3.2943301E-04   3.7941537E-04   -6.9564856E-05  -5.3290386E-02  3.1740894E-04   -1.8462284E-02  -4.4360477E-06  1.3656331E-04   -1.1046620E-05
4.7875   5.9653673E+00  -9.5883282E-03  -1.7956056E-02  9.8231435E-04   2.2094693E-02  -1.6028904E-04  3.4948510E-01   -2.8090328E-03  -4.3929234E-02  3.2932489E-04   3.8130317E-04   -6.9685280E-05  -5.3456418E-02  5.3008157E-04   -1.8276433E-02  -1.3320168E-05  1.6306825E-04   -8.2212628E-06
4.8000   5.9697313E+00  -9.6233943E-03  -1.8506594E-02  9.8642975E-04   2.2099473E-02  -1.6116067E-04  3.4881622E-01   -2.8011007E-03  -4.4156589E-02  3.2910457E-04   3.8352571E-04   -6.9770613E-05  -5.3636685E-02  7.4613828E-04   -1.8094460E-02  -2.2334541E-05  1.8954693E-04   -5.4326870E-06
4.8125   5.9740877E+00  -9.6583441E-03  -1.9059960E-02  9.9054154E-04   2.2104282E-02  -1.6203316E-04  3.4814522E-01   -2.7904608E-03  -4.4381704E-02  3.2877136E-04   3.8608946E-04   -6.9821377E-05  -5.3749211E-02  9.6250599E-04   -1.7881796E-02  -3.1345699E-05  2.1454727E-04   -2.6921232E-06
4.8250   5.9784350E+00  -9.6931439E-03  -1.9616121E-02  9.9464844E-04   2.2109127E-02  -1.6290606E-04  3.4747371E-01   -2.7771278E-03  -4.4603791E-02  3.2832613E-04   3.8895028E-04   -6.9838257E-05  -5.3800669E-02  1.1760261E-03   -1.7676484E-02  -4.0207760E-05  2.4239335E-04   -7.4129405E-09
4.8375   5.9827743E+00  -9.7277611E-03  -2.0175045E-02  9.9874916E-04   2.2114007E-02  -1.6377897E-04  3.4680188E-01   -2.7611607E-03  -4.4823539E-02  3.2777182E-04   3.9219749E-04   -6.9821930E-05  -5.3755552E-02  1.3835848E-03   -1.7478481E-02  -4.8780053E-05  2.7440337E-04   2.6149442E-06
4.8500   5.9871054E+00  -9.7621623E-03  -2.0736700E-02  1.0028423E-03   2.2118932E-02  -1.6465147E-04  3.4613129E-01   -2.7426528E-03  -4.5040857E-02  3.2711288E-04   3.9587339E-04   -6.9773283E-05  -5.3583357E-02  1.5821110E-03   -1.7289497E-02  -5.6926372E-05  3.1174830E-04   5.1688467E-06
4.8625   5.9914274E+00  -9.7963167E-03  -2.1301057E-02  1.0069266E-03   2.2123907E-02  -1.6552318E-04  3.4546363E-01   -2.7217374E-03  -4.5255858E-02  3.2635554E-04   4.0004854E-04   -6.9693160E-05  -5.3262755E-02  1.7684381E-03   -1.7109774E-02  -6.4506559E-05  3.5522596E-04   7.6495780E-06
4.8750   5.9957418E+00  -9.8301955E-03  -2.1868087E-02  1.0110008E-03   2.2128936E-02  -1.6639367E-04  3.4480086E-01   -2.6985863E-03  -4.5468662E-02  3.2550772E-04   4.0480105E-04   -6.9582515E-05  -5.2783009E-02  1.9393725E-03   -1.6939377E-02  -7.1380549E-05  4.0522937E-04   1.0052294E-05
4.8875   6.0000477E+00  -9.8637724E-03  -2.2437764E-02  1.0150640E-03   2.2134028E-02  -1.6726261E-04  3.4414488E-01   -2.6734117E-03  -4.5679376E-02  3.2457907E-04   4.1021197E-04   -6.9442351E-05  -5.2145354E-02  2.0917314E-03   -1.6777888E-02  -7.7409743E-05  4.6169420E-04   1.2371706E-05
4.9000   6.0043454E+00  -9.8970234E-03  -2.3010064E-02  1.0191150E-03   2.2139195E-02  -1.6812961E-04  3.4349763E-01   -2.6464644E-03  -4.5888107E-02  3.2358101E-04   4.1635925E-04   -6.9273738E-05  -5.1362861E-02  2.2224046E-03   -1.6624451E-02  -8.2459403E-05  5.2410108E-04   1.4601886E-05
4.9125   6.0086350E+00  -9.9299280E-03  -2.3584960E-02  1.0231532E-03   2.2144442E-02  -1.6899435E-04  3.4286082E-01   -2.6180332E-03  -4.6094954E-02  3.2252652E-04   4.2331242E-04   -6.9077832E-05  -5.0459158E-02  2.3284175E-03   -1.6477827E-02  -8.6401255E-05  5.9152261E-04   1.6735918E-05
4.9250   6.0129170E+00  -9.9624693E-03  -2.4162430E-02  1.0271780E-03   2.2149781E-02  -1.6985646E-04  3.4223577E-01   -2.5884435E-03  -4.6299994E-02  3.2143018E-04   4.3112790E-04   -6.8855879E-05  -4.9466655E-02  2.4070009E-03   -1.6336467E-02  -8.9116802E-05  6.6269777E-04   1.8765699E-05
4.9375   6.0171909E+00  -9.9946354E-03  -2.4742452E-02  1.0311889E-03   2.2155223E-02  -1.7071563E-04  3.4162343E-01   -2.5580535E-03  -4.6503279E-02  3.2030794E-04   4.3984532E-04   -6.8609246E-05  -4.8423197E-02  2.4557619E-03   -1.6198827E-02  -9.0509115E-05  7.3615578E-04   2.0681748E-05
4.9500   6.0214577E+00  -1.0026419E-02  -2.5325006E-02  1.0351856E-03   2.2160782E-02  -1.7157159E-04  3.4102419E-01   -2.5272488E-03  -4.6704859E-02  3.1917688E-04   4.4948558E-04   -6.8339417E-05  -4.7369137E-02  2.4724258E-03   -1.6063077E-02  -9.0482696E-05  8.1032957E-04   2.2472905E-05
4.9625   6.0257168E+00  -1.0057816E-02  -2.5910068E-02  1.0391683E-03   2.2166464E-02  -1.7242403E-04  3.4043801E-01   -2.4964442E-03  -4.6904743E-02  3.1805527E-04   4.6005024E-04   -6.8048023E-05  -4.6343561E-02  2.4549249E-03   -1.5927367E-02  -8.8950146E-05  8.8369806E-04   2.4126679E-05
4.9750   6.0299687E+00  -1.0088831E-02  -2.6497617E-02  1.0431370E-03   2.2172287E-02  -1.7327271E-04  3.3986434E-01   -2.4660784E-03  -4.7102928E-02  3.1696243E-04   4.7152277E-04   -6.7736873E-05  -4.5380708E-02  2.4014441E-03   -1.5790004E-02  -8.5835833E-05  9.5492386E-04   2.5629115E-05
4.9875   6.0342135E+00  -1.0119472E-02  -2.7087634E-02  1.0470925E-03   2.2178257E-02  -1.7411738E-04  3.3930227E-01   -2.4366116E-03  -4.7299385E-02  3.1591856E-04   4.8387132E-04   -6.7407949E-05  -4.4507254E-02  2.3104304E-03   -1.5649537E-02  -8.1076359E-05  1.0229623E-03   2.6965192E-05
5.0000   6.0384512E+00  -1.0149752E-02  -2.7680095E-02  1.0510354E-03   2.2184387E-02  -1.7495784E-04  3.3875063E-01   -2.4085206E-03  -4.7494072E-02  3.1494454E-04   4.9705291E-04   -6.7063440E-05  -4.3739725E-02  2.1806150E-03   -1.5504869E-02  -7.4621727E-05  1.0871544E-03   2.8119202E-05
5.0125   6.0426822E+00  -1.0179692E-02  -2.8274979E-02  1.0549665E-03   2.2190686E-02  -1.7579392E-04  3.3820802E-01   -2.3822959E-03  -4.7686931E-02  3.1406173E-04   5.1101838E-04   -6.6705710E-05  -4.3033354E-02  2.0110174E-03   -1.5318474E-02  -6.6434135E-05  1.1449168E-03   2.9074765E-05
5.0250   6.0469065E+00  -1.0209319E-02  -2.8872255E-02  1.0588873E-03   2.2197165E-02  -1.7662544E-04  3.3767432E-01   -2.3584380E-03  -4.7877021E-02  3.1329194E-04   5.2566157E-04   -6.6337358E-05  -4.2432126E-02  1.8011611E-03   -1.5127275E-02  -5.6499284E-05  1.1988314E-03   2.9817596E-05
5.0375   6.0511241E+00  -1.0238665E-02  -2.9471897E-02  1.0627994E-03   2.2203831E-02  -1.7745231E-04  3.3714741E-01   -2.3374490E-03  -4.8064888E-02  3.1265686E-04   5.4097641E-04   -6.5961081E-05  -4.1919507E-02  1.5510096E-03   -1.4930312E-02  -4.4820641E-05  1.2494792E-03   3.0332545E-05
5.0500   6.0553350E+00  -1.0267770E-02  -3.0073868E-02  1.0667044E-03   2.2210691E-02  -1.7827445E-04  3.3662665E-01   -2.3198270E-03  -4.8250273E-02  3.1217805E-04   5.5691443E-04   -6.5579887E-05  -4.1469622E-02  1.2612684E-03   -1.4728535E-02  -3.1435098E-05  1.2978499E-03   3.0608200E-05
5.0625   6.0595398E+00  -1.0296677E-02  -3.0678142E-02  1.0706045E-03   2.2217756E-02  -1.7909180E-04  3.3611137E-01   -2.3060567E-03  -4.8433114E-02  3.1187639E-04   5.7345291E-04   -6.5196764E-05  -4.1050527E-02  9.3336869E-04   -1.4522307E-02  -1.6408578E-05  1.3451390E-03   3.0635583E-05
5.0750   6.0637379E+00  -1.0325439E-02  -3.1284686E-02  1.0745021E-03   2.2225030E-02  -1.7990437E-04  3.3560133E-01   -2.2966003E-03  -4.8613355E-02  3.1177170E-04   5.9058447E-04   -6.4814878E-05  -4.0627278E-02  5.6963722E-04   -1.4312255E-02  1.5637396E-07   1.3926645E-03   3.0409852E-05
