
Predictions were generated on 08-Sep-2022 at 14:21:33 using OpenFAST, compiled as a 64-bit application using double precision at commit v3.2.1-270-gf067eb99-dirty
 linked with  NWTC Subroutine Library; ElastoDyn; InflowWind; AeroDyn; ServoDyn; HydroDyn; MoorDyn (v2.a27, 2022-07-20)

Description from the FAST input file: FAST Certification Test #25: NREL 5.0 MW Baseline Wind Turbine with OC4-DeepCwind semi configuration, for use in offshore analysis

Time     B1Surge        B1Sway          B1Heave         B1Roll          B1Pitch        B1Yaw           B1TVxi          B1TVyi          B1TVzi          B1RVxi          B1RVyi          B1RVzi          B1TAxi          B1TAyi          B1TAzi          B1RAxi          B1RAyi          B1RAzi
(s)      (m)            (m)             (m)             (rad)           (rad)          (rad)           (m/s)           (m/s)           (m/s)           (rad/s)         (rad/s)         (rad/s)         (m/s^2)         (m/s^2)         (m/s^2)         (rad/s^2)       (rad/s^2)       (rad/s^2)
36.1375  6.5507650E+00  9.5012635E-03   -3.1015241E-01  2.8874038E-03   3.1612523E-02  -2.2284845E-03  -2.1292262E-01  -8.9160126E-04  -1.8044127E-02  2.0301095E-04   8.1030413E-04   -1.8519619E-05  4.9289536E-02   -2.7012342E-04  5.0194342E-02   -1.6142330E-05  -5.7657587E-04  9.8099781E-06
36.1500  6.5481076E+00  9.4900969E-03   -3.1037405E-01  2.8899403E-03   3.1622607E-02  -2.2287152E-03  -2.1229921E-01  -8.9499087E-04  -1.7417183E-02  2.0280921E-04   8.0315571E-04   -1.8396875E-05  5.0454915E-02   -2.7227096E-04  5.0115395E-02   -1.6131120E-05  -5.6715863E-04  9.8193823E-06
36.1625  6.5454578E+00  9.4788885E-03   -3.1058785E-01  2.8924742E-03   3.1632602E-02  -2.2289443E-03  -2.1166123E-01  -8.9839601E-04  -1.6791234E-02  2.0260709E-04   7.9612591E-04   -1.8274330E-05  5.1621549E-02   -2.7249265E-04  5.0035115E-02   -1.6209908E-05  -5.5757235E-04  9.7799302E-06
36.1750  6.5428157E+00  9.4676372E-03   -3.1079382E-01  2.8950053E-03   3.1642511E-02  -2.2291720E-03  -2.1100868E-01  -9.0179214E-04  -1.6166294E-02  2.0240342E-04   7.8921672E-04   -1.8152579E-05  5.2789938E-02   -2.7072112E-04  4.9953777E-02   -1.6382033E-05  -5.4782745E-04  9.6938265E-06
36.1875  6.5401826E+00  9.4563439E-03   -3.1099200E-01  2.8975341E-03   3.1652335E-02  -2.2293981E-03  -2.1034150E-01  -9.0515404E-04  -1.5542377E-02  2.0219703E-04   7.8243000E-04   -1.8032186E-05  5.3958990E-02   -2.6694059E-04  4.9871717E-02   -1.6648801E-05  -5.3795677E-04  9.5647556E-06
36.2000  6.5375576E+00  9.4450088E-03   -3.1118241E-01  2.9000603E-03   3.1662073E-02  -2.2296228E-03  -2.0965973E-01  -9.0845668E-04  -1.4919487E-02  2.0198674E-04   7.7576702E-04   -1.7913657E-05  5.5127747E-02   -2.6117649E-04  4.9789250E-02   -1.7009917E-05  -5.2800158E-04  9.3973022E-06
36.2125  6.5349412E+00  9.4336327E-03   -3.1136501E-01  2.9025837E-03   3.1671729E-02  -2.2298461E-03  -2.0896335E-01  -9.1167539E-04  -1.4297630E-02  2.0177136E-04   7.6922856E-04   -1.7797436E-05  5.6204867E-02   -2.5353456E-04  4.9695905E-02   -1.7460394E-05  -5.1678257E-04  9.1972233E-06
36.2250  6.5323334E+00  9.4222175E-03   -3.1153983E-01  2.9051045E-03   3.1681303E-02  -2.2300677E-03  -2.0825456E-01  -9.1478782E-04  -1.3677061E-02  2.0154985E-04   7.6284428E-04   -1.7683911E-05  5.7278793E-02   -2.4405825E-04  4.9602862E-02   -1.8000152E-05  -5.0559273E-04  8.9645064E-06
36.2375  6.5297346E+00  9.4107632E-03   -3.1170693E-01  2.9076226E-03   3.1690802E-02  -2.2302882E-03  -2.0753190E-01  -9.1776979E-04  -1.3057597E-02  2.0132097E-04   7.5659296E-04   -1.7573448E-05  5.8348615E-02   -2.3276510E-04  4.9510296E-02   -1.8630224E-05  -4.9448048E-04  8.7197577E-06
36.2500  6.5271454E+00  9.3992734E-03   -3.1186628E-01  2.9101376E-03   3.1700220E-02  -2.2305071E-03  -2.0679590E-01  -9.2059973E-04  -1.2439284E-02  2.0108371E-04   7.5047970E-04   -1.7466060E-05  5.9412662E-02   -2.1974996E-04  4.9418584E-02   -1.9346702E-05  -4.8351110E-04  8.4617959E-06
36.2625  6.5245647E+00  9.3877492E-03   -3.1201792E-01  2.9126497E-03   3.1709563E-02  -2.2307248E-03  -2.0604666E-01  -9.2325604E-04  -1.1822114E-02  2.0083690E-04   7.4450247E-04   -1.7361965E-05  6.0469545E-02   -2.0504072E-04  4.9327973E-02   -2.0149155E-05  -4.7273983E-04  8.2006245E-06
36.2750  6.5219941E+00  9.3761934E-03   -3.1216183E-01  2.9151584E-03   3.1718832E-02  -2.2309411E-03  -2.0528424E-01  -9.2571753E-04  -1.1206067E-02  2.0057954E-04   7.3865853E-04   -1.7261103E-05  6.1518148E-02   -1.8864813E-04  4.9238704E-02   -2.1037582E-05  -4.6221353E-04  7.9440924E-06
36.2875  6.5194330E+00  9.3646068E-03   -3.1229809E-01  2.9176639E-03   3.1728029E-02  -2.2311562E-03  -2.0450877E-01  -9.2796312E-04  -1.0591128E-02  2.0031050E-04   7.3294458E-04   -1.7163380E-05  6.2557220E-02   -1.7055050E-04  4.9151015E-02   -2.2013161E-05  -4.5197265E-04  7.6999031E-06
36.3000  6.5168815E+00  9.3529951E-03   -3.1242663E-01  2.9201661E-03   3.1737156E-02  -2.2313702E-03  -2.0372036E-01  -9.2997117E-04  -9.9772746E-03  2.0002869E-04   7.2735694E-04   -1.7068591E-05  6.3587002E-02   -1.5069492E-04  4.9065042E-02   -2.3078248E-05  -4.4203398E-04  7.4754116E-06
36.3125  6.5143399E+00  9.3413591E-03   -3.1254750E-01  2.9226646E-03   3.1746216E-02  -2.2315830E-03  -2.0291914E-01  -9.3171926E-04  -9.3644867E-03  1.9973298E-04   7.2189182E-04   -1.6976443E-05  6.4606927E-02   -1.2900136E-04  4.8980948E-02   -2.4236164E-05  -4.3241214E-04  7.2776961E-06
36.3250  6.5118084E+00  9.3297027E-03   -3.1266075E-01  2.9251594E-03   3.1755205E-02  -2.2317946E-03  -2.0210524E-01  -9.3318400E-04  -8.7527372E-03  1.9942218E-04   7.1654515E-04   -1.6886564E-05  6.5617114E-02   -1.0536725E-04  4.8898838E-02   -2.5491054E-05  -4.2310520E-04  7.1130007E-06
36.3375  6.5092874E+00  9.3180304E-03   -3.1276634E-01  2.9276502E-03   3.1764131E-02  -2.2320051E-03  -2.0127875E-01  -9.3434041E-04  -8.1420029E-03  1.9909507E-04   7.1131316E-04   -1.6798505E-05  6.6618018E-02   -7.9675599E-05  4.8818789E-02   -2.6847540E-05  -4.1409914E-04  6.9871071E-06
36.3500  6.5067763E+00  9.3063461E-03   -3.1286430E-01  2.9301366E-03   3.1772990E-02  -2.2322147E-03  -2.0043980E-01  -9.3516218E-04  -7.5322562E-03  1.9875033E-04   7.0619211E-04   -1.6711747E-05  6.7609951E-02   -5.1804673E-05  4.8740864E-02   -2.8310355E-05  -4.0537419E-04  6.9048983E-06
36.3625  6.5042763E+00  9.2946533E-03   -3.1295463E-01  2.9326188E-03   3.1781785E-02  -2.2324231E-03  -1.9958851E-01  -9.3562150E-04  -6.9234711E-03  1.9838665E-04   7.0117862E-04   -1.6625718E-05  6.8594530E-02   -2.1636870E-05  4.8665024E-02   -2.9884010E-05  -3.9689319E-04  6.8703234E-06
36.3750  6.5017867E+00  9.2829568E-03   -3.1303740E-01  2.9350964E-03   3.1790517E-02  -2.2326303E-03  -1.9872494E-01  -9.3568920E-04  -6.3156225E-03  1.9800258E-04   6.9626991E-04   -1.6539801E-05  6.9572292E-02   1.0929744E-05   4.8591278E-02   -3.1572301E-05  -3.8862706E-04  6.8865020E-06
36.3875  6.4993081E+00  9.2712622E-03   -3.1311253E-01  2.9375688E-03   3.1799190E-02  -2.2328366E-03  -1.9784920E-01  -9.3533477E-04  -5.7086828E-03  1.9759672E-04   6.9146324E-04   -1.6453354E-05  7.0544168E-02   4.5971847E-05   4.8519582E-02   -3.3377968E-05  -3.8054329E-04  6.9551916E-06
36.4000  6.4968405E+00  9.2595760E-03   -3.1318012E-01  2.9400361E-03   3.1807806E-02  -2.2330417E-03  -1.9696134E-01  -9.3452720E-04  -5.1026274E-03  1.9716757E-04   6.8675663E-04   -1.6365710E-05  7.1510926E-02   8.3531886E-05   4.8449870E-02   -3.5302324E-05  -3.7261387E-04  7.0772708E-06
36.4125  6.4943843E+00  9.2479018E-03   -3.1324011E-01  2.9424978E-03   3.1816360E-02  -2.2332456E-03  -1.9606143E-01  -9.3323510E-04  -4.4974317E-03  1.9671365E-04   6.8214815E-04   -1.6276203E-05  7.2310761E-02   1.2354626E-04   4.8376475E-02   -3.7340404E-05  -3.6446794E-04  7.2523394E-06
36.4250  6.4919391E+00  9.2362463E-03   -3.1329256E-01  2.9449537E-03   3.1824861E-02  -2.2334484E-03  -1.9515340E-01  -9.3142898E-04  -3.8932061E-03  1.9623362E-04   6.7764462E-04   -1.6184258E-05  7.3107161E-02   1.6601317E-04   4.8304893E-02   -3.9493501E-05  -3.5643409E-04  7.4638601E-06
36.4375  6.4895053E+00  9.2246179E-03   -3.1333745E-01  2.9474036E-03   3.1833302E-02  -2.2336503E-03  -1.9423461E-01  -9.2907716E-04  -3.2898369E-03  1.9572598E-04   6.7323906E-04   -1.6089320E-05  7.3899463E-02   2.1087464E-04   4.8234999E-02   -4.1759140E-05  -3.4851226E-04  7.7394661E-06
36.4500  6.4870834E+00  9.2130220E-03   -3.1337479E-01  2.9498469E-03   3.1841692E-02  -2.2338508E-03  -1.9330592E-01  -9.2615164E-04  -2.6873304E-03  1.9518942E-04   6.6893140E-04   -1.5990598E-05  7.4687913E-02   2.5794873E-04   4.8166711E-02   -4.4129298E-05  -3.4070705E-04  8.0548389E-06
36.4625  6.4846730E+00  9.2014670E-03   -3.1340462E-01  2.9522832E-03   3.1850025E-02  -2.2340501E-03  -1.9236743E-01  -9.2262554E-04  -2.0856685E-03  1.9462264E-04   6.6472043E-04   -1.5887723E-05  7.5472072E-02   3.0703653E-04   4.8099898E-02   -4.6595509E-05  -3.3303359E-04  8.4104913E-06
36.4750  6.4822741E+00  9.1899596E-03   -3.1342694E-01  2.9547124E-03   3.1858310E-02  -2.2342480E-03  -1.9141917E-01  -9.1847533E-04  -1.4848335E-03  1.9402454E-04   6.6060427E-04   -1.5780168E-05  7.6251015E-02   3.5788331E-04   4.8034452E-02   -4.9147013E-05  -3.2551980E-04  8.8009201E-06
36.4875  6.4798875E+00  9.1785081E-03   -3.1344175E-01  2.9571338E-03   3.1866543E-02  -2.2344445E-03  -1.9046120E-01  -9.1368059E-04  -8.8480883E-04  1.9339409E-04   6.5658079E-04   -1.5667545E-05  7.7024698E-02   4.1019762E-04   4.7970191E-02   -5.1771538E-05  -3.1818752E-04  9.2202690E-06
36.5000  6.4775128E+00  9.1671199E-03   -3.1344905E-01  2.9595471E-03   3.1874724E-02  -2.2346396E-03  -1.8949360E-01  -9.0822479E-04  -2.8558116E-04  1.9273047E-04   6.5264764E-04   -1.5549531E-05  7.7791952E-02   4.6366258E-04   4.7906991E-02   -5.4455697E-05  -3.1107347E-04  9.6624490E-06
36.5125  6.4751501E+00  9.1558052E-03   -3.1344891E-01  2.9619518E-03   3.1882860E-02  -2.2348331E-03  -1.8851645E-01  -9.0209534E-04  3.1286210E-04   1.9203301E-04   6.4880186E-04   -1.5425878E-05  7.8551970E-02   5.1795138E-04   4.7844686E-02   -5.7185658E-05  -3.0420988E-04  1.0120943E-05
36.5250  6.4727998E+00  9.1445707E-03   -3.1344125E-01  2.9643476E-03   3.1890944E-02  -2.2350252E-03  -1.8752986E-01  -8.9528371E-04  9.1053097E-04   1.9130121E-04   6.4504024E-04   -1.5296426E-05  7.9304047E-02   5.7274301E-04   4.7783114E-02   -5.9947710E-05  -2.9762523E-04  1.0589310E-05
36.5375  6.4704618E+00  9.1334255E-03   -3.1342614E-01  2.9667341E-03   3.1898983E-02  -2.2352156E-03  -1.8653391E-01  -8.8778534E-04  1.5074335E-03   1.9053475E-04   6.4135919E-04   -1.5161091E-05  8.0047302E-02   6.2773813E-04   4.7722105E-02   -6.2728897E-05  -2.9134486E-04  1.1060985E-05
36.5500  6.4681368E+00  9.1223791E-03   -3.1340358E-01  2.9691109E-03   3.1906977E-02  -2.2354042E-03  -1.8552873E-01  -8.7959919E-04  2.1035757E-03   1.8973343E-04   6.3775474E-04   -1.5019873E-05  8.0782093E-02   6.8267324E-04   4.7661427E-02   -6.5517590E-05  -2.8537386E-04  1.1529430E-05
36.5625  6.4658237E+00  9.1114389E-03   -3.1337354E-01  2.9714773E-03   3.1914927E-02  -2.2355909E-03  -1.8451440E-01  -8.7072724E-04  2.6989598E-03   1.8889723E-04   6.3422322E-04   -1.4872851E-05  8.1508048E-02   7.3732971E-04   4.7600888E-02   -6.8303802E-05  -2.7971904E-04  1.1988432E-05
36.5750  6.4635239E+00  9.1006132E-03   -3.1333610E-01  2.9738331E-03   3.1922836E-02  -2.2357760E-03  -1.8349105E-01  -8.6117396E-04  3.2935867E-03   1.8802624E-04   6.3076057E-04   -1.4720184E-05  8.2225397E-02   7.9154084E-04   4.7540274E-02   -7.1079470E-05  -2.7437165E-04  1.2431845E-05
36.5875  6.4612365E+00  9.0899123E-03   -3.1329122E-01  2.9761780E-03   3.1930696E-02  -2.2359591E-03  -1.8245879E-01  -8.5094565E-04  3.8874540E-03   1.8712062E-04   6.2736316E-04   -1.4562100E-05  8.2934663E-02   8.4519264E-04   4.7479354E-02   -7.3838528E-05  -2.6931247E-04  1.2854212E-05
36.6000  6.4589624E+00  9.0793427E-03   -3.1323892E-01  2.9785112E-03   3.1938519E-02  -2.2361400E-03  -1.8141770E-01  -8.4004982E-04  4.4805566E-03   1.8618059E-04   6.2402739E-04   -1.4398895E-05  8.3636247E-02   8.9822069E-04   4.7417913E-02   -7.6576755E-05  -2.6451767E-04  1.3250661E-05
36.6125  6.4567013E+00  9.0689138E-03   -3.1317919E-01  2.9808322E-03   3.1946298E-02  -2.2363190E-03  -1.8036789E-01  -8.2849449E-04  5.0728866E-03   1.8520646E-04   6.2075024E-04   -1.4230922E-05  8.4108733E-02   9.5053326E-04   4.7354981E-02   -7.9286423E-05  -2.6044482E-04  1.3617038E-05
36.6250  6.4544530E+00  9.0586329E-03   -3.1311208E-01  2.9831410E-03   3.1954039E-02  -2.2364957E-03  -1.7931475E-01  -8.1628963E-04  5.6644161E-03   1.8419864E-04   6.1751722E-04   -1.4058707E-05  8.4576279E-02   1.0021976E-03   4.7291029E-02   -8.1970909E-05  -2.5654974E-04  1.3927869E-05
36.6375  6.4522185E+00  9.0485094E-03   -3.1303760E-01  2.9854372E-03   3.1961735E-02  -2.2366703E-03  -1.7825463E-01  -8.0344168E-04  6.2551410E-03   1.8315738E-04   6.1433483E-04   -1.3882735E-05  8.5039407E-02   1.0532765E-03   4.7225814E-02   -8.4630454E-05  -2.5279360E-04  1.4226302E-05
36.6500  6.4499969E+00  9.0385498E-03   -3.1295571E-01  2.9877198E-03   3.1969398E-02  -2.2368429E-03  -1.7718875E-01  -7.8995881E-04  6.8450430E-03   1.8208302E-04   6.1119843E-04   -1.3703227E-05  8.5499644E-02   1.1037898E-03   4.7159124E-02   -8.7264161E-05  -2.4913219E-04  1.4481037E-05
36.6625  6.4477887E+00  9.0287626E-03   -3.1286648E-01  2.9899890E-03   3.1977016E-02  -2.2370131E-03  -1.7611712E-01  -7.7584764E-04  7.4341013E-03   1.8097591E-04   6.0810737E-04   -1.3520820E-05  8.5957482E-02   1.1537790E-03   4.7090765E-02   -8.9871639E-05  -2.4553665E-04  1.4699765E-05
36.6750  6.4455938E+00  9.0191560E-03   -3.1276986E-01  2.9922442E-03   3.1984601E-02  -2.2371809E-03  -1.7503980E-01  -7.6111493E-04  8.0222944E-03   1.7983638E-04   6.0506078E-04   -1.3335895E-05  8.6414143E-02   1.2032640E-03   4.7020521E-02   -9.2451774E-05  -2.4197422E-04  1.4883076E-05
36.6875  6.4434128E+00  9.0097375E-03   -3.1266591E-01  2.9944847E-03   3.1992145E-02  -2.2373465E-03  -1.7395677E-01  -7.4576709E-04  8.6095966E-03   1.7866479E-04   6.0205854E-04   -1.3148896E-05  8.6869732E-02   1.2522392E-03   4.6948239E-02   -9.5002419E-05  -2.3843403E-04  1.5032570E-05
36.7000  6.4412451E+00  9.0005146E-03   -3.1255463E-01  2.9967106E-03   3.1999651E-02  -2.2375095E-03  -1.7286806E-01  -7.2981080E-04  9.1959834E-03   1.7746154E-04   5.9910020E-04   -1.2960234E-05  8.7324336E-02   1.3006666E-03   4.6873786E-02   -9.7520198E-05  -2.3491310E-04  1.5150072E-05
36.7125  6.4390907E+00  8.9914948E-03   -3.1243601E-01  2.9989213E-03   3.2007121E-02  -2.2376704E-03  -1.7177367E-01  -7.1325345E-04  9.7814258E-03   1.7622705E-04   5.9618551E-04   -1.2770293E-05  8.7777764E-02   1.3484699E-03   4.6797041E-02   -1.0000031E-04  -2.3141906E-04  1.5237941E-05
36.7250  6.4369507E+00  8.9826854E-03   -3.1231010E-01  3.0011162E-03   3.2014556E-02  -2.2378289E-03  -1.7067362E-01  -6.9610355E-04  1.0365894E-02   1.7496187E-04   5.9331412E-04   -1.2579429E-05  8.8229306E-02   1.3955345E-03   4.6717934E-02   -1.0243644E-04  -2.2797269E-04  1.5298572E-05
36.7375  6.4348240E+00  8.9740949E-03   -3.1217688E-01  3.0032950E-03   3.2021955E-02  -2.2379849E-03  -1.6956796E-01  -6.7837123E-04  1.0949360E-02   1.7366657E-04   5.9048523E-04   -1.2387964E-05  8.8678904E-02   1.4417067E-03   4.6636354E-02   -1.0482085E-04  -2.2459024E-04  1.5334424E-05
36.7500  6.4327116E+00  8.9657288E-03   -3.1203637E-01  3.0054578E-03   3.2029320E-02  -2.2381386E-03  -1.6845669E-01  -6.6006882E-04  1.1531791E-02   1.7234185E-04   5.8769807E-04   -1.2196195E-05  8.9125551E-02   1.4867971E-03   4.6552271E-02   -1.0714447E-04  -2.2130371E-04  1.5348076E-05
36.7625  6.4306126E+00  8.9575946E-03   -3.1188858E-01  3.0076036E-03   3.2036647E-02  -2.2382897E-03  -1.6733986E-01  -6.4121111E-04  1.2113155E-02   1.7098854E-04   5.8495125E-04   -1.2004381E-05  8.9568526E-02   1.5305874E-03   4.6465650E-02   -1.0939717E-04  -2.1814127E-04  1.5341822E-05
36.7750  6.4285278E+00  8.9497007E-03   -3.1173354E-01  3.0097323E-03   3.2043941E-02  -2.2384387E-03  -1.6621752E-01  -6.2181562E-04  1.2693420E-02   1.6960758E-04   5.8224308E-04   -1.1812758E-05  9.0007164E-02   1.5728376E-03   4.6376467E-02   -1.1156810E-04  -2.1512892E-04  1.5318057E-05
36.7875  6.4264574E+00  8.9420518E-03   -3.1157127E-01  3.0118437E-03   3.2051202E-02  -2.2385851E-03  -1.6508971E-01  -6.0190319E-04  1.3272556E-02   1.6820006E-04   5.7957158E-04   -1.1621530E-05  9.0440698E-02   1.6132977E-03   4.6284731E-02   -1.1364608E-04  -2.1228987E-04  1.5278956E-05
36.8000  6.4244008E+00  8.9346552E-03   -3.1140172E-01  3.0139373E-03   3.2058433E-02  -2.2387293E-03  -1.6395654E-01  -5.8149750E-04  1.3850529E-02   1.6676720E-04   5.7693454E-04   -1.1430874E-05  9.0869404E-02   1.6517192E-03   4.6190407E-02   -1.1562007E-04  -2.0962792E-04  1.5226576E-05
36.8125  6.4223585E+00  8.9275166E-03   -3.1122500E-01  3.0160127E-03   3.2065626E-02  -2.2388708E-03  -1.6281801E-01  -5.6062534E-04  1.4427306E-02   1.6531037E-04   5.7432993E-04   -1.1240944E-05  9.1027044E-02   1.6877967E-03   4.6097204E-02   -1.1747454E-04  -2.0837349E-04  1.5162897E-05
36.8250  6.4203305E+00  8.9206416E-03   -3.1104106E-01  3.0180698E-03   3.2072790E-02  -2.2390103E-03  -1.6168059E-01  -5.3931825E-04  1.5002946E-02   1.6383115E-04   5.7172601E-04   -1.1052043E-05  9.1180533E-02   1.7213784E-03   4.6001416E-02   -1.1920539E-04  -2.0727784E-04  1.5061364E-05
36.8375  6.4183164E+00  8.9140348E-03   -3.1084993E-01  3.0201084E-03   3.2079920E-02  -2.2391472E-03  -1.6053988E-01  -5.1760685E-04  1.5577352E-02   1.6233107E-04   5.6914176E-04   -1.0864321E-05  9.1329738E-02   1.7523037E-03   4.5903102E-02   -1.2080444E-04  -2.0632344E-04  1.4980248E-05
36.8500  6.4163170E+00  8.9077028E-03   -3.1065163E-01  3.0221280E-03   3.2087017E-02  -2.2392818E-03  -1.5939733E-01  -4.9552601E-04  1.6150514E-02   1.6081183E-04   5.6656857E-04   -1.0677631E-05  9.1475964E-02   1.7804218E-03   4.5802277E-02   -1.2226557E-04  -2.0547326E-04  1.4882763E-05
36.8625  6.4143314E+00  8.9016482E-03   -3.1044617E-01  3.0241287E-03   3.2094084E-02  -2.2394140E-03  -1.5825297E-01  -4.7311114E-04  1.6722402E-02   1.5927519E-04   5.6400581E-04   -1.0492255E-05  9.1620460E-02   1.8056392E-03   4.5698926E-02   -1.2358422E-04  -2.0468369E-04  1.4779489E-05
36.8750  6.4123607E+00  8.8958759E-03   -3.1023356E-01  3.0261099E-03   3.2101117E-02  -2.2395442E-03  -1.5710680E-01  -4.5039892E-04  1.7292980E-02   1.5772294E-04   5.6145276E-04   -1.0308188E-05  9.1764249E-02   1.8279054E-03   4.5593131E-02   -1.2475779E-04  -2.0391445E-04  1.4671192E-05
36.8875  6.4104037E+00  8.8903895E-03   -3.1001386E-01  3.0280717E-03   3.2108121E-02  -2.2396718E-03  -1.5595883E-01  -4.2742645E-04  1.7862223E-02   1.5615692E-04   5.5890938E-04   -1.0125502E-05  9.1908447E-02   1.8472078E-03   4.5484960E-02   -1.2578533E-04  -2.0312397E-04  1.4558334E-05
36.9000  6.4084616E+00  8.8851918E-03   -3.0978703E-01  3.0300138E-03   3.2115091E-02  -2.2397973E-03  -1.5480906E-01  -4.0423070E-04  1.8430101E-02   1.5457893E-04   5.5637612E-04   -9.9442514E-06  9.2054069E-02   1.8635700E-03   4.5374494E-02   -1.2666742E-04  -2.0227590E-04  1.4440622E-05
36.9125  6.4065337E+00  8.8802846E-03   -3.0955312E-01  3.0319360E-03   3.2122031E-02  -2.2399204E-03  -1.5365745E-01  -3.8084827E-04  1.8996581E-02   1.5299080E-04   5.5385387E-04   -9.7645043E-06  9.2201725E-02   1.8770410E-03   4.5261845E-02   -1.2740580E-04  -2.0134528E-04  1.4317433E-05
36.9250  6.4046202E+00  8.8756708E-03   -3.0931211E-01  3.0338385E-03   3.2128938E-02  -2.2400413E-03  -1.5250400E-01  -3.5731509E-04  1.9561645E-02   1.5139431E-04   5.5134360E-04   -9.5863334E-06  9.2352368E-02   1.8876850E-03   4.5147099E-02   -1.2800294E-04  -2.0030790E-04  1.4187750E-05
36.9375  6.4027209E+00  8.8713523E-03   -3.0906406E-01  3.0357209E-03   3.2135814E-02  -2.2401600E-03  -1.5134862E-01  -3.3366616E-04  2.0125259E-02   1.4979123E-04   5.4884690E-04   -9.4098286E-06  9.2506066E-02   1.8955673E-03   4.5030411E-02   -1.2846151E-04  -1.9916154E-04  1.4050401E-05
36.9500  6.4008365E+00  8.8673299E-03   -3.0880898E-01  3.0375833E-03   3.2142658E-02  -2.2402767E-03  -1.5019134E-01  -3.0993580E-04  2.0687405E-02   1.4818327E-04   5.4636493E-04   -9.2350965E-06  9.2662655E-02   1.9007430E-03   4.4911936E-02   -1.2878406E-04  -1.9791513E-04  1.3904038E-05
36.9625  6.3989663E+00  8.8636037E-03   -3.0854690E-01  3.0394255E-03   3.2149471E-02  -2.2403910E-03  -1.4903207E-01  -2.8615765E-04  2.1248059E-02   1.4657211E-04   5.4389884E-04   -9.0622561E-06  9.2821598E-02   1.9032538E-03   4.4791840E-02   -1.2897268E-04  -1.9659127E-04  1.3747739E-05
36.9750  6.3971105E+00  8.8601755E-03   -3.0827779E-01  3.0412476E-03   3.2156255E-02  -2.2405032E-03  -1.4787081E-01  -2.6236489E-04  2.1807203E-02   1.4495944E-04   5.4144947E-04   -8.8914376E-06  9.2981853E-02   1.9031212E-03   4.4670325E-02   -1.2902885E-04  -1.9522670E-04  1.3580850E-05
36.9875  6.3952694E+00  8.8570444E-03   -3.0800173E-01  3.0430495E-03   3.2163009E-02  -2.2406133E-03  -1.4670753E-01  -2.3859057E-04  2.2364819E-02   1.4334692E-04   5.3901708E-04   -8.7227754E-06  9.3142807E-02   1.9003460E-03   4.4547535E-02   -1.2895335E-04  -1.9385471E-04  1.3403049E-05
37.0000  6.3934431E+00  8.8542104E-03   -3.0771869E-01  3.0448313E-03   3.2169733E-02  -2.2407214E-03  -1.4554226E-01  -2.1486777E-04  2.2920895E-02   1.4173615E-04   5.3660164E-04   -8.5564043E-06  9.3303151E-02   1.8949097E-03   4.4423673E-02   -1.2874640E-04  -1.9252216E-04  1.3214424E-05
37.0125  6.3916311E+00  8.8516725E-03   -3.0742872E-01  3.0465929E-03   3.2176424E-02  -2.2408273E-03  -1.4437500E-01  -1.9122993E-04  2.3475416E-02   1.4012879E-04   5.3420244E-04   -8.3924597E-06  9.3175910E-02   1.8867191E-03   4.4306129E-02   -1.2840318E-04  -1.9301106E-04  1.3015066E-05
37.0250  6.3898335E+00  8.8494290E-03   -3.0713180E-01  3.0483345E-03   3.2183088E-02  -2.2409311E-03  -1.4321260E-01  -1.6771242E-04  2.4028545E-02   1.3852661E-04   5.3177658E-04   -8.2312690E-06  9.3046963E-02   1.8757936E-03   4.4187818E-02   -1.2792855E-04  -1.9359804E-04  1.2774000E-05
37.0375  6.3880506E+00  8.8474788E-03   -3.0682799E-01  3.0500561E-03   3.2189719E-02  -2.2410329E-03  -1.4205034E-01  -1.4434825E-04  2.4580151E-02   1.3693115E-04   5.2935228E-04   -8.0729842E-06  9.2914917E-02   1.8620964E-03   4.4068947E-02   -1.2732099E-04  -1.9431318E-04  1.2554705E-05
37.0500  6.3862824E+00  8.8458201E-03   -3.0651730E-01  3.0517578E-03   3.2196321E-02  -2.2411330E-03  -1.4088975E-01  -1.2117302E-04  2.5130270E-02   1.3534412E-04   5.2691792E-04   -7.9174879E-06  9.2780471E-02   1.8455852E-03   4.3949578E-02   -1.2658120E-04  -1.9514904E-04  1.2315627E-05
37.0625  6.3845286E+00  8.8444492E-03   -3.0619976E-01  3.0534398E-03   3.2202892E-02  -2.2412310E-03  -1.3973084E-01  -9.8221637E-05  2.5678894E-02   1.3376716E-04   5.2447279E-04   -7.7650948E-06  9.2643559E-02   1.8262340E-03   4.3829847E-02   -1.2570935E-04  -1.9610542E-04  1.2068611E-05
37.0750  6.3827891E+00  8.8433633E-03   -3.0587533E-01  3.0551020E-03   3.2209434E-02  -2.2413272E-03  -1.3857366E-01  -7.5529737E-05  2.6226018E-02   1.3220189E-04   5.2201498E-04   -7.6158226E-06  9.2504539E-02   1.8040315E-03   4.3709848E-02   -1.2470667E-04  -1.9716899E-04  1.1815071E-05
37.0875  6.3810639E+00  8.8425595E-03   -3.0554411E-01  3.0567448E-03   3.2215942E-02  -2.2414213E-03  -1.3741824E-01  -5.3132728E-05  2.6771640E-02   1.3064995E-04   5.1954348E-04   -7.4697505E-06  9.2363976E-02   1.7789907E-03   4.3589663E-02   -1.2357529E-04  -1.9832081E-04  1.1557755E-05
