
These predictions were generated by MoorDyn (v2.2.22024-01-16) on 13-Aug-2024 at 17:07:11.

 
 
 
      Time        FAIRTEN1        FAIRTEN2        FAIRTEN3        ANCHTEN1        ANCHTEN2        ANCHTEN3
       (s)             (N)             (N)             (N)             (N)             (N)             (N)
   10.8750   1.0440730E+06   1.2807462E+06   1.0403240E+06   8.4809847E+05   1.0846776E+06   8.4418421E+05
   10.8875   1.0435716E+06   1.2802682E+06   1.0398519E+06   8.4751306E+05   1.0842727E+06   8.4362816E+05
   10.9000   1.0430699E+06   1.2797656E+06   1.0393835E+06   8.4692830E+05   1.0838403E+06   8.4307496E+05
   10.9125   1.0425652E+06   1.2792455E+06   1.0389160E+06   8.4634481E+05   1.0833806E+06   8.4252527E+05
   10.9250   1.0420567E+06   1.2787099E+06   1.0384485E+06   8.4576318E+05   1.0828939E+06   8.4197972E+05
   10.9375   1.0415464E+06   1.2781553E+06   1.0379830E+06   8.4518398E+05   1.0823807E+06   8.4143890E+05
   10.9500   1.0410329E+06   1.2775856E+06   1.0375177E+06   8.4460774E+05   1.0818413E+06   8.4090340E+05
   10.9625   1.0405209E+06   1.2769924E+06   1.0370574E+06   8.4403494E+05   1.0812762E+06   8.4037375E+05
   10.9750   1.0400047E+06   1.2763879E+06   1.0365963E+06   8.4346602E+05   1.0806860E+06   8.3985044E+05
   10.9875   1.0394873E+06   1.2757669E+06   1.0361371E+06   8.4290138E+05   1.0800714E+06   8.3933392E+05
   11.0000   1.0389702E+06   1.2751273E+06   1.0356813E+06   8.4234136E+05   1.0794330E+06   8.3882459E+05
   11.0125   1.0384490E+06   1.2744798E+06   1.0352243E+06   8.4178626E+05   1.0787716E+06   8.3832279E+05
   11.0250   1.0379300E+06   1.2738116E+06   1.0347722E+06   8.4123632E+05   1.0780882E+06   8.3782882E+05
   11.0375   1.0374117E+06   1.2731285E+06   1.0343236E+06   8.4069178E+05   1.0773836E+06   8.3734293E+05
   11.0500   1.0368927E+06   1.2724338E+06   1.0338768E+06   8.4015281E+05   1.0766588E+06   8.3686534E+05
   11.0625   1.0363784E+06   1.2717177E+06   1.0334370E+06   8.3961956E+05   1.0759147E+06   8.3639622E+05
   11.0750   1.0358607E+06   1.2709986E+06   1.0329961E+06   8.3909216E+05   1.0751524E+06   8.3593569E+05
   11.0875   1.0353500E+06   1.2702558E+06   1.0325644E+06   8.3857074E+05   1.0743730E+06   8.3548388E+05
   11.1000   1.0348428E+06   1.2694985E+06   1.0321381E+06   8.3805540E+05   1.0735774E+06   8.3504087E+05
   11.1125   1.0343357E+06   1.2687350E+06   1.0317138E+06   8.3754622E+05   1.0727668E+06   8.3460671E+05
   11.1250   1.0338355E+06   1.2679524E+06   1.0312981E+06   8.3704331E+05   1.0719421E+06   8.3418147E+05
   11.1375   1.0333399E+06   1.2671574E+06   1.0308888E+06   8.3654674E+05   1.0711044E+06   8.3376516E+05
   11.1500   1.0328461E+06   1.2663572E+06   1.0304826E+06   8.3605661E+05   1.0702546E+06   8.3335782E+05
   11.1625   1.0323637E+06   1.2655330E+06   1.0300894E+06   8.3557302E+05   1.0693937E+06   8.3295948E+05
   11.1750   1.0318864E+06   1.2647002E+06   1.0297026E+06   8.3509608E+05   1.0685225E+06   8.3257014E+05
   11.1875   1.0314149E+06   1.2638584E+06   1.0293227E+06   8.3462589E+05   1.0676420E+06   8.3218983E+05
   11.2000   1.0309524E+06   1.2630022E+06   1.0289532E+06   8.3416259E+05   1.0667530E+06   8.3181859E+05
   11.2125   1.0305006E+06   1.2621307E+06   1.0285951E+06   8.3370631E+05   1.0658562E+06   8.3145645E+05
   11.2250   1.0300576E+06   1.2612486E+06   1.0282469E+06   8.3325722E+05   1.0649524E+06   8.3110346E+05
   11.2375   1.0296247E+06   1.2603557E+06   1.0279097E+06   8.3281549E+05   1.0640422E+06   8.3075968E+05
   11.2500   1.0292032E+06   1.2594504E+06   1.0275845E+06   8.3238133E+05   1.0631264E+06   8.3042522E+05
   11.2625   1.0287924E+06   1.2585361E+06   1.0272709E+06   8.3195496E+05   1.0622054E+06   8.3010018E+05
   11.2750   1.0283948E+06   1.2576093E+06   1.0269707E+06   8.3153664E+05   1.0612799E+06   8.2978469E+05
   11.2875   1.0280115E+06   1.2566686E+06   1.0266855E+06   8.3112664E+05   1.0603503E+06   8.2947891E+05
   11.3000   1.0276406E+06   1.2557204E+06   1.0264129E+06   8.3072526E+05   1.0594170E+06   8.2918304E+05
   11.3125   1.0272793E+06   1.2547714E+06   1.0261500E+06   8.3033282E+05   1.0584806E+06   8.2889728E+05
   11.3250   1.0269366E+06   1.2538047E+06   1.0259059E+06   8.2994968E+05   1.0575414E+06   8.2862185E+05
   11.3375   1.0266036E+06   1.2528400E+06   1.0256713E+06   8.2957619E+05   1.0565997E+06   8.2835701E+05
   11.3500   1.0262875E+06   1.2518643E+06   1.0254534E+06   8.2921274E+05   1.0556560E+06   8.2810303E+05
   11.3625   1.0259857E+06   1.2508841E+06   1.0252493E+06   8.2885972E+05   1.0547105E+06   8.2786019E+05
   11.3750   1.0256977E+06   1.2499015E+06   1.0250586E+06   8.2851755E+05   1.0537635E+06   8.2762880E+05
   11.3875   1.0254236E+06   1.2489185E+06   1.0248807E+06   8.2818666E+05   1.0528152E+06   8.2740917E+05
   11.4000   1.0251656E+06   1.2479311E+06   1.0247181E+06   8.2786751E+05   1.0518660E+06   8.2720165E+05
   11.4125   1.0249252E+06   1.2469377E+06   1.0245721E+06   8.2756056E+05   1.0509160E+06   8.2700659E+05
   11.4250   1.0246978E+06   1.2459487E+06   1.0244377E+06   8.2726629E+05   1.0499653E+06   8.2682438E+05
   11.4375   1.0244850E+06   1.2449630E+06   1.0243164E+06   8.2698521E+05   1.0490143E+06   8.2665539E+05
   11.4500   1.0242919E+06   1.2439705E+06   1.0242130E+06   8.2671785E+05   1.0480629E+06   8.2650003E+05
   11.4625   1.0241155E+06   1.2429791E+06   1.0241245E+06   8.2646472E+05   1.0471113E+06   8.2635873E+05
   11.4750   1.0239548E+06   1.2419907E+06   1.0240497E+06   8.2622637E+05   1.0461596E+06   8.2623190E+05
   11.4875   1.0238096E+06   1.2410078E+06   1.0239880E+06   8.2600335E+05   1.0452079E+06   8.2611996E+05
   11.5000   1.0236819E+06   1.2400262E+06   1.0239416E+06   8.2579619E+05   1.0442563E+06   8.2602333E+05
   11.5125   1.0235731E+06   1.2390443E+06   1.0239115E+06   8.2560542E+05   1.0433050E+06   8.2594241E+05
   11.5250   1.0234782E+06   1.2380729E+06   1.0238927E+06   8.2543154E+05   1.0423540E+06   8.2587756E+05
   11.5375   1.0234006E+06   1.2371055E+06   1.0238884E+06   8.2527504E+05   1.0414038E+06   8.2582912E+05
   11.5500   1.0233416E+06   1.2361408E+06   1.0238997E+06   8.2513636E+05   1.0404544E+06   8.2579739E+05
   11.5625   1.0232963E+06   1.2351887E+06   1.0239218E+06   8.2501591E+05   1.0395062E+06   8.2578263E+05
   11.5750   1.0232683E+06   1.2342425E+06   1.0239582E+06   8.2491407E+05   1.0385596E+06   8.2578503E+05
   11.5875   1.0232561E+06   1.2333057E+06   1.0240071E+06   8.2483116E+05   1.0376151E+06   8.2580476E+05
   11.6000   1.0232620E+06   1.2323741E+06   1.0240710E+06   8.2476748E+05   1.0366730E+06   8.2584192E+05
   11.6125   1.0232812E+06   1.2314575E+06   1.0241450E+06   8.2472328E+05   1.0357339E+06   8.2589657E+05
   11.6250   1.0233205E+06   1.2305427E+06   1.0242358E+06   8.2469879E+05   1.0347984E+06   8.2596873E+05
   11.6375   1.0233744E+06   1.2296409E+06   1.0243380E+06   8.2469420E+05   1.0338671E+06   8.2605838E+05
   11.6500   1.0234433E+06   1.2287524E+06   1.0244518E+06   8.2470966E+05   1.0329404E+06   8.2616547E+05
   11.6625   1.0235324E+06   1.2278659E+06   1.0245828E+06   8.2474534E+05   1.0320191E+06   8.2628990E+05
   11.6750   1.0236362E+06   1.2269925E+06   1.0247252E+06   8.2480133E+05   1.0311036E+06   8.2643158E+05
   11.6875   1.0237548E+06   1.2261326E+06   1.0248794E+06   8.2487774E+05   1.0301945E+06   8.2659035E+05
   11.7000   1.0238938E+06   1.2252742E+06   1.0250509E+06   8.2497465E+05   1.0292924E+06   8.2676607E+05
   11.7125   1.0240472E+06   1.2244297E+06   1.0252338E+06   8.2509208E+05   1.0283978E+06   8.2695853E+05
   11.7250   1.0242154E+06   1.2235983E+06   1.0254286E+06   8.2523007E+05   1.0275113E+06   8.2716751E+05
   11.7375   1.0244012E+06   1.2227741E+06   1.0256383E+06   8.2538857E+05   1.0266334E+06   8.2739277E+05
   11.7500   1.0246026E+06   1.2219602E+06   1.0258609E+06   8.2556754E+05   1.0257647E+06   8.2763403E+05
   11.7625   1.0248220E+06   1.2211525E+06   1.0260989E+06   8.2576686E+05   1.0249055E+06   8.2789096E+05
   11.7750   1.0250571E+06   1.2203549E+06   1.0263502E+06   8.2598639E+05   1.0240567E+06   8.2816321E+05
   11.7875   1.0253074E+06   1.2195687E+06   1.0266142E+06   8.2622592E+05   1.0232186E+06   8.2845041E+05
   11.8000   1.0255749E+06   1.2187890E+06   1.0268932E+06   8.2648522E+05   1.0223918E+06   8.2875214E+05
   11.8125   1.0258552E+06   1.2180250E+06   1.0271830E+06   8.2676402E+05   1.0215770E+06   8.2906799E+05
   11.8250   1.0261542E+06   1.2172633E+06   1.0274894E+06   8.2706200E+05   1.0207745E+06   8.2939749E+05
   11.8375   1.0264672E+06   1.2165157E+06   1.0278077E+06   8.2737881E+05   1.0199851E+06   8.2974019E+05
   11.8500   1.0267938E+06   1.2157808E+06   1.0281379E+06   8.2771411E+05   1.0192091E+06   8.3009565E+05
   11.8625   1.0271394E+06   1.2150478E+06   1.0284851E+06   8.2806749E+05   1.0184470E+06   8.3046341E+05
   11.8750   1.0274982E+06   1.2143282E+06   1.0288438E+06   8.2843856E+05   1.0176991E+06   8.3084302E+05
   11.8875   1.0278705E+06   1.2136213E+06   1.0292142E+06   8.2882691E+05   1.0169659E+06   8.3123405E+05
   11.9000   1.0282612E+06   1.2129160E+06   1.0296014E+06   8.2923213E+05   1.0162476E+06   8.3163610E+05
   11.9125   1.0286617E+06   1.2122300E+06   1.0299966E+06   8.2965378E+05   1.0155445E+06   8.3204875E+05
   11.9250   1.0290795E+06   1.2115478E+06   1.0304074E+06   8.3009142E+05   1.0148567E+06   8.3247164E+05
   11.9375   1.0295112E+06   1.2108752E+06   1.0308304E+06   8.3054462E+05   1.0141843E+06   8.3290438E+05
   11.9500   1.0299562E+06   1.2102134E+06   1.0312649E+06   8.3101291E+05   1.0135274E+06   8.3334665E+05
   11.9625   1.0304135E+06   1.2095641E+06   1.0317099E+06   8.3149583E+05   1.0128859E+06   8.3379809E+05
   11.9750   1.0308855E+06   1.2089216E+06   1.0321676E+06   8.3199292E+05   1.0122599E+06   8.3425840E+05
   11.9875   1.0313701E+06   1.2082898E+06   1.0326360E+06   8.3250370E+05   1.0116493E+06   8.3472726E+05
   12.0000   1.0318689E+06   1.2076652E+06   1.0331165E+06   8.3302767E+05   1.0110539E+06   8.3520438E+05
   12.0125   1.0323773E+06   1.2070566E+06   1.0336045E+06   8.3356432E+05   1.0104737E+06   8.3568947E+05
   12.0250   1.0329007E+06   1.2064516E+06   1.0341052E+06   8.3411315E+05   1.0099083E+06   8.3618224E+05
   12.0375   1.0334342E+06   1.2058621E+06   1.0346137E+06   8.3467363E+05   1.0093578E+06   8.3668241E+05
   12.0500   1.0339794E+06   1.2052818E+06   1.0351314E+06   8.3524524E+05   1.0088218E+06   8.3718971E+05
   12.0625   1.0345352E+06   1.2047141E+06   1.0356573E+06   8.3582742E+05   1.0083003E+06   8.3770386E+05
   12.0750   1.0351029E+06   1.2041544E+06   1.0361923E+06   8.3641963E+05   1.0077930E+06   8.3822460E+05
   12.0875   1.0356806E+06   1.2036071E+06   1.0367346E+06   8.3702133E+05   1.0072997E+06   8.3875164E+05
   12.1000   1.0362669E+06   1.2030740E+06   1.0372827E+06   8.3763197E+05   1.0068203E+06   8.3928474E+05
   12.1125   1.0368611E+06   1.2025555E+06   1.0378357E+06   8.3825100E+05   1.0063545E+06   8.3982360E+05
   12.1250   1.0374679E+06   1.2020415E+06   1.0383984E+06   8.3887788E+05   1.0059021E+06   8.4036798E+05
   12.1375   1.0380808E+06   1.2015438E+06   1.0389642E+06   8.3951206E+05   1.0054629E+06   8.4091759E+05
   12.1500   1.0387001E+06   1.2010624E+06   1.0395332E+06   8.4015302E+05   1.0050368E+06   8.4147216E+05
   12.1625   1.0393303E+06   1.2005860E+06   1.0401100E+06   8.4080021E+05   1.0046234E+06   8.4203141E+05
   12.1750   1.0399653E+06   1.2001267E+06   1.0406886E+06   8.4145314E+05   1.0042225E+06   8.4259505E+05
   12.1875   1.0406077E+06   1.1996779E+06   1.0412713E+06   8.4211127E+05   1.0038340E+06   8.4316281E+05
   12.2000   1.0412555E+06   1.1992431E+06   1.0418563E+06   8.4277412E+05   1.0034575E+06   8.4373437E+05
   12.2125   1.0419101E+06   1.1988181E+06   1.0424452E+06   8.4344119E+05   1.0030929E+06   8.4430944E+05
   12.2250   1.0425695E+06   1.1984064E+06   1.0430357E+06   8.4411200E+05   1.0027398E+06   8.4488769E+05
   12.2375   1.0432351E+06   1.1980041E+06   1.0436294E+06   8.4478607E+05   1.0023981E+06   8.4546882E+05
   12.2500   1.0439018E+06   1.1976205E+06   1.0442215E+06   8.4546295E+05   1.0020675E+06   8.4605247E+05
   12.2625   1.0445753E+06   1.1972426E+06   1.0448177E+06   8.4614215E+05   1.0017479E+06   8.4663831E+05
   12.2750   1.0452523E+06   1.1968764E+06   1.0454146E+06   8.4682325E+05   1.0014389E+06   8.4722596E+05
   12.2875   1.0459312E+06   1.1965238E+06   1.0460110E+06   8.4750577E+05   1.0011406E+06   8.4781507E+05
   12.3000   1.0466136E+06   1.1961801E+06   1.0466086E+06   8.4818927E+05   1.0008526E+06   8.4840522E+05
   12.3125   1.0472969E+06   1.1958496E+06   1.0472052E+06   8.4887331E+05   1.0005750E+06   8.4899603E+05
   12.3250   1.0479830E+06   1.1955271E+06   1.0478026E+06   8.4955743E+05   1.0003075E+06   8.4958708E+05
   12.3375   1.0486692E+06   1.1952169E+06   1.0483984E+06   8.5024118E+05   1.0000502E+06   8.5017792E+05
   12.3500   1.0493542E+06   1.1949202E+06   1.0489916E+06   8.5092412E+05   9.9980297E+05   8.5076813E+05
   12.3625   1.0500426E+06   1.1946259E+06   1.0495870E+06   8.5160581E+05   9.9956572E+05   8.5135726E+05
   12.3750   1.0507304E+06   1.1943415E+06   1.0501808E+06   8.5228579E+05   9.9933841E+05   8.5194486E+05
   12.3875   1.0514135E+06   1.1940741E+06   1.0507692E+06   8.5296364E+05   9.9912098E+05   8.5253047E+05
   12.4000   1.0521000E+06   1.1938051E+06   1.0513605E+06   8.5363892E+05   9.9891338E+05   8.5311366E+05
   12.4125   1.0527799E+06   1.1935540E+06   1.0519451E+06   8.5431121E+05   9.9871552E+05   8.5369397E+05
   12.4250   1.0534594E+06   1.1933065E+06   1.0525293E+06   8.5498010E+05   9.9852731E+05   8.5427098E+05
   12.4375   1.0541353E+06   1.1930690E+06   1.0531101E+06   8.5564517E+05   9.9834863E+05   8.5484425E+05
   12.4500   1.0548089E+06   1.1928366E+06   1.0536892E+06   8.5630603E+05   9.9817937E+05   8.5541339E+05
   12.4625   1.0554780E+06   1.1926129E+06   1.0542644E+06   8.5696230E+05   9.9801936E+05   8.5597800E+05
   12.4750   1.0561438E+06   1.1923938E+06   1.0548372E+06   8.5761360E+05   9.9786845E+05   8.5653770E+05
   12.4875   1.0568010E+06   1.1921892E+06   1.0554027E+06   8.5825956E+05   9.9772643E+05   8.5709212E+05
   12.5000   1.0574583E+06   1.1919797E+06   1.0559695E+06   8.5889980E+05   9.9759311E+05   8.5764091E+05
   12.5125   1.0581053E+06   1.1917855E+06   1.0565275E+06   8.5953399E+05   9.9746827E+05   8.5818376E+05
   12.5250   1.0587509E+06   1.1915876E+06   1.0570857E+06   8.6016175E+05   9.9735167E+05   8.5872032E+05
   12.5375   1.0593852E+06   1.1914044E+06   1.0576343E+06   8.6078274E+05   9.9724305E+05   8.5925031E+05
   12.5500   1.0600171E+06   1.1912169E+06   1.0581826E+06   8.6139660E+05   9.9714215E+05   8.5977344E+05
   12.5625   1.0606394E+06   1.1910387E+06   1.0587230E+06   8.6200299E+05   9.9704869E+05   8.6028942E+05
   12.5750   1.0612542E+06   1.1908648E+06   1.0592582E+06   8.6260155E+05   9.9696239E+05   8.6079800E+05
   12.5875   1.0618621E+06   1.1906921E+06   1.0597887E+06   8.6319194E+05   9.9688293E+05   8.6129892E+05
   12.6000   1.0624604E+06   1.1905259E+06   1.0603117E+06   8.6377381E+05   9.9681001E+05   8.6179195E+05
   12.6125   1.0630505E+06   1.1903619E+06   1.0608290E+06   8.6434679E+05   9.9674331E+05   8.6227686E+05
   12.6250   1.0636327E+06   1.1901987E+06   1.0613407E+06   8.6491056E+05   9.9668249E+05   8.6275343E+05
   12.6375   1.0642013E+06   1.1900481E+06   1.0618412E+06   8.6546474E+05   9.9662724E+05   8.6322146E+05
   12.6500   1.0647623E+06   1.1898957E+06   1.0623364E+06   8.6600902E+05   9.9657719E+05   8.6368075E+05
   12.6625   1.0653098E+06   1.1897534E+06   1.0628207E+06   8.6654303E+05   9.9653202E+05   8.6413112E+05
   12.6750   1.0658464E+06   1.1896150E+06   1.0632965E+06   8.6706647E+05   9.9649135E+05   8.6457242E+05
   12.6875   1.0663757E+06   1.1894719E+06   1.0637675E+06   8.6757899E+05   9.9645483E+05   8.6500446E+05
   12.7000   1.0668883E+06   1.1893429E+06   1.0642245E+06   8.6808029E+05   9.9642207E+05   8.6542712E+05
   12.7125   1.0673938E+06   1.1892080E+06   1.0646766E+06   8.6857007E+05   9.9639270E+05   8.6584025E+05
   12.7250   1.0678823E+06   1.1890861E+06   1.0651143E+06   8.6904805E+05   9.9636632E+05   8.6624373E+05
   12.7375   1.0683630E+06   1.1889579E+06   1.0655468E+06   8.6951394E+05   9.9634251E+05   8.6663744E+05
   12.7500   1.0688263E+06   1.1888426E+06   1.0659642E+06   8.6996748E+05   9.9632086E+05   8.6702129E+05
   12.7625   1.0692786E+06   1.1887266E+06   1.0663732E+06   8.7040844E+05   9.9630094E+05   8.6739517E+05
   12.7750   1.0697200E+06   1.1886088E+06   1.0667736E+06   8.7083657E+05   9.9628232E+05   8.6775898E+05
   12.7875   1.0701448E+06   1.1885004E+06   1.0671600E+06   8.7125166E+05   9.9626458E+05   8.6811265E+05
   12.8000   1.0705562E+06   1.1883949E+06   1.0675352E+06   8.7165349E+05   9.9624730E+05   8.6845607E+05
   12.8125   1.0709577E+06   1.1882836E+06   1.0679031E+06   8.7204187E+05   9.9623007E+05   8.6878916E+05
   12.8250   1.0713404E+06   1.1881853E+06   1.0682543E+06   8.7241658E+05   9.9621253E+05   8.6911182E+05
   12.8375   1.0717103E+06   1.1880871E+06   1.0685953E+06   8.7277743E+05   9.9619434E+05   8.6942393E+05
   12.8500   1.0720631E+06   1.1879976E+06   1.0689215E+06   8.7312421E+05   9.9617522E+05   8.6972538E+05
   12.8625   1.0724044E+06   1.1879048E+06   1.0692385E+06   8.7345673E+05   9.9615490E+05   8.7001604E+05
   12.8750   1.0727285E+06   1.1878199E+06   1.0695407E+06   8.7377480E+05   9.9613318E+05   8.7029578E+05
   12.8875   1.0730385E+06   1.1877361E+06   1.0698311E+06   8.7407820E+05   9.9610989E+05   8.7056445E+05
   12.9000   1.0733303E+06   1.1876621E+06   1.0701058E+06   8.7436677E+05   9.9608488E+05   8.7082190E+05
   12.9125   1.0736100E+06   1.1875843E+06   1.0703709E+06   8.7464031E+05   9.9605805E+05   8.7106800E+05
   12.9250   1.0738752E+06   1.1875078E+06   1.0706240E+06   8.7489866E+05   9.9602930E+05   8.7130260E+05
   12.9375   1.0741220E+06   1.1874398E+06   1.0708612E+06   8.7514168E+05   9.9599853E+05   8.7152557E+05
   12.9500   1.0743567E+06   1.1873677E+06   1.0710889E+06   8.7536922E+05   9.9596567E+05   8.7173680E+05
   12.9625   1.0745742E+06   1.1873010E+06   1.0713021E+06   8.7558118E+05   9.9593065E+05   8.7193618E+05
   12.9750   1.0747776E+06   1.1872336E+06   1.0715039E+06   8.7577747E+05   9.9589338E+05   8.7212362E+05
   12.9875   1.0749683E+06   1.1871622E+06   1.0716957E+06   8.7595801E+05   9.9585378E+05   8.7229903E+05
   13.0000   1.0751389E+06   1.1871016E+06   1.0718703E+06   8.7612274E+05   9.9581180E+05   8.7246235E+05
   13.0125   1.0752997E+06   1.1870310E+06   1.0720379E+06   8.7627164E+05   9.9576738E+05   8.7261353E+05
   13.0250   1.0754416E+06   1.1869684E+06   1.0721895E+06   8.7640466E+05   9.9572048E+05   8.7275251E+05
   13.0375   1.0755709E+06   1.1869009E+06   1.0723314E+06   8.7652180E+05   9.9567108E+05   8.7287924E+05
   13.0500   1.0756837E+06   1.1868365E+06   1.0724597E+06   8.7662305E+05   9.9561922E+05   8.7299370E+05
   13.0625   1.0757827E+06   1.1867698E+06   1.0725772E+06   8.7670841E+05   9.9556494E+05   8.7309583E+05
   13.0750   1.0758671E+06   1.1867019E+06   1.0726831E+06   8.7677788E+05   9.9550831E+05   8.7318561E+05
   13.0875   1.0759362E+06   1.1866344E+06   1.0727767E+06   8.7683148E+05   9.9544946E+05   8.7326301E+05
   13.1000   1.0759902E+06   1.1865670E+06   1.0728580E+06   8.7686925E+05   9.9538850E+05   8.7332802E+05
   13.1125   1.0760290E+06   1.1865000E+06   1.0729272E+06   8.7689121E+05   9.9532556E+05   8.7338062E+05
   13.1250   1.0760553E+06   1.1864275E+06   1.0729867E+06   8.7689746E+05   9.9526078E+05   8.7342084E+05
   13.1375   1.0760677E+06   1.1863523E+06   1.0730354E+06   8.7688806E+05   9.9519427E+05   8.7344873E+05
   13.1500   1.0760633E+06   1.1862813E+06   1.0730700E+06   8.7686315E+05   9.9512612E+05   8.7346435E+05
   13.1625   1.0760460E+06   1.1862057E+06   1.0730946E+06   8.7682286E+05   9.9505638E+05   8.7346780E+05
   13.1750   1.0760150E+06   1.1861278E+06   1.0731083E+06   8.7676737E+05   9.9498509E+05   8.7345921E+05
   13.1875   1.0759726E+06   1.1860427E+06   1.0731135E+06   8.7669689E+05   9.9491223E+05   8.7343875E+05
   13.2000   1.0759149E+06   1.1859589E+06   1.0731060E+06   8.7661164E+05   9.9483775E+05   8.7340660E+05
   13.2125   1.0758427E+06   1.1858748E+06   1.0730867E+06   8.7651189E+05   9.9476157E+05   8.7336297E+05
   13.2250   1.0757594E+06   1.1857837E+06   1.0730589E+06   8.7639789E+05   9.9468359E+05   8.7330809E+05
   13.2375   1.0756625E+06   1.1856910E+06   1.0730201E+06   8.7626995E+05   9.9460369E+05   8.7324221E+05
   13.2500   1.0755505E+06   1.1856005E+06   1.0729687E+06   8.7612836E+05   9.9452174E+05   8.7316559E+05
   13.2625   1.0754271E+06   1.1855047E+06   1.0729083E+06   8.7597343E+05   9.9443761E+05   8.7307848E+05
   13.2750   1.0752916E+06   1.1854055E+06   1.0728380E+06   8.7580548E+05   9.9435119E+05   8.7298116E+05
   13.2875   1.0751437E+06   1.1853035E+06   1.0727577E+06   8.7562482E+05   9.9426235E+05   8.7287388E+05
   13.3000   1.0749810E+06   1.1852047E+06   1.0726647E+06   8.7543177E+05   9.9417099E+05   8.7275693E+05
   13.3125   1.0748078E+06   1.1851006E+06   1.0725634E+06   8.7522667E+05   9.9407702E+05   8.7263054E+05
   13.3250   1.0746206E+06   1.1849990E+06   1.0724500E+06   8.7500982E+05   9.9398035E+05   8.7249499E+05
   13.3375   1.0744263E+06   1.1848861E+06   1.0723314E+06   8.7478157E+05   9.9388091E+05   8.7235053E+05
   13.3500   1.0742170E+06   1.1847788E+06   1.0721996E+06   8.7454223E+05   9.9377864E+05   8.7219740E+05
   13.3625   1.0739953E+06   1.1846726E+06   1.0720571E+06   8.7429216E+05   9.9367348E+05   8.7203587E+05
   13.3750   1.0737649E+06   1.1845600E+06   1.0719076E+06   8.7403168E+05   9.9356536E+05   8.7186617E+05
   13.3875   1.0735246E+06   1.1844447E+06   1.0717496E+06   8.7376115E+05   9.9345422E+05   8.7168857E+05
   13.4000   1.0732718E+06   1.1843326E+06   1.0715807E+06   8.7348091E+05   9.9333999E+05   8.7150331E+05
   13.4125   1.0730109E+06   1.1842153E+06   1.0714050E+06   8.7319133E+05   9.9322263E+05   8.7131064E+05
   13.4250   1.0727384E+06   1.1841011E+06   1.0712188E+06   8.7289275E+05   9.9310208E+05   8.7111080E+05
   13.4375   1.0724550E+06   1.1839890E+06   1.0710229E+06   8.7258555E+05   9.9297831E+05   8.7090404E+05
   13.4500   1.0721626E+06   1.1838759E+06   1.0708192E+06   8.7227007E+05   9.9285129E+05   8.7069060E+05
   13.4625   1.0718589E+06   1.1837674E+06   1.0706051E+06   8.7194666E+05   9.9272103E+05   8.7047070E+05
   13.4750   1.0715512E+06   1.1836496E+06   1.0703878E+06   8.7161568E+05   9.9258757E+05   8.7024456E+05
   13.4875   1.0712296E+06   1.1835436E+06   1.0701575E+06   8.7127746E+05   9.9245094E+05   8.7001241E+05
   13.5000   1.0709036E+06   1.1834308E+06   1.0699235E+06   8.7093235E+05   9.9231125E+05   8.6977443E+05
   13.5125   1.0705665E+06   1.1833258E+06   1.0696790E+06   8.7058066E+05   9.9216860E+05   8.6953085E+05
   13.5250   1.0702268E+06   1.1832121E+06   1.0694325E+06   8.7022274E+05   9.9202312E+05   8.6928185E+05
   13.5375   1.0698747E+06   1.1831109E+06   1.0691741E+06   8.6985891E+05   9.9187497E+05   8.6902764E+05
   13.5500   1.0695198E+06   1.1830033E+06   1.0689132E+06   8.6948950E+05   9.9172433E+05   8.6876839E+05
   13.5625   1.0691585E+06   1.1828977E+06   1.0686462E+06   8.6911485E+05   9.9157138E+05   8.6850433E+05
   13.5750   1.0687921E+06   1.1827928E+06   1.0683743E+06   8.6873527E+05   9.9141633E+05   8.6823564E+05
   13.5875   1.0684190E+06   1.1826927E+06   1.0680957E+06   8.6835112E+05   9.9125939E+05   8.6796253E+05
   13.6000   1.0680413E+06   1.1825943E+06   1.0678123E+06   8.6796274E+05   9.9110078E+05   8.6768522E+05
   13.6125   1.0676628E+06   1.1824902E+06   1.0675281E+06   8.6757047E+05   9.9094075E+05   8.6740391E+05
   13.6250   1.0672776E+06   1.1823942E+06   1.0672367E+06   8.6717465E+05   9.9077955E+05   8.6711883E+05
   13.6375   1.0668904E+06   1.1822976E+06   1.0669429E+06   8.6677562E+05   9.9061748E+05   8.6683018E+05
   13.6500   1.0664972E+06   1.1822092E+06   1.0666426E+06   8.6637372E+05   9.9045484E+05   8.6653817E+05
   13.6625   1.0661038E+06   1.1821186E+06   1.0663412E+06   8.6596928E+05   9.9029195E+05   8.6624303E+05
   13.6750   1.0657075E+06   1.1820321E+06   1.0660362E+06   8.6556263E+05   9.9012914E+05   8.6594496E+05
   13.6875   1.0653080E+06   1.1819516E+06   1.0657267E+06   8.6515412E+05   9.8996677E+05   8.6564419E+05
   13.7000   1.0649103E+06   1.1818676E+06   1.0654181E+06   8.6474406E+05   9.8980519E+05   8.6534093E+05
   13.7125   1.0645092E+06   1.1817915E+06   1.0651047E+06   8.6433281E+05   9.8964475E+05   8.6503542E+05
   13.7250   1.0641080E+06   1.1817183E+06   1.0647896E+06   8.6392072E+05   9.8948578E+05   8.6472790E+05
   13.7375   1.0637083E+06   1.1816451E+06   1.0644745E+06   8.6350813E+05   9.8932861E+05   8.6441863E+05
