
These predictions were generated by MoorDyn (v2.2.22024-01-16) on 25-Jun-2024 at 17:35:59.

 
 
 
      Time        ROD1NBPX        ROD1NBPY        ROD1NBPZ          ROD1RX          ROD1RY
       (s)             (m)             (m)             (m)           (deg)           (deg)
   25.1000  -1.3001303E+00  -1.5413420E-19  -1.4917467E+01   2.1129003E-14  -1.7253140E+02
   25.2000  -1.4511911E+00   1.5216620E-19  -1.4896492E+01  -2.1022015E-14  -1.7165778E+02
   25.3000  -1.5905102E+00  -1.4995078E-19  -1.4875058E+01   2.0923131E-14  -1.7085033E+02
   25.4000  -1.7172454E+00   1.3544302E-19  -1.4853810E+01  -2.0832983E-14  -1.7011422E+02
   25.5000  -1.8306566E+00  -1.0442314E-19  -1.4833372E+01   2.0752142E-14  -1.6945410E+02
   25.6000  -1.9301039E+00   2.7998247E-20  -1.4814336E+01  -2.0681113E-14  -1.6887410E+02
   25.7000  -2.0150437E+00   8.2882429E-20  -1.4797250E+01  -2.0620333E-14  -1.6837780E+02
   25.8000  -2.0850256E+00  -1.3427214E-19  -1.4782595E+01   2.0570175E-14  -1.6796823E+02
   25.9000  -2.1396882E+00   1.0190445E-19  -1.4770785E+01  -2.0530944E-14  -1.6764788E+02
   26.0000  -2.1787553E+00   3.4882032E-20  -1.4762148E+01  -2.0502876E-14  -1.6741869E+02
   26.1000  -2.2020331E+00  -1.3033514E-19  -1.4756923E+01   2.0486140E-14  -1.6728203E+02
   26.2000  -2.2094073E+00   1.2875921E-19  -1.4755256E+01  -2.0480837E-14  -1.6723872E+02
   26.3000  -2.2008440E+00  -3.0211435E-20  -1.4757191E+01   2.0486996E-14  -1.6728901E+02
   26.4000  -2.1764075E+00  -1.0430081E-19  -1.4762671E+01   2.0504564E-14  -1.6743247E+02
   26.5000  -2.1362779E+00   1.4471487E-19  -1.4771531E+01  -2.0533393E-14  -1.6766788E+02
   26.6000  -2.0807522E+00  -1.1538754E-19  -1.4783505E+01   2.0573240E-14  -1.6799325E+02
   26.7000  -2.0102434E+00   3.0275204E-20  -1.4798236E+01  -2.0623771E-14  -1.6840587E+02
   26.8000  -1.9252801E+00   7.6915129E-20  -1.4815284E+01  -2.0684561E-14  -1.6890226E+02
   26.9000  -1.8265042E+00  -1.2972431E-19  -1.4834144E+01   2.0755105E-14  -1.6947830E+02
   27.0000  -1.7146683E+00   1.5176683E-19  -1.4854259E+01  -2.0834818E-14  -1.7012920E+02
   27.1000  -1.5906322E+00  -1.6110189E-19  -1.4875039E+01   2.0923044E-14  -1.7084962E+02
   27.2000  -1.4553574E+00   1.6462162E-19  -1.4895880E+01  -2.1019061E-14  -1.7163365E+02
   27.3000  -1.3099007E+00  -1.6902721E-19  -1.4916182E+01   2.1122090E-14  -1.7247495E+02
   27.4000  -1.1554053E+00   1.5333181E-19  -1.4935368E+01  -2.1231303E-14  -1.7336675E+02
   27.5000  -9.9309144E-01  -7.3644721E-20  -1.4952903E+01   2.1345831E-14  -1.7430194E+02
   27.6000  -8.2424451E-01  -1.2327134E-19  -1.4968306E+01   2.1464772E-14  -1.7527316E+02
   27.7000  -6.5020241E-01   2.1686376E-19  -1.4981169E+01  -2.1587198E-14  -1.7627285E+02
   27.8000  -4.7234152E-01   5.5415492E-20  -1.4991166E+01  -2.1712168E-14  -1.7729330E+02
   27.9000  -2.9206199E-01  -2.5236974E-19  -1.4998060E+01   2.1838729E-14  -1.7832676E+02
   28.0000  -1.1077274E-01  -3.1465476E-19  -1.5001711E+01   2.1965933E-14  -1.7936545E+02
   28.1000   7.0123686E-02  -2.8007732E-19  -1.5002079E+01   7.1732416E-16   1.7959831E+02
   28.2000   2.4924569E-01  -2.3848006E-19  -1.4999219E+01   1.7085907E-16   1.7857211E+02
   28.3000   4.2524644E-01  -1.9575570E-19  -1.4993281E+01   8.1738574E-17   1.7756335E+02
   28.4000   5.9682650E-01  -1.5222860E-19  -1.4984503E+01   4.5038891E-17   1.7657920E+02
   28.5000   7.6274502E-01  -1.0822134E-19  -1.4973200E+01   2.4918606E-17   1.7562656E+02
   28.6000   9.2182928E-01  -6.4051709E-20  -1.4959756E+01   1.2139563E-17   1.7471203E+02
   28.7000   1.0729825E+00  -2.0029904E-20  -1.4944607E+01   3.2451932E-18   1.7384184E+02
   28.8000   1.2151897E+00   2.3543828E-20  -1.4928233E+01  -3.3522313E-18   1.7302186E+02
   28.9000   1.3475220E+00   6.6381205E-20  -1.4911139E+01  -8.4856961E-18   1.7225752E+02
   29.0000   1.4691391E+00   1.0820751E-19  -1.4893843E+01  -1.2635573E-17   1.7155385E+02
   29.1000   1.5792905E+00   1.4876278E-19  -1.4876859E+01  -1.6099542E-17   1.7091542E+02
   29.2000   1.6773150E+00   1.8780267E-19  -1.4860685E+01  -1.9073038E-17   1.7034632E+02
   29.3000   1.7626402E+00   2.2509891E-19  -1.4845791E+01  -2.1690805E-17   1.6985016E+02
   29.4000   1.8347800E+00   2.6043956E-19  -1.4832603E+01  -2.4049910E-17   1.6943008E+02
   29.5000   1.8933327E+00   2.9362897E-19  -1.4821496E+01  -2.6223250E-17   1.6908869E+02
   29.6000   1.9379790E+00   3.2448762E-19  -1.4812784E+01  -2.8267920E-17   1.6882812E+02
   29.7000   1.9684790E+00   3.5285186E-19  -1.4806711E+01  -3.0230680E-17   1.6864998E+02
   29.8000   1.9846710E+00   3.7857356E-19  -1.4803447E+01  -3.2151729E-17   1.6855536E+02
   29.9000   1.9864699E+00   4.0151966E-19  -1.4803083E+01  -3.4067504E-17   1.6854485E+02
   30.0000   1.9738708E+00   4.2156299E-19  -1.4805628E+01  -3.6012139E-17   1.6861848E+02
   30.1000   1.9469683E+00   4.3858240E-19  -1.4811005E+01  -3.8019118E-17   1.6877563E+02
   30.2000   1.9059641E+00   4.5247775E-19  -1.4819053E+01  -4.0124326E-17   1.6901499E+02
   30.3000   1.8511664E+00   4.6317162E-19  -1.4829531E+01  -4.2368406E-17   1.6933458E+02
   30.4000   1.7829894E+00   4.7060974E-19  -1.4842126E+01  -4.4799706E-17   1.6973172E+02
   30.5000   1.7019509E+00   4.7476145E-19  -1.4856463E+01  -4.7478389E-17   1.7020314E+02
   30.6000   1.6086702E+00   4.7562004E-19  -1.4872116E+01  -5.0482514E-17   1.7074495E+02
   30.7000   1.5038648E+00   4.7320302E-19  -1.4888624E+01  -5.3917492E-17   1.7135270E+02
   30.8000   1.3883454E+00   4.6755216E-19  -1.4905503E+01  -5.7931549E-17   1.7202145E+02
   30.9000   1.2630112E+00   4.5873338E-19  -1.4922263E+01  -6.2742327E-17   1.7274580E+02
   31.0000   1.1288422E+00   4.4683643E-19  -1.4938421E+01  -6.8685435E-17   1.7351991E+02
   31.1000   9.8689149E-01   4.3197424E-19  -1.4953519E+01  -7.6309670E-17   1.7433763E+02
   31.2000   8.3827589E-01   4.1428199E-19  -1.4967136E+01  -8.6581403E-17   1.7519251E+02
   31.3000   6.8416527E-01   3.9391596E-19  -1.4978899E+01  -1.0137884E-16   1.7607787E+02
   31.4000   5.2577118E-01   3.7105191E-19  -1.4988497E+01  -1.2490474E-16   1.7698686E+02
   31.5000   3.6433459E-01   3.4588333E-19  -1.4995687E+01  -1.6890239E-16   1.7791254E+02
   31.6000   2.0111322E-01   3.1861933E-19  -1.5000303E+01  -2.8334485E-16   1.7884790E+02
   31.7000   3.7368681E-02   2.8948236E-19  -1.5002255E+01  -1.3927401E-15   1.7978594E+02
   31.8000  -1.2564627E-01   2.4852432E-19  -1.5001536E+01  -2.1955498E-14  -1.7928025E+02
   31.9000  -2.8669994E-01   1.0006918E-19  -1.4998215E+01  -2.1842493E-14  -1.7835749E+02
   32.0000  -4.4459325E-01  -1.5198852E-19  -1.4992439E+01   2.1731654E-14  -1.7745242E+02
   32.1000  -5.9817027E-01  -5.3020205E-20  -1.4984422E+01   2.1623771E-14  -1.7657149E+02
   32.2000  -7.4632751E-01   1.3668991E-19  -1.4974442E+01  -2.1519601E-14  -1.7572088E+02
   32.3000  -8.8802195E-01  -1.2956294E-19  -1.4962827E+01   2.1419867E-14  -1.7490649E+02
   32.4000  -1.0222776E+00   1.0719510E-19  -1.4949947E+01  -2.1325252E-14  -1.7413390E+02
   32.5000  -1.1481907E+00  -8.9891773E-20  -1.4936204E+01   2.1236398E-14  -1.7340835E+02
   32.6000  -1.2649334E+00   9.3272689E-20  -1.4922018E+01  -2.1153899E-14  -1.7273470E+02
   32.7000  -1.3717563E+00  -1.0735665E-19  -1.4907814E+01   2.1078302E-14  -1.7211740E+02
   32.8000  -1.4679897E+00   1.1794239E-19  -1.4894014E+01  -2.1010103E-14  -1.7156051E+02
   32.9000  -1.5530441E+00  -9.7524540E-20  -1.4881020E+01   2.0949744E-14  -1.7106764E+02
   33.0000  -1.6264098E+00   3.2980860E-20  -1.4869209E+01  -2.0897615E-14  -1.7064197E+02
   33.1000  -1.6876558E+00   6.9973715E-20  -1.4858921E+01  -2.0854048E-14  -1.7028622E+02
   33.2000  -1.7364288E+00  -1.0160765E-19  -1.4850447E+01   2.0819321E-14  -1.7000266E+02
   33.3000  -1.7724517E+00   2.4421055E-20  -1.4844029E+01  -2.0793653E-14  -1.6979306E+02
   33.4000  -1.7955222E+00   8.2979010E-20  -1.4839848E+01  -2.0777205E-14  -1.6965875E+02
   33.5000  -1.8055120E+00  -7.4288015E-20  -1.4838019E+01   2.0770080E-14  -1.6960058E+02
   33.6000  -1.8023661E+00  -4.4059512E-20  -1.4838596E+01   2.0772324E-14  -1.6961890E+02
   33.7000  -1.7861110E+00   1.0561186E-19  -1.4841560E+01  -2.0783915E-14  -1.6971355E+02
   33.8000  -1.7568697E+00  -5.9545376E-20  -1.4846822E+01   2.0804758E-14  -1.6988374E+02
   33.9000  -1.7148638E+00  -5.1993126E-20  -1.4854225E+01   2.0834679E-14  -1.7012807E+02
   34.0000  -1.6604125E+00   1.0701723E-19  -1.4863546E+01  -2.0873433E-14  -1.7044451E+02
   34.1000  -1.5939313E+00  -8.8209189E-20  -1.4874507E+01   2.0920700E-14  -1.7083048E+02
   34.2000  -1.5159292E+00   1.7722079E-20  -1.4886782E+01  -2.0976092E-14  -1.7128279E+02
   34.3000  -1.4270063E+00   5.2139004E-20  -1.4900008E+01  -2.1039159E-14  -1.7179777E+02
   34.4000  -1.3278501E+00  -9.3532267E-20  -1.4913794E+01   2.1109387E-14  -1.7237123E+02
   34.5000  -1.2192302E+00   1.1017239E-19  -1.4927738E+01  -2.1186211E-14  -1.7299854E+02
   34.6000  -1.1019927E+00  -1.1236822E-19  -1.4941434E+01   2.1269013E-14  -1.7367467E+02
   34.7000  -9.7705395E-01   1.1165785E-19  -1.4954490E+01  -2.1357137E-14  -1.7439426E+02
   34.8000  -8.4539196E-01  -8.7239260E-20  -1.4966535E+01   2.1449885E-14  -1.7515160E+02
   34.9000  -7.0803811E-01  -7.0389580E-22  -1.4977233E+01   2.1546532E-14  -1.7594079E+02
   35.0000  -5.6606726E-01   1.2547943E-19  -1.4986294E+01  -2.1646329E-14  -1.7675569E+02
   35.1000  -4.2058751E-01  -1.3368985E-19  -1.4993478E+01   2.1748510E-14  -1.7759006E+02
   35.2000  -2.7272932E-01  -1.4209799E-19  -1.4998606E+01   2.1852297E-14  -1.7843755E+02
   35.3000  -1.2363436E-01   7.1557670E-20  -1.5001561E+01  -2.1956910E-14  -1.7929177E+02
   35.4000   2.5555627E-02   2.6313937E-19  -1.5002292E+01  -1.8519040E-15   1.7985361E+02
   35.5000   1.7370978E-01   4.4001179E-19  -1.5000816E+01  -4.5342447E-16   1.7900490E+02
   35.6000   3.1971860E-01   6.1260840E-19  -1.4997214E+01  -3.4138575E-16   1.7816826E+02
   35.7000   4.6250376E-01   7.7966565E-19  -1.4991626E+01  -2.9896727E-16   1.7734972E+02
   35.8000   6.0102704E-01   9.3998059E-19  -1.4984251E+01  -2.7612462E-16   1.7655509E+02
   35.9000   7.3429830E-01   1.0924196E-18  -1.4975335E+01  -2.6152371E-16   1.7578997E+02
   36.0000   8.6138226E-01   1.2359259E-18  -1.4965165E+01  -2.5117860E-16   1.7505967E+02
   36.1000   9.8140421E-01   1.3695252E-18  -1.4954062E+01  -2.4332791E-16   1.7436922E+02
   36.2000   1.0935545E+00   1.4923300E-18  -1.4942366E+01  -2.3707325E-16   1.7372330E+02
   36.3000   1.1970918E+00   1.6035433E-18  -1.4930432E+01  -2.3190827E-16   1.7312629E+02
   36.4000   1.2913458E+00   1.7024595E-18  -1.4918615E+01  -2.2752551E-16   1.7258215E+02
   36.5000   1.3757183E+00   1.7884661E-18  -1.4907265E+01  -2.2372688E-16   1.7209449E+02
   36.6000   1.4496839E+00   1.8610431E-18  -1.4896712E+01  -2.2037822E-16   1.7166650E+02
   36.7000   1.5127906E+00   1.9197626E-18  -1.4887263E+01  -2.1738450E-16   1.7130098E+02
   36.8000   1.5646586E+00   1.9642874E-18  -1.4879187E+01  -2.1467541E-16   1.7100029E+02
   36.9000   1.6049803E+00   1.9943696E-18  -1.4872717E+01  -2.1219652E-16   1.7076636E+02
   37.0000   1.6335196E+00   2.0098493E-18  -1.4868035E+01  -2.0990363E-16   1.7060070E+02
   37.1000   1.6501106E+00   2.0106531E-18  -1.4865274E+01  -2.0775886E-16   1.7050435E+02
   37.2000   1.6546575E+00   1.9967929E-18  -1.4864513E+01  -2.0572785E-16   1.7047794E+02
   37.3000   1.6471358E+00   1.9683711E-18  -1.4865771E+01  -2.0377789E-16   1.7052163E+02
   37.4000   1.6276031E+00   1.9256013E-18  -1.4869013E+01  -2.0187666E-16   1.7063505E+02
   37.5000   1.5962083E+00   1.8688081E-18  -1.4874139E+01  -1.9998936E-16   1.7081726E+02
   37.6000   1.5531911E+00   1.7984231E-18  -1.4880997E+01  -1.9807638E-16   1.7106679E+02
   37.7000   1.4988805E+00   1.7149833E-18  -1.4889381E+01  -1.9609071E-16   1.7138158E+02
   37.8000   1.4336933E+00   1.6191266E-18  -1.4899042E+01  -1.9397433E-16   1.7175907E+02
   37.9000   1.3581312E+00   1.5115888E-18  -1.4909691E+01  -1.9165294E-16   1.7219618E+02
   38.0000   1.2727778E+00   1.3931976E-18  -1.4921015E+01  -1.8902786E-16   1.7268940E+02
   38.1000   1.1782944E+00   1.2648674E-18  -1.4932680E+01  -1.8596282E-16   1.7323473E+02
   38.2000   1.0754153E+00   1.1275917E-18  -1.4944344E+01  -1.8226151E-16   1.7382783E+02
   38.3000   9.6494155E-01   9.8243577E-19  -1.4955671E+01  -1.7762697E-16   1.7446397E+02
   38.4000   8.4773498E-01   8.3052739E-19  -1.4966336E+01  -1.7158313E-16   1.7513813E+02
   38.5000   7.2471015E-01   6.7304699E-19  -1.4976036E+01  -1.6330939E-16   1.7584504E+02
   38.6000   5.9682637E-01   5.1121704E-19  -1.4984503E+01  -1.5125052E-16   1.7657920E+02
   38.7000   4.6507875E-01   3.4629078E-19  -1.4991506E+01  -1.3204099E-16   1.7733495E+02
   38.8000   3.3048881E-01   1.7954038E-19  -1.4996863E+01  -9.6757633E-17   1.7810653E+02
   38.9000   1.9409472E-01   1.2244937E-20  -1.5000441E+01  -1.1285591E-17   1.7888811E+02
   39.0000   5.6941414E-02  -1.5432155E-19  -1.5002163E+01   4.8694862E-16   1.7967382E+02
   39.1000  -7.9929177E-02  -3.1528521E-19  -1.5002005E+01   2.1987571E-14  -1.7954214E+02
   39.2000  -2.1548773E-01  -4.0522316E-19  -1.5000003E+01   2.1892464E-14  -1.7876554E+02
   39.3000  -3.4872663E-01  -3.0989849E-19  -1.4996244E+01   2.1798958E-14  -1.7800200E+02
   39.4000  -4.7866845E-01   7.4413233E-20  -1.4990865E+01  -2.1707724E-14  -1.7725702E+02
   39.5000  -6.0437368E-01   3.0708060E-19  -1.4984049E+01  -2.1619411E-14  -1.7653589E+02
   39.6000  -7.2494757E-01   2.0612758E-20  -1.4976019E+01  -2.1534640E-14  -1.7584368E+02
   39.7000  -8.3954609E-01  -2.6580686E-19  -1.4967029E+01   2.1454000E-14  -1.7518521E+02
   39.8000  -9.4738082E-01   1.2539149E-19  -1.4957358E+01  -2.1378050E-14  -1.7456502E+02
   39.9000  -1.0477230E+00   1.5677621E-19  -1.4947300E+01  -2.1307306E-14  -1.7398736E+02
   40.0000  -1.1399064E+00  -2.3355170E-19  -1.4937158E+01   2.1242248E-14  -1.7345612E+02
   40.1000  -1.2233300E+00   1.7068247E-19  -1.4927233E+01  -2.1183313E-14  -1.7297488E+02
   40.2000  -1.2974589E+00  -7.7201622E-21  -1.4917817E+01   2.1130893E-14  -1.7254683E+02
   40.3000  -1.3618256E+00  -1.4203688E-19  -1.4909184E+01   2.1085335E-14  -1.7217482E+02
   40.4000  -1.4160301E+00   2.0071191E-19  -1.4901584E+01  -2.1046938E-14  -1.7186129E+02
   40.5000  -1.4597400E+00  -2.1260256E-19  -1.4895234E+01   2.1015953E-14  -1.7160828E+02
   40.6000  -1.4926904E+00   1.9294464E-19  -1.4890317E+01  -2.0992582E-14  -1.7141744E+02
   40.7000  -1.5146834E+00  -1.4091031E-19  -1.4886973E+01   2.0976976E-14  -1.7129001E+02
   40.8000  -1.5255879E+00   5.1113503E-20  -1.4885296E+01  -2.0969237E-14  -1.7122681E+02
   40.9000  -1.5253390E+00   6.5068942E-20  -1.4885335E+01  -2.0969414E-14  -1.7122826E+02
   41.0000  -1.5139423E+00  -1.4716850E-19  -1.4887086E+01   2.0977502E-14  -1.7129431E+02
   41.1000  -1.4914852E+00   2.0115528E-19  -1.4890499E+01  -2.0993437E-14  -1.7142442E+02
   41.2000  -1.4581394E+00  -2.2177585E-19  -1.4895470E+01   2.1017088E-14  -1.7161755E+02
   41.3000  -1.4141607E+00   1.9333394E-19  -1.4901851E+01  -2.1048262E-14  -1.7187211E+02
   41.4000  -1.3598870E+00  -1.0883063E-19  -1.4909450E+01   2.1086707E-14  -1.7218603E+02
   41.5000  -1.2957362E+00  -6.4422109E-20  -1.4918043E+01   2.1132112E-14  -1.7255679E+02
   41.6000  -1.2222035E+00   2.1039656E-19  -1.4927372E+01  -2.1184109E-14  -1.7298138E+02
   41.7000  -1.1398578E+00  -2.3634228E-19  -1.4937164E+01   2.1242282E-14  -1.7345640E+02
   41.8000  -1.0493378E+00   7.9895197E-20  -1.4947130E+01  -2.1306167E-14  -1.7397805E+02
   41.9000  -9.5134655E-01   2.0289455E-19  -1.4956979E+01  -2.1375255E-14  -1.7454220E+02
   42.0000  -8.4664622E-01  -2.4304638E-19  -1.4966428E+01   2.1449002E-14  -1.7514439E+02
   42.1000  -7.3605140E-01  -1.0841778E-19  -1.4975206E+01   2.1526829E-14  -1.7577990E+02
   42.2000  -6.2042200E-01   2.8261772E-19  -1.4983064E+01  -2.1608132E-14  -1.7644379E+02
   42.3000  -5.0065556E-01   1.6501505E-19  -1.4989787E+01  -2.1692282E-14  -1.7713092E+02
   42.4000  -3.7767898E-01  -2.4047617E-19  -1.4995192E+01   2.1778635E-14  -1.7783605E+02
   42.5000  -2.5243995E-01  -3.7869841E-19  -1.4999139E+01   2.1866535E-14  -1.7855381E+02
   42.6000  -1.2589813E-01  -2.9980703E-19  -1.5001532E+01   2.1955322E-14  -1.7927881E+02
   42.7000   9.8370420E-04  -1.1332577E-19  -1.5002325E+01   2.0735908E-14   1.7999437E+02
   42.8000   1.2724838E-01   8.9989447E-20  -1.5001515E+01  -1.2677965E-16   1.7927107E+02
   42.9000   2.5195278E-01   2.9145266E-19  -1.4999151E+01  -2.0654980E-16   1.7855660E+02
   43.0000   3.7417586E-01   4.8957524E-19  -1.4995324E+01  -2.3270864E-16   1.7785613E+02
   43.1000   4.9302607E-01   6.8291240E-19  -1.4990166E+01  -2.4541255E-16   1.7717468E+02
   43.2000   6.0764814E-01   8.7007431E-19  -1.4983850E+01  -2.5274988E-16   1.7651710E+02
   43.3000   7.1722905E-01   1.0497359E-18  -1.4976577E+01  -2.5742955E-16   1.7588801E+02
   43.4000   8.2100323E-01   1.2206454E-18  -1.4968573E+01  -2.6061910E-16   1.7529179E+02
   43.5000   9.1825692E-01   1.3816317E-18  -1.4960086E+01  -2.6290690E-16   1.7473258E+02
   43.6000   1.0083318E+00   1.5316102E-18  -1.4951370E+01  -2.6462347E-16   1.7421420E+02
   43.7000   1.0906275E+00   1.6695875E-18  -1.4942687E+01  -2.6597020E-16   1.7374017E+02
   43.8000   1.1646042E+00   1.7946650E-18  -1.4934294E+01  -2.6707789E-16   1.7331369E+02
   43.9000   1.2297835E+00   1.9060414E-18  -1.4926436E+01  -2.6803603E-16   1.7293763E+02
   44.0000   1.2857498E+00   2.0030147E-18  -1.4919342E+01  -2.6890872E-16   1.7261447E+02
   44.1000   1.3321507E+00   2.0849827E-18  -1.4913217E+01  -2.6974366E-16   1.7234637E+02
   44.2000   1.3686972E+00   2.1514438E-18  -1.4908237E+01  -2.7057773E-16   1.7213509E+02
   44.3000   1.3951637E+00   2.2019974E-18  -1.4904545E+01  -2.7144050E-16   1.7198201E+02
   44.4000   1.4113881E+00   2.2363431E-18  -1.4902246E+01  -2.7235660E-16   1.7188815E+02
   44.5000   1.4172714E+00   2.2542814E-18  -1.4901406E+01  -2.7334744E-16   1.7185411E+02
   44.6000   1.4127784E+00   2.2557131E-18  -1.4902048E+01  -2.7443242E-16   1.7188010E+02
   44.7000   1.3979444E+00   2.2406466E-18  -1.4904153E+01  -2.7562961E-16   1.7196593E+02
   44.8000   1.3728832E+00   2.2092142E-18  -1.4907658E+01  -2.7695714E-16   1.7211088E+02
   44.9000   1.3377874E+00   2.1616737E-18  -1.4912458E+01  -2.7843453E-16   1.7231379E+02
   45.0000   1.2929268E+00   2.0984068E-18  -1.4918409E+01  -2.8008423E-16   1.7257302E+02
   45.1000   1.2386469E+00   2.0199163E-18  -1.4925334E+01  -2.8193361E-16   1.7288646E+02
   45.2000   1.1753666E+00   1.9268228E-18  -1.4933026E+01  -2.8401792E-16   1.7325162E+02
   45.3000   1.1035750E+00   1.8198603E-18  -1.4941259E+01  -2.8638476E-16   1.7366555E+02
   45.4000   1.0238279E+00   1.6998705E-18  -1.4949788E+01  -2.8910123E-16   1.7412497E+02
   45.5000   9.3674360E-01   1.5677964E-18  -1.4958364E+01  -2.9226607E-16   1.7462623E+02
   45.6000   8.4299785E-01   1.4246747E-18  -1.4966737E+01  -2.9603119E-16   1.7516537E+02
   45.7000   7.4331825E-01   1.2716271E-18  -1.4974667E+01  -3.0064298E-16   1.7573816E+02
   45.8000   6.3847804E-01   1.1098508E-18  -1.4981926E+01  -3.0652780E-16   1.7634015E+02
   45.9000   5.2928937E-01   9.4060788E-19  -1.4988311E+01  -3.1449008E-16   1.7696668E+02
   46.0000   4.1659595E-01   7.6521374E-19  -1.4993645E+01  -3.2624385E-16   1.7761295E+02
   46.1000   3.0126546E-01   5.8502554E-19  -1.4997787E+01  -3.4618921E-16   1.7827402E+02
   46.2000   1.8418166E-01   4.0142957E-19  -1.5000629E+01  -3.9001589E-16   1.7894490E+02
   46.3000   6.6236326E-02   2.1582864E-19  -1.5002105E+01  -5.8528706E-16   1.7962058E+02
   46.4000  -5.1678701E-02   2.8253962E-20  -1.5002191E+01  -2.2007389E-14  -1.7970397E+02
   46.5000  -1.6867937E-01  -1.4113122E-19  -1.5000902E+01   2.1925307E-14  -1.7903372E+02
   46.6000  -2.8389694E-01  -1.6588666E-19  -1.4998295E+01   2.1844460E-14  -1.7837355E+02
   46.7000  -3.9648511E-01   4.5508309E-20  -1.4994463E+01  -2.1765432E-14  -1.7772824E+02
   46.8000  -5.0562658E-01   1.3112495E-19  -1.4989537E+01  -2.1688790E-14  -1.7710241E+02
   46.9000  -6.1053906E-01  -1.1616600E-19  -1.4983674E+01   2.1615078E-14  -1.7650051E+02
   47.0000  -7.1048054E-01   1.8847066E-20  -1.4977060E+01  -2.1544815E-14  -1.7592676E+02
   47.1000  -8.0475388E-01   6.5378736E-20  -1.4969898E+01  -2.1478490E-14  -1.7538518E+02
   47.2000  -8.9271074E-01  -1.0116830E-19  -1.4962408E+01   2.1416564E-14  -1.7487952E+02
   47.3000  -9.7375473E-01   1.1091026E-19  -1.4954813E+01  -2.1359462E-14  -1.7441324E+02
   47.4000  -1.0473440E+00  -1.1216322E-19  -1.4947340E+01   2.1307573E-14  -1.7398954E+02
   47.5000  -1.1129930E+00   1.1223606E-19  -1.4940209E+01  -2.1261249E-14  -1.7361127E+02
   47.6000  -1.1702743E+00  -1.0159876E-19  -1.4933628E+01   2.1220801E-14  -1.7328099E+02
   47.7000  -1.2188193E+00   8.5111494E-20  -1.4927788E+01  -2.1186501E-14  -1.7300091E+02
   47.8000  -1.2583186E+00  -5.7483791E-20  -1.4922859E+01   2.1158577E-14  -1.7277289E+02
   47.9000  -1.2885230E+00   5.5904413E-21  -1.4918982E+01  -2.1137214E-14  -1.7259845E+02
   48.0000  -1.3092433E+00   5.3303738E-20  -1.4916269E+01  -2.1122555E-14  -1.7247875E+02
   48.1000  -1.3203504E+00  -8.7218780E-20  -1.4914796E+01   2.1114695E-14  -1.7241457E+02
   48.2000  -1.3217753E+00   8.3398803E-20  -1.4914606E+01  -2.1113687E-14  -1.7240633E+02
   48.3000  -1.3135111E+00  -4.1328798E-20  -1.4915704E+01   2.1119535E-14  -1.7245409E+02
   48.4000  -1.2956215E+00  -3.9194818E-20  -1.4918058E+01   2.1132193E-14  -1.7255745E+02
   48.5000  -1.2682439E+00   8.0579228E-20  -1.4921596E+01  -2.1151558E-14  -1.7271558E+02
   48.6000  -1.2315892E+00  -8.0373129E-20  -1.4926212E+01   2.1177475E-14  -1.7292720E+02
   48.7000  -1.1859397E+00   3.7174717E-20  -1.4931770E+01  -2.1209735E-14  -1.7319063E+02
   48.8000  -1.1316474E+00   3.3886855E-20  -1.4938102E+01  -2.1248079E-14  -1.7350374E+02
   48.9000  -1.0691317E+00  -7.2157379E-20  -1.4945022E+01   2.1292203E-14  -1.7386403E+02
   49.0000  -9.9887603E-01   8.7700622E-20  -1.4952324E+01  -2.1341753E-14  -1.7426864E+02
   49.1000  -9.2142410E-01  -9.0757501E-20  -1.4959793E+01   2.1396338E-14  -1.7471436E+02
   49.2000  -8.3737583E-01   9.1021635E-20  -1.4967211E+01  -2.1455528E-14  -1.7519768E+02
   49.3000  -7.4738228E-01  -9.2986136E-20  -1.4974363E+01   2.1518859E-14  -1.7571482E+02
   49.4000  -6.5214027E-01   8.9000044E-20  -1.4981043E+01  -2.1585836E-14  -1.7626173E+02
   49.5000  -5.5238629E-01  -4.8646851E-20  -1.4987060E+01   2.1655942E-14  -1.7683418E+02
   49.6000  -4.4889016E-01  -6.5185437E-20  -1.4992247E+01   2.1728637E-14  -1.7742778E+02
   49.7000  -3.4244811E-01   1.2297536E-19  -1.4996461E+01  -2.1803365E-14  -1.7803799E+02
   49.8000  -2.3387569E-01   4.3402956E-20  -1.4999590E+01  -2.1879562E-14  -1.7866018E+02
   49.9000  -1.2400050E-01  -1.3624235E-19  -1.5001556E+01   2.1956653E-14  -1.7928968E+02
   50.0000  -1.3654858E-02  -2.1630296E-19  -1.5002315E+01   2.2034063E-14  -1.7992178E+02
   50.1000   9.6331519E-02  -2.7306185E-19  -1.5001861E+01   5.0866479E-16   1.7944818E+02
   50.2000   2.0513853E-01  -3.2766774E-19  -1.5000221E+01   2.8563687E-16   1.7882483E+02
   50.3000   3.1196251E-01  -3.7974471E-19  -1.4997459E+01   2.1693419E-16   1.7821271E+02
   50.4000   4.1602255E-01  -4.2891670E-19  -1.4993669E+01   1.8312125E-16   1.7761623E+02
   50.5000   5.1656642E-01  -4.7483238E-19  -1.4988977E+01   1.6273641E-16   1.7703966E+02
   50.6000   6.1287587E-01  -5.1716733E-19  -1.4983531E+01   1.4892634E-16   1.7648710E+02
