
This file was generated by AeroDyn14 (v14.05.00a-bjj, 11-Apr-2016) on 13-Apr-2016 at 00:25:34.




Time	VX21	VY21	VZ21	Alpha16	DynPres16	CLift16	CDrag16	CNorm16	CTang16	CMomt16	Pitch16	AxInd16	TanInd16	ForcN16	ForcT16	Pmomt16	ReNum16
(sec)	 (m/sec)	 (m/sec)	 (m/sec)	(deg)	(Pa)	(-)	(-)	(-)	(-)	(-)	(deg)	(-)	(-)	(N)	(N)	(N-m)	(x10^6)
    12.824	 1.28240E+01	 0.00000E+00	 0.00000E+00	 1.66870E+01	 6.68433E+02	 8.88149E-01	 1.54343E-01	 8.95066E-01	 1.07183E-01	-7.41394E-02	 4.43400E+00	 7.96095E-02	 8.68171E-03	 5.43380E+01	 1.08209E+01	-2.08242E+00	 1.02256E+00
    12.828	 1.28280E+01	 0.00000E+00	 0.00000E+00	 1.66951E+01	 6.68499E+02	 8.87556E-01	 1.55104E-01	 8.94701E-01	 1.06410E-01	-7.46149E-02	 4.43400E+00	 7.95130E-02	 8.67635E-03	 5.43246E+01	 1.07729E+01	-2.09598E+00	 1.02261E+00
    12.832	 1.28320E+01	 0.00000E+00	 0.00000E+00	 1.67033E+01	 6.68565E+02	 8.86963E-01	 1.55864E-01	 8.94336E-01	 1.05638E-01	-7.50903E-02	 4.43400E+00	 7.94167E-02	 8.67099E-03	 5.43114E+01	 1.07249E+01	-2.10954E+00	 1.02266E+00
    12.836	 1.28360E+01	 0.00000E+00	 0.00000E+00	 1.67114E+01	 6.68631E+02	 8.86370E-01	 1.56625E-01	 8.93972E-01	 1.04866E-01	-7.55655E-02	 4.43400E+00	 7.93205E-02	 8.66562E-03	 5.42981E+01	 1.06769E+01	-2.12310E+00	 1.02271E+00
    12.840	 1.28400E+01	 0.00000E+00	 0.00000E+00	 1.67195E+01	 6.68697E+02	 8.85777E-01	 1.57385E-01	 8.93608E-01	 1.04094E-01	-7.60407E-02	 4.43400E+00	 7.92243E-02	 8.66026E-03	 5.42848E+01	 1.06289E+01	-2.13666E+00	 1.02276E+00
    12.844	 1.28440E+01	 0.00000E+00	 0.00000E+00	 1.67276E+01	 6.68764E+02	 8.85184E-01	 1.58145E-01	 8.93244E-01	 1.03322E-01	-7.65157E-02	 4.43400E+00	 7.91284E-02	 8.65483E-03	 5.42715E+01	 1.05809E+01	-2.15022E+00	 1.02281E+00
    12.848	 1.28480E+01	 0.00000E+00	 0.00000E+00	 1.67357E+01	 6.68830E+02	 8.84591E-01	 1.58905E-01	 8.92881E-01	 1.02551E-01	-7.69906E-02	 4.43400E+00	 7.90325E-02	 8.64947E-03	 5.42583E+01	 1.05329E+01	-2.16378E+00	 1.02287E+00
    12.852	 1.28520E+01	 0.00000E+00	 0.00000E+00	 1.67439E+01	 6.68896E+02	 8.83999E-01	 1.59665E-01	 8.92517E-01	 1.01779E-01	-7.74655E-02	 4.43400E+00	 7.89367E-02	 8.64410E-03	 5.42451E+01	 1.04849E+01	-2.17735E+00	 1.02292E+00
    12.856	 1.28560E+01	 0.00000E+00	 0.00000E+00	 1.67520E+01	 6.68962E+02	 8.83406E-01	 1.60424E-01	 8.92155E-01	 1.01007E-01	-7.79402E-02	 4.43400E+00	 7.88410E-02	 8.63874E-03	 5.42319E+01	 1.04369E+01	-2.19091E+00	 1.02297E+00
    12.860	 1.28600E+01	 0.00000E+00	 0.00000E+00	 1.67601E+01	 6.69029E+02	 8.82814E-01	 1.61184E-01	 8.91792E-01	 1.00236E-01	-7.84149E-02	 4.43400E+00	 7.87455E-02	 8.63338E-03	 5.42187E+01	 1.03889E+01	-2.20447E+00	 1.02302E+00
    12.864	 1.28640E+01	 0.00000E+00	 0.00000E+00	 1.67682E+01	 6.69095E+02	 8.82222E-01	 1.61943E-01	 8.91430E-01	 9.94645E-02	-7.88892E-02	 4.43400E+00	 7.86500E-02	 8.62807E-03	 5.42056E+01	 1.03409E+01	-2.21802E+00	 1.02307E+00
    12.868	 1.28680E+01	 0.00000E+00	 0.00000E+00	 1.67763E+01	 6.69161E+02	 8.81630E-01	 1.62702E-01	 8.91068E-01	 9.86929E-02	-7.93637E-02	 4.43400E+00	 7.85548E-02	 8.62271E-03	 5.41924E+01	 1.02929E+01	-2.23158E+00	 1.02312E+00
    12.872	 1.28720E+01	 0.00000E+00	 0.00000E+00	 1.67844E+01	 6.69228E+02	 8.81038E-01	 1.63460E-01	 8.90707E-01	 9.79219E-02	-7.98377E-02	 4.43400E+00	 7.84596E-02	 8.61734E-03	 5.41793E+01	 1.02449E+01	-2.24514E+00	 1.02317E+00
    12.876	 1.28760E+01	 0.00000E+00	 0.00000E+00	 1.67925E+01	 6.69294E+02	 8.80447E-01	 1.64219E-01	 8.90346E-01	 9.71507E-02	-8.03118E-02	 4.43400E+00	 7.83645E-02	 8.61198E-03	 5.41662E+01	 1.01969E+01	-2.25869E+00	 1.02322E+00
    12.880	 1.28800E+01	 0.00000E+00	 0.00000E+00	 1.68006E+01	 6.69361E+02	 8.79855E-01	 1.64978E-01	 8.89985E-01	 9.63794E-02	-8.07860E-02	 4.43400E+00	 7.82695E-02	 8.60661E-03	 5.41531E+01	 1.01488E+01	-2.27225E+00	 1.02327E+00
    12.884	 1.28840E+01	 0.00000E+00	 0.00000E+00	 1.68087E+01	 6.69427E+02	 8.79264E-01	 1.65736E-01	 8.89625E-01	 9.56082E-02	-8.12600E-02	 4.43400E+00	 7.81747E-02	 8.60125E-03	 5.41400E+01	 1.01008E+01	-2.28581E+00	 1.02332E+00
    12.888	 1.28880E+01	 0.00000E+00	 0.00000E+00	 1.68168E+01	 6.69494E+02	 8.78673E-01	 1.66494E-01	 8.89265E-01	 9.48378E-02	-8.17335E-02	 4.43400E+00	 7.80799E-02	 8.59588E-03	 5.41270E+01	 1.00528E+01	-2.29936E+00	 1.02337E+00
    12.892	 1.28920E+01	 0.00000E+00	 0.00000E+00	 1.68249E+01	 6.69560E+02	 8.78081E-01	 1.67252E-01	 8.88905E-01	 9.40665E-02	-8.22074E-02	 4.43400E+00	 7.79853E-02	 8.59052E-03	 5.41139E+01	 1.00047E+01	-2.31292E+00	 1.02342E+00
    12.896	 1.28960E+01	 0.00000E+00	 0.00000E+00	 1.68330E+01	 6.69627E+02	 8.77490E-01	 1.68010E-01	 8.88545E-01	 9.32957E-02	-8.26810E-02	 4.43400E+00	 7.78907E-02	 8.58516E-03	 5.41009E+01	 9.95670E+00	-2.32648E+00	 1.02347E+00
    12.900	 1.29000E+01	 0.00000E+00	 0.00000E+00	 1.68411E+01	 6.69693E+02	 8.76900E-01	 1.68767E-01	 8.88186E-01	 9.25253E-02	-8.31542E-02	 4.43400E+00	 7.77963E-02	 8.57985E-03	 5.40879E+01	 9.90868E+00	-2.34003E+00	 1.02353E+00
    12.904	 1.29040E+01	 0.00000E+00	 0.00000E+00	 1.68492E+01	 6.69760E+02	 8.76309E-01	 1.69524E-01	 8.87827E-01	 9.17546E-02	-8.36276E-02	 4.43400E+00	 7.77020E-02	 8.57449E-03	 5.40749E+01	 9.86064E+00	-2.35358E+00	 1.02358E+00
    12.908	 1.29080E+01	 0.00000E+00	 0.00000E+00	 1.68573E+01	 6.69826E+02	 8.75718E-01	 1.70281E-01	 8.87469E-01	 9.09840E-02	-8.41009E-02	 4.43400E+00	 7.76078E-02	 8.56912E-03	 5.40619E+01	 9.81259E+00	-2.36714E+00	 1.02363E+00
    12.912	 1.29120E+01	 0.00000E+00	 0.00000E+00	 1.68654E+01	 6.69893E+02	 8.75128E-01	 1.71038E-01	 8.87110E-01	 9.02136E-02	-8.45740E-02	 4.43400E+00	 7.75138E-02	 8.56382E-03	 5.40490E+01	 9.76455E+00	-2.38069E+00	 1.02368E+00
    12.916	 1.29160E+01	 0.00000E+00	 0.00000E+00	 1.68735E+01	 6.69960E+02	 8.74538E-01	 1.71795E-01	 8.86753E-01	 8.94435E-02	-8.50469E-02	 4.43400E+00	 7.74198E-02	 8.55845E-03	 5.40360E+01	 9.71651E+00	-2.39424E+00	 1.02373E+00
    12.920	 1.29200E+01	 0.00000E+00	 0.00000E+00	 1.68815E+01	 6.70026E+02	 8.73948E-01	 1.72552E-01	 8.86395E-01	 8.86730E-02	-8.55199E-02	 4.43400E+00	 7.73259E-02	 8.55309E-03	 5.40231E+01	 9.66845E+00	-2.40779E+00	 1.02378E+00
    12.924	 1.29240E+01	 0.00000E+00	 0.00000E+00	 1.68896E+01	 6.70093E+02	 8.73358E-01	 1.73308E-01	 8.86038E-01	 8.79032E-02	-8.59925E-02	 4.43400E+00	 7.72322E-02	 8.54772E-03	 5.40102E+01	 9.62042E+00	-2.42134E+00	 1.02383E+00
    12.928	 1.29280E+01	 0.00000E+00	 0.00000E+00	 1.68977E+01	 6.70160E+02	 8.72768E-01	 1.74064E-01	 8.85681E-01	 8.71331E-02	-8.64650E-02	 4.43400E+00	 7.71386E-02	 8.54242E-03	 5.39973E+01	 9.57238E+00	-2.43489E+00	 1.02388E+00
    12.932	 1.29320E+01	 0.00000E+00	 0.00000E+00	 1.69058E+01	 6.70226E+02	 8.72179E-01	 1.74820E-01	 8.85324E-01	 8.63631E-02	-8.69376E-02	 4.43400E+00	 7.70450E-02	 8.53705E-03	 5.39845E+01	 9.52431E+00	-2.44844E+00	 1.02393E+00
    12.936	 1.29360E+01	 0.00000E+00	 0.00000E+00	 1.69138E+01	 6.70293E+02	 8.71589E-01	 1.75576E-01	 8.84968E-01	 8.55929E-02	-8.74102E-02	 4.43400E+00	 7.69516E-02	 8.53169E-03	 5.39716E+01	 9.47624E+00	-2.46200E+00	 1.02398E+00
    12.940	 1.29400E+01	 0.00000E+00	 0.00000E+00	 1.69219E+01	 6.70360E+02	 8.70999E-01	 1.76332E-01	 8.84612E-01	 8.48229E-02	-8.78826E-02	 4.43400E+00	 7.68583E-02	 8.52633E-03	 5.39588E+01	 9.42816E+00	-2.47555E+00	 1.02403E+00
    12.944	 1.29440E+01	 0.00000E+00	 0.00000E+00	 1.69300E+01	 6.70427E+02	 8.70410E-01	 1.77088E-01	 8.84256E-01	 8.40534E-02	-8.83547E-02	 4.43400E+00	 7.67651E-02	 8.52102E-03	 5.39459E+01	 9.38011E+00	-2.48909E+00	 1.02409E+00
    12.948	 1.29480E+01	 0.00000E+00	 0.00000E+00	 1.69381E+01	 6.70493E+02	 8.69821E-01	 1.77843E-01	 8.83901E-01	 8.32839E-02	-8.88267E-02	 4.43400E+00	 7.66720E-02	 8.51566E-03	 5.39331E+01	 9.33206E+00	-2.50264E+00	 1.02414E+00
    12.952	 1.29520E+01	 0.00000E+00	 0.00000E+00	 1.69461E+01	 6.70560E+02	 8.69232E-01	 1.78598E-01	 8.83546E-01	 8.25143E-02	-8.92987E-02	 4.43400E+00	 7.65791E-02	 8.51029E-03	 5.39204E+01	 9.28399E+00	-2.51619E+00	 1.02419E+00
    12.956	 1.29560E+01	 0.00000E+00	 0.00000E+00	 1.69542E+01	 6.70627E+02	 8.68644E-01	 1.79353E-01	 8.83191E-01	 8.17448E-02	-8.97706E-02	 4.43400E+00	 7.64862E-02	 8.50499E-03	 5.39076E+01	 9.23591E+00	-2.52974E+00	 1.02424E+00
    12.960	 1.29600E+01	 0.00000E+00	 0.00000E+00	 1.69623E+01	 6.70694E+02	 8.68055E-01	 1.80108E-01	 8.82837E-01	 8.09751E-02	-9.02424E-02	 4.43400E+00	 7.63935E-02	 8.49962E-03	 5.38948E+01	 9.18782E+00	-2.54329E+00	 1.02429E+00
    12.964	 1.29640E+01	 0.00000E+00	 0.00000E+00	 1.69703E+01	 6.70761E+02	 8.67466E-01	 1.80862E-01	 8.82483E-01	 8.02059E-02	-9.07140E-02	 4.43400E+00	 7.63008E-02	 8.49432E-03	 5.38821E+01	 9.13975E+00	-2.55683E+00	 1.02434E+00
    12.968	 1.29680E+01	 0.00000E+00	 0.00000E+00	 1.69784E+01	 6.70828E+02	 8.66878E-01	 1.81617E-01	 8.82129E-01	 7.94369E-02	-9.11854E-02	 4.43400E+00	 7.62083E-02	 8.48895E-03	 5.38694E+01	 9.09168E+00	-2.57038E+00	 1.02439E+00
    12.972	 1.29720E+01	 0.00000E+00	 0.00000E+00	 1.69864E+01	 6.70895E+02	 8.66289E-01	 1.82371E-01	 8.81776E-01	 7.86675E-02	-9.16570E-02	 4.43400E+00	 7.61158E-02	 8.48365E-03	 5.38567E+01	 9.04358E+00	-2.58393E+00	 1.02444E+00
    12.976	 1.29760E+01	 0.00000E+00	 0.00000E+00	 1.69945E+01	 6.70962E+02	 8.65702E-01	 1.83125E-01	 8.81423E-01	 7.78988E-02	-9.21281E-02	 4.43400E+00	 7.60235E-02	 8.47828E-03	 5.38440E+01	 8.99552E+00	-2.59747E+00	 1.02449E+00
    12.980	 1.29800E+01	 0.00000E+00	 0.00000E+00	 1.70026E+01	 6.71028E+02	 8.65113E-01	 1.83879E-01	 8.81070E-01	 7.71295E-02	-9.25995E-02	 4.43400E+00	 7.59313E-02	 8.47298E-03	 5.38314E+01	 8.94740E+00	-2.61102E+00	 1.02455E+00
    12.984	 1.29840E+01	 0.00000E+00	 0.00000E+00	 1.70106E+01	 6.71095E+02	 8.64526E-01	 1.84633E-01	 8.80717E-01	 7.63609E-02	-9.30704E-02	 4.43400E+00	 7.58392E-02	 8.46761E-03	 5.38187E+01	 8.89933E+00	-2.62456E+00	 1.02460E+00
    12.988	 1.29880E+01	 0.00000E+00	 0.00000E+00	 1.70187E+01	 6.71162E+02	 8.63938E-01	 1.85386E-01	 8.80365E-01	 7.55920E-02	-9.35414E-02	 4.43400E+00	 7.57472E-02	 8.46231E-03	 5.38061E+01	 8.85124E+00	-2.63810E+00	 1.02465E+00
    12.992	 1.29920E+01	 0.00000E+00	 0.00000E+00	 1.70267E+01	 6.71229E+02	 8.63350E-01	 1.86140E-01	 8.80013E-01	 7.48229E-02	-9.40125E-02	 4.43400E+00	 7.56553E-02	 8.45695E-03	 5.37935E+01	 8.80311E+00	-2.65165E+00	 1.02470E+00
    12.996	 1.29960E+01	 0.00000E+00	 0.00000E+00	 1.70347E+01	 6.71297E+02	 8.62763E-01	 1.86893E-01	 8.79662E-01	 7.40547E-02	-9.44829E-02	 4.43400E+00	 7.55635E-02	 8.45164E-03	 5.37809E+01	 8.75504E+00	-2.66519E+00	 1.02475E+00
    13.000	 1.30000E+01	 0.00000E+00	 0.00000E+00	 1.70428E+01	 6.71364E+02	 8.62176E-01	 1.87646E-01	 8.79311E-01	 7.32862E-02	-9.49535E-02	 4.43400E+00	 7.54719E-02	 8.44634E-03	 5.37683E+01	 8.70694E+00	-2.67873E+00	 1.02480E+00
    13.004	 1.30040E+01	 0.00000E+00	 0.00000E+00	 1.70508E+01	 6.71431E+02	 8.61589E-01	 1.88398E-01	 8.78960E-01	 7.25178E-02	-9.54240E-02	 4.43400E+00	 7.53804E-02	 8.44097E-03	 5.37558E+01	 8.65884E+00	-2.69227E+00	 1.02485E+00
    13.008	 1.30080E+01	 0.00000E+00	 0.00000E+00	 1.70589E+01	 6.71498E+02	 8.61002E-01	 1.89151E-01	 8.78609E-01	 7.17493E-02	-9.58945E-02	 4.43400E+00	 7.52889E-02	 8.43567E-03	 5.37433E+01	 8.61073E+00	-2.70582E+00	 1.02490E+00
    13.012	 1.30120E+01	 0.00000E+00	 0.00000E+00	 1.70669E+01	 6.71565E+02	 8.60415E-01	 1.89904E-01	 8.78259E-01	 7.09808E-02	-9.63649E-02	 4.43400E+00	 7.51975E-02	 8.43030E-03	 5.37307E+01	 8.56260E+00	-2.71936E+00	 1.02495E+00
    13.016	 1.30160E+01	 0.00000E+00	 0.00000E+00	 1.70750E+01	 6.71632E+02	 8.59828E-01	 1.90656E-01	 8.77909E-01	 7.02128E-02	-9.68350E-02	 4.43400E+00	 7.51063E-02	 8.42500E-03	 5.37182E+01	 8.51450E+00	-2.73290E+00	 1.02501E+00
    13.020	 1.30200E+01	 0.00000E+00	 0.00000E+00	 1.70830E+01	 6.71699E+02	 8.59242E-01	 1.91408E-01	 8.77560E-01	 6.94449E-02	-9.73049E-02	 4.43400E+00	 7.50152E-02	 8.41969E-03	 5.37057E+01	 8.46640E+00	-2.74644E+00	 1.02506E+00
    13.024	 1.30240E+01	 0.00000E+00	 0.00000E+00	 1.70910E+01	 6.71766E+02	 8.58655E-01	 1.92160E-01	 8.77210E-01	 6.86765E-02	-9.77751E-02	 4.43400E+00	 7.49242E-02	 8.41433E-03	 5.36932E+01	 8.41826E+00	-2.75998E+00	 1.02511E+00
    13.028	 1.30280E+01	 0.00000E+00	 0.00000E+00	 1.70991E+01	 6.71834E+02	 8.58069E-01	 1.92912E-01	 8.76861E-01	 6.79085E-02	-9.82450E-02	 4.43400E+00	 7.48332E-02	 8.40902E-03	 5.36808E+01	 8.37013E+00	-2.77353E+00	 1.02516E+00
    13.032	 1.30320E+01	 0.00000E+00	 0.00000E+00	 1.71070E+01	 6.71901E+02	 8.57522E-01	 1.93682E-01	 8.76555E-01	 6.71336E-02	-9.84821E-02	 4.43400E+00	 7.47448E-02	 8.40396E-03	 5.36710E+01	 8.32178E+00	-2.78050E+00	 1.02521E+00
    13.036	 1.30360E+01	 0.00000E+00	 0.00000E+00	 1.71150E+01	 6.71967E+02	 8.56982E-01	 1.94452E-01	 8.76257E-01	 6.63606E-02	-9.86876E-02	 4.43400E+00	 7.46582E-02	 8.39907E-03	 5.36617E+01	 8.27356E+00	-2.78658E+00	 1.02526E+00
    13.040	 1.30400E+01	 0.00000E+00	 0.00000E+00	 1.71229E+01	 6.72035E+02	 8.56443E-01	 1.95220E-01	 8.75959E-01	 6.55887E-02	-9.88928E-02	 4.43400E+00	 7.45719E-02	 8.39418E-03	 5.36524E+01	 8.22541E+00	-2.79265E+00	 1.02531E+00
    13.044	 1.30440E+01	 0.00000E+00	 0.00000E+00	 1.71308E+01	 6.72102E+02	 8.55905E-01	 1.95989E-01	 8.75662E-01	 6.48165E-02	-9.90981E-02	 4.43400E+00	 7.44857E-02	 8.38935E-03	 5.36431E+01	 8.17723E+00	-2.79873E+00	 1.02536E+00
    13.048	 1.30480E+01	 0.00000E+00	 0.00000E+00	 1.71387E+01	 6.72168E+02	 8.55366E-01	 1.96758E-01	 8.75364E-01	 6.40444E-02	-9.93033E-02	 4.43400E+00	 7.43996E-02	 8.38453E-03	 5.36338E+01	 8.12905E+00	-2.80480E+00	 1.02542E+00
    13.052	 1.30520E+01	 0.00000E+00	 0.00000E+00	 1.71467E+01	 6.72236E+02	 8.54828E-01	 1.97525E-01	 8.75067E-01	 6.32729E-02	-9.95083E-02	 4.43400E+00	 7.43136E-02	 8.37964E-03	 5.36245E+01	 8.08090E+00	-2.81087E+00	 1.02547E+00
    13.056	 1.30560E+01	 0.00000E+00	 0.00000E+00	 1.71546E+01	 6.72303E+02	 8.54289E-01	 1.98294E-01	 8.74771E-01	 6.25008E-02	-9.97135E-02	 4.43400E+00	 7.42278E-02	 8.37475E-03	 5.36153E+01	 8.03270E+00	-2.81695E+00	 1.02552E+00
    13.060	 1.30600E+01	 0.00000E+00	 0.00000E+00	 1.71625E+01	 6.72370E+02	 8.53750E-01	 1.99062E-01	 8.74474E-01	 6.17290E-02	-9.99186E-02	 4.43400E+00	 7.41420E-02	 8.36992E-03	 5.36060E+01	 7.98451E+00	-2.82302E+00	 1.02557E+00
    13.064	 1.30640E+01	 0.00000E+00	 0.00000E+00	 1.71704E+01	 6.72437E+02	 8.53212E-01	 1.99830E-01	 8.74178E-01	 6.09574E-02	-1.00124E-01	 4.43400E+00	 7.40563E-02	 8.36509E-03	 5.35968E+01	 7.93633E+00	-2.82910E+00	 1.02562E+00
    13.068	 1.30680E+01	 0.00000E+00	 0.00000E+00	 1.71783E+01	 6.72504E+02	 8.52674E-01	 2.00597E-01	 8.73882E-01	 6.01861E-02	-1.00328E-01	 4.43400E+00	 7.39708E-02	 8.36021E-03	 5.35876E+01	 7.88815E+00	-2.83517E+00	 1.02567E+00
    13.072	 1.30720E+01	 0.00000E+00	 0.00000E+00	 1.71862E+01	 6.72571E+02	 8.52136E-01	 2.01365E-01	 8.73587E-01	 5.94144E-02	-1.00533E-01	 4.43400E+00	 7.38852E-02	 8.35532E-03	 5.35784E+01	 7.83994E+00	-2.84125E+00	 1.02572E+00
    13.076	 1.30760E+01	 0.00000E+00	 0.00000E+00	 1.71941E+01	 6.72638E+02	 8.51598E-01	 2.02132E-01	 8.73291E-01	 5.86431E-02	-1.00738E-01	 4.43400E+00	 7.37998E-02	 8.35049E-03	 5.35693E+01	 7.79175E+00	-2.84732E+00	 1.02577E+00
    13.080	 1.30800E+01	 0.00000E+00	 0.00000E+00	 1.72021E+01	 6.72705E+02	 8.51060E-01	 2.02899E-01	 8.72996E-01	 5.78716E-02	-1.00943E-01	 4.43400E+00	 7.37145E-02	 8.34560E-03	 5.35601E+01	 7.74355E+00	-2.85339E+00	 1.02582E+00
    13.084	 1.30840E+01	 0.00000E+00	 0.00000E+00	 1.72100E+01	 6.72772E+02	 8.50523E-01	 2.03666E-01	 8.72702E-01	 5.71008E-02	-1.01148E-01	 4.43400E+00	 7.36293E-02	 8.34078E-03	 5.35510E+01	 7.69537E+00	-2.85947E+00	 1.02588E+00
    13.088	 1.30880E+01	 0.00000E+00	 0.00000E+00	 1.72179E+01	 6.72840E+02	 8.49986E-01	 2.04432E-01	 8.72408E-01	 5.63298E-02	-1.01353E-01	 4.43400E+00	 7.35442E-02	 8.33595E-03	 5.35419E+01	 7.64717E+00	-2.86554E+00	 1.02593E+00
    13.092	 1.30920E+01	 0.00000E+00	 0.00000E+00	 1.72258E+01	 6.72907E+02	 8.49448E-01	 2.05199E-01	 8.72114E-01	 5.55586E-02	-1.01557E-01	 4.43400E+00	 7.34592E-02	 8.33106E-03	 5.35328E+01	 7.59896E+00	-2.87161E+00	 1.02598E+00
    13.096	 1.30960E+01	 0.00000E+00	 0.00000E+00	 1.72337E+01	 6.72974E+02	 8.48911E-01	 2.05966E-01	 8.71820E-01	 5.47876E-02	-1.01762E-01	 4.43400E+00	 7.33743E-02	 8.32617E-03	 5.35237E+01	 7.55075E+00	-2.87769E+00	 1.02603E+00
    13.100	 1.31000E+01	 0.00000E+00	 0.00000E+00	 1.72416E+01	 6.73041E+02	 8.48374E-01	 2.06732E-01	 8.71526E-01	 5.40168E-02	-1.01967E-01	 4.43400E+00	 7.32895E-02	 8.32134E-03	 5.35146E+01	 7.50254E+00	-2.88376E+00	 1.02608E+00
    13.104	 1.31040E+01	 0.00000E+00	 0.00000E+00	 1.72495E+01	 6.73109E+02	 8.47837E-01	 2.07498E-01	 8.71233E-01	 5.32462E-02	-1.02171E-01	 4.43400E+00	 7.32048E-02	 8.31652E-03	 5.35056E+01	 7.45434E+00	-2.88984E+00	 1.02613E+00
    13.108	 1.31080E+01	 0.00000E+00	 0.00000E+00	 1.72574E+01	 6.73176E+02	 8.47300E-01	 2.08264E-01	 8.70940E-01	 5.24756E-02	-1.02376E-01	 4.43400E+00	 7.31201E-02	 8.31163E-03	 5.34965E+01	 7.40613E+00	-2.89591E+00	 1.02618E+00
    13.112	 1.31120E+01	 0.00000E+00	 0.00000E+00	 1.72653E+01	 6.73243E+02	 8.46763E-01	 2.09030E-01	 8.70648E-01	 5.17048E-02	-1.02580E-01	 4.43400E+00	 7.30356E-02	 8.30680E-03	 5.34875E+01	 7.35789E+00	-2.90199E+00	 1.02623E+00
    13.116	 1.31160E+01	 0.00000E+00	 0.00000E+00	 1.72731E+01	 6.73311E+02	 8.46226E-01	 2.09795E-01	 8.70355E-01	 5.09348E-02	-1.02784E-01	 4.43400E+00	 7.29512E-02	 8.30197E-03	 5.34785E+01	 7.30970E+00	-2.90806E+00	 1.02629E+00
    13.120	 1.31200E+01	 0.00000E+00	 0.00000E+00	 1.72810E+01	 6.73378E+02	 8.45690E-01	 2.10560E-01	 8.70064E-01	 5.01646E-02	-1.02989E-01	 4.43400E+00	 7.28669E-02	 8.29715E-03	 5.34695E+01	 7.26149E+00	-2.91413E+00	 1.02634E+00
    13.124	 1.31240E+01	 0.00000E+00	 0.00000E+00	 1.72889E+01	 6.73445E+02	 8.45153E-01	 2.11325E-01	 8.69772E-01	 4.93940E-02	-1.03193E-01	 4.43400E+00	 7.27826E-02	 8.29226E-03	 5.34605E+01	 7.21325E+00	-2.92020E+00	 1.02639E+00
    13.128	 1.31280E+01	 0.00000E+00	 0.00000E+00	 1.72968E+01	 6.73513E+02	 8.44617E-01	 2.12090E-01	 8.69480E-01	 4.86240E-02	-1.03397E-01	 4.43400E+00	 7.26985E-02	 8.28743E-03	 5.34516E+01	 7.16503E+00	-2.92628E+00	 1.02644E+00
    13.132	 1.31320E+01	 0.00000E+00	 0.00000E+00	 1.73047E+01	 6.73580E+02	 8.44081E-01	 2.12855E-01	 8.69189E-01	 4.78539E-02	-1.03602E-01	 4.43400E+00	 7.26145E-02	 8.28260E-03	 5.34426E+01	 7.11680E+00	-2.93235E+00	 1.02649E+00
    13.136	 1.31360E+01	 0.00000E+00	 0.00000E+00	 1.73126E+01	 6.73648E+02	 8.43545E-01	 2.13620E-01	 8.68899E-01	 4.70840E-02	-1.03806E-01	 4.43400E+00	 7.25305E-02	 8.27771E-03	 5.34337E+01	 7.06858E+00	-2.93842E+00	 1.02654E+00
    13.140	 1.31400E+01	 0.00000E+00	 0.00000E+00	 1.73205E+01	 6.73715E+02	 8.43009E-01	 2.14384E-01	 8.68608E-01	 4.63139E-02	-1.04010E-01	 4.43400E+00	 7.24466E-02	 8.27289E-03	 5.34248E+01	 7.02033E+00	-2.94450E+00	 1.02659E+00
    13.144	 1.31440E+01	 0.00000E+00	 0.00000E+00	 1.73283E+01	 6.73783E+02	 8.42473E-01	 2.15149E-01	 8.68318E-01	 4.55441E-02	-1.04214E-01	 4.43400E+00	 7.23629E-02	 8.26806E-03	 5.34159E+01	 6.97209E+00	-2.95057E+00	 1.02665E+00
    13.148	 1.31480E+01	 0.00000E+00	 0.00000E+00	 1.73362E+01	 6.73850E+02	 8.41937E-01	 2.15913E-01	 8.68028E-01	 4.47744E-02	-1.04418E-01	 4.43400E+00	 7.22792E-02	 8.26317E-03	 5.34071E+01	 6.92385E+00	-2.95664E+00	 1.02670E+00
    13.152	 1.31520E+01	 0.00000E+00	 0.00000E+00	 1.73441E+01	 6.73917E+02	 8.41402E-01	 2.16677E-01	 8.67738E-01	 4.40047E-02	-1.04622E-01	 4.43400E+00	 7.21956E-02	 8.25834E-03	 5.33982E+01	 6.87561E+00	-2.96272E+00	 1.02675E+00
    13.156	 1.31560E+01	 0.00000E+00	 0.00000E+00	 1.73520E+01	 6.73985E+02	 8.40866E-01	 2.17441E-01	 8.67449E-01	 4.32351E-02	-1.04826E-01	 4.43400E+00	 7.21122E-02	 8.25351E-03	 5.33894E+01	 6.82736E+00	-2.96879E+00	 1.02680E+00
    13.160	 1.31600E+01	 0.00000E+00	 0.00000E+00	 1.73598E+01	 6.74053E+02	 8.40331E-01	 2.18204E-01	 8.67160E-01	 4.24659E-02	-1.05030E-01	 4.43400E+00	 7.20288E-02	 8.24869E-03	 5.33805E+01	 6.77913E+00	-2.97486E+00	 1.02685E+00
    13.164	 1.31640E+01	 0.00000E+00	 0.00000E+00	 1.73677E+01	 6.74120E+02	 8.39796E-01	 2.18968E-01	 8.66871E-01	 4.16966E-02	-1.05234E-01	 4.43400E+00	 7.19455E-02	 8.24386E-03	 5.33717E+01	 6.73088E+00	-2.98094E+00	 1.02690E+00
    13.168	 1.31680E+01	 0.00000E+00	 0.00000E+00	 1.73756E+01	 6.74188E+02	 8.39261E-01	 2.19731E-01	 8.66582E-01	 4.09274E-02	-1.05438E-01	 4.43400E+00	 7.18623E-02	 8.23897E-03	 5.33629E+01	 6.68264E+00	-2.98701E+00	 1.02695E+00
