
This file was generated by AeroDyn14 (v14.05.00a-bjj, 11-Apr-2016) on 13-Apr-2016 at 00:25:34.




Time	VX21	VY21	VZ21	Alpha16	DynPres16	CLift16	CDrag16	CNorm16	CTang16	CMomt16	Pitch16	AxInd16	TanInd16	ForcN16	ForcT16	Pmomt16	ReNum16
(sec)	 (m/sec)	 (m/sec)	 (m/sec)	(deg)	(Pa)	(-)	(-)	(-)	(-)	(-)	(deg)	(-)	(-)	(N)	(N)	(N-m)	(x10^6)
     4.116	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33462E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57323E-01
     4.120	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33463E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57323E-01
     4.124	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33464E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57322E-01
     4.128	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33464E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57322E-01
     4.132	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33464E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57322E-01
     4.136	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33464E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57322E-01
     4.140	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33463E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57322E-01
     4.144	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93507E-01	 9.33465E-03	-4.45292E-02	 4.43400E+00	 2.39145E-01	 4.51499E-03	 2.64663E+01	 2.55663E+00	-1.09623E+00	 9.57323E-01
     4.148	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33463E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57323E-01
     4.152	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33464E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57322E-01
     4.156	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33464E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57322E-01
     4.160	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33463E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57322E-01
     4.164	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33464E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57322E-01
     4.168	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33464E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57322E-01
     4.172	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33463E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57322E-01
     4.176	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33463E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57323E-01
     4.180	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33463E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57323E-01
     4.184	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33463E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57323E-01
     4.188	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33463E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57322E-01
     4.192	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93507E-01	 9.33465E-03	-4.45292E-02	 4.43400E+00	 2.39145E-01	 4.51499E-03	 2.64663E+01	 2.55663E+00	-1.09623E+00	 9.57322E-01
     4.196	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33462E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57322E-01
     4.200	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93507E-01	 9.33466E-03	-4.45292E-02	 4.43400E+00	 2.39145E-01	 4.51499E-03	 2.64663E+01	 2.55663E+00	-1.09623E+00	 9.57322E-01
     4.204	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33462E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57323E-01
     4.208	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33464E-03	-4.45292E-02	 4.43400E+00	 2.39145E-01	 4.51499E-03	 2.64663E+01	 2.55663E+00	-1.09623E+00	 9.57323E-01
     4.212	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33462E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57322E-01
     4.216	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33464E-03	-4.45292E-02	 4.43400E+00	 2.39145E-01	 4.51499E-03	 2.64663E+01	 2.55663E+00	-1.09623E+00	 9.57323E-01
     4.220	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33462E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57323E-01
     4.224	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93507E-01	 9.33465E-03	-4.45292E-02	 4.43400E+00	 2.39145E-01	 4.51499E-03	 2.64663E+01	 2.55663E+00	-1.09623E+00	 9.57322E-01
     4.228	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33462E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57322E-01
     4.232	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93507E-01	 9.33465E-03	-4.45292E-02	 4.43400E+00	 2.39145E-01	 4.51499E-03	 2.64663E+01	 2.55663E+00	-1.09623E+00	 9.57322E-01
     4.236	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33462E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57322E-01
     4.240	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93507E-01	 9.33465E-03	-4.45292E-02	 4.43400E+00	 2.39145E-01	 4.51499E-03	 2.64663E+01	 2.55663E+00	-1.09623E+00	 9.57322E-01
     4.244	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33462E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57323E-01
     4.248	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93507E-01	 9.33465E-03	-4.45292E-02	 4.43400E+00	 2.39145E-01	 4.51499E-03	 2.64663E+01	 2.55663E+00	-1.09623E+00	 9.57322E-01
     4.252	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33462E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57322E-01
     4.256	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85861E+02	 4.93400E-01	 1.38563E-02	 4.93507E-01	 9.33465E-03	-4.45292E-02	 4.43400E+00	 2.39145E-01	 4.51499E-03	 2.64663E+01	 2.55663E+00	-1.09623E+00	 9.57322E-01
     4.260	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33462E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57323E-01
     4.264	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33464E-03	-4.45292E-02	 4.43400E+00	 2.39145E-01	 4.51499E-03	 2.64663E+01	 2.55663E+00	-1.09623E+00	 9.57323E-01
     4.268	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33463E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57322E-01
     4.272	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93507E-01	 9.33465E-03	-4.45292E-02	 4.43400E+00	 2.39145E-01	 4.51499E-03	 2.64663E+01	 2.55663E+00	-1.09623E+00	 9.57322E-01
     4.276	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33462E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57322E-01
     4.280	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93507E-01	 9.33465E-03	-4.45292E-02	 4.43400E+00	 2.39145E-01	 4.51499E-03	 2.64663E+01	 2.55663E+00	-1.09623E+00	 9.57322E-01
     4.284	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33462E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57322E-01
     4.288	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93507E-01	 9.33465E-03	-4.45292E-02	 4.43400E+00	 2.39145E-01	 4.51499E-03	 2.64663E+01	 2.55663E+00	-1.09623E+00	 9.57322E-01
     4.292	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33462E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57323E-01
     4.296	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93507E-01	 9.33465E-03	-4.45292E-02	 4.43400E+00	 2.39145E-01	 4.51499E-03	 2.64663E+01	 2.55663E+00	-1.09623E+00	 9.57322E-01
     4.300	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33463E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57322E-01
     4.304	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33464E-03	-4.45292E-02	 4.43400E+00	 2.39145E-01	 4.51499E-03	 2.64663E+01	 2.55663E+00	-1.09623E+00	 9.57323E-01
     4.308	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33463E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57322E-01
     4.312	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33463E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57323E-01
     4.316	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33462E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57323E-01
     4.320	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33463E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57323E-01
     4.324	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33464E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57322E-01
     4.328	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33464E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57322E-01
     4.332	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33462E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57323E-01
     4.336	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93507E-01	 9.33465E-03	-4.45292E-02	 4.43400E+00	 2.39145E-01	 4.51499E-03	 2.64663E+01	 2.55663E+00	-1.09623E+00	 9.57322E-01
     4.340	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33462E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57322E-01
     4.344	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93507E-01	 9.33465E-03	-4.45292E-02	 4.43400E+00	 2.39145E-01	 4.51499E-03	 2.64663E+01	 2.55663E+00	-1.09623E+00	 9.57322E-01
     4.348	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33462E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57323E-01
     4.352	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93507E-01	 9.33465E-03	-4.45292E-02	 4.43400E+00	 2.39145E-01	 4.51499E-03	 2.64663E+01	 2.55663E+00	-1.09623E+00	 9.57322E-01
     4.356	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33462E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57322E-01
     4.360	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33464E-03	-4.45292E-02	 4.43400E+00	 2.39145E-01	 4.51499E-03	 2.64663E+01	 2.55663E+00	-1.09623E+00	 9.57323E-01
     4.364	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33462E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57323E-01
     4.368	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85861E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33464E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57322E-01
     4.372	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33462E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57323E-01
     4.376	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33464E-03	-4.45292E-02	 4.43400E+00	 2.39145E-01	 4.51499E-03	 2.64663E+01	 2.55663E+00	-1.09623E+00	 9.57323E-01
     4.380	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33463E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57323E-01
     4.384	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33463E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57323E-01
     4.388	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33463E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57323E-01
     4.392	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33463E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57323E-01
     4.396	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33462E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57323E-01
     4.400	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93507E-01	 9.33466E-03	-4.45292E-02	 4.43400E+00	 2.39145E-01	 4.51499E-03	 2.64663E+01	 2.55663E+00	-1.09623E+00	 9.57322E-01
     4.404	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33462E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57322E-01
     4.408	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93507E-01	 9.33465E-03	-4.45292E-02	 4.43400E+00	 2.39145E-01	 4.51499E-03	 2.64663E+01	 2.55663E+00	-1.09623E+00	 9.57323E-01
     4.412	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33462E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57323E-01
     4.416	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93507E-01	 9.33466E-03	-4.45292E-02	 4.43400E+00	 2.39145E-01	 4.51499E-03	 2.64663E+01	 2.55663E+00	-1.09623E+00	 9.57322E-01
     4.420	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33462E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57323E-01
     4.424	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93507E-01	 9.33466E-03	-4.45292E-02	 4.43400E+00	 2.39145E-01	 4.51499E-03	 2.64663E+01	 2.55663E+00	-1.09623E+00	 9.57322E-01
     4.428	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33463E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57322E-01
     4.432	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93507E-01	 9.33465E-03	-4.45292E-02	 4.43400E+00	 2.39145E-01	 4.51499E-03	 2.64663E+01	 2.55663E+00	-1.09623E+00	 9.57322E-01
     4.436	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33463E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57322E-01
     4.440	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93507E-01	 9.33465E-03	-4.45292E-02	 4.43400E+00	 2.39145E-01	 4.51499E-03	 2.64663E+01	 2.55663E+00	-1.09623E+00	 9.57323E-01
     4.444	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33462E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57323E-01
     4.448	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93507E-01	 9.33465E-03	-4.45292E-02	 4.43400E+00	 2.39145E-01	 4.51499E-03	 2.64663E+01	 2.55663E+00	-1.09623E+00	 9.57323E-01
     4.452	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33463E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57323E-01
     4.456	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93507E-01	 9.33465E-03	-4.45292E-02	 4.43400E+00	 2.39145E-01	 4.51499E-03	 2.64663E+01	 2.55663E+00	-1.09623E+00	 9.57322E-01
     4.460	 5.00000E+00	 0.00000E+00	 0.00000E+00	 2.69225E+00	 5.85862E+02	 4.93400E-01	 1.38563E-02	 4.93506E-01	 9.33463E-03	-4.45292E-02	 4.43400E+00	 2.39146E-01	 4.51499E-03	 2.64663E+01	 2.55662E+00	-1.09623E+00	 9.57322E-01
