
These predictions were generated by SubDyn on 28-Jan-2021 at 17:18:35.




    Time	  IntfTDXss	  IntfTDYss	  IntfTDZss	  IntfRDXss	  IntfRDYss	  IntfRDZss	   IntfFXss	   IntfFZss	   IntfMYss	   IntfMZss	  M1N1TDxss	  M1N1TDyss	  M1N1TDzss	   M1N1RDxe	   M1N1RDye	   M1N1RDze	   M1N1TAxe	   M1N1TAye	   M1N1TAze	   M1N1RAxe	   M1N1RAye	   M1N1RAze	   M1N1FKxe	   M1N1FKye	   M1N1FKze	   M1N1MKxe	   M1N1MKye	   M1N1MKze	   M1N1FMye	  M2N1TDxss	  M2N1TDyss	  M2N1TDzss	   M2N1RDxe	   M2N1RDye	   M2N1RDze	   M2N1TAxe	   M2N1TAye	   M2N1TAze	   M2N1FKxe	   M2N1FKye	   M2N1FKze	   M2N1MKxe	   M2N1MKye	   M2N1MKze	   M2N1FMye	  M2N2TDxss	  M2N2TDyss	  M2N2TDzss	   M2N2RDxe	   M2N2RDye	   M2N2RDze	   M2N2TAxe	   M2N2TAye	   M2N2TAze	   M2N2FKxe	   M2N2FKye	   M2N2FKze	   M2N2MKxe	   M2N2MKye	   M2N2MKze
       s	        (m)	        (m)	        (m)	      (rad)	      (rad)	      (rad)	        (N)	        (N)	       (Nm)	       (Nm)	        (m)	        (m)	        (m)	      (rad)	      (rad)	      (rad)	    (m/s^2)	    (m/s^2)	    (m/s^2)	  (rad/s^2)	  (rad/s^2)	  (rad/s^2)	        (N)	        (N)	        (N)	      (N*m)	      (N*m)	      (N*m)	        (N)	        (m)	        (m)	        (m)	      (rad)	      (rad)	      (rad)	    (m/s^2)	    (m/s^2)	    (m/s^2)	        (N)	        (N)	        (N)	      (N*m)	      (N*m)	      (N*m)	        (N)	        (m)	        (m)	        (m)	      (rad)	      (rad)	      (rad)	    (m/s^2)	    (m/s^2)	    (m/s^2)	        (N)	        (N)	        (N)	      (N*m)	      (N*m)	      (N*m)
   63.9000	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 4.1464E+06	 5.2250E+07	 2.4067E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 4.6855E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 2.4257E+08	-0.0000E+00	-0.0000E+00	-1.7315E+00	 1.2000E+01	 9.1074E-01	 0.0000E+00	-1.5059E-01	 0.0000E+00	 7.5903E-01	 0.0000E+00	 1.3245E-01	 1.0507E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 2.8391E+07	-0.0000E+00	-0.0000E+00	-2.8422E+00	 1.2000E+01	 9.9101E-01	 0.0000E+00	-1.5007E-01	 0.0000E+00	 8.6236E-01	 0.0000E+00	 1.5048E-01	 9.4087E+05	 0.0000E+00	 2.3483E+07	 0.0000E+00	 2.0519E+07	 0.0000E+00
   63.9500	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 4.1443E+06	 5.2250E+07	 2.3926E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 4.6851E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 2.4093E+08	-0.0000E+00	-0.0000E+00	-1.7441E+00	 1.2000E+01	 9.1293E-01	 0.0000E+00	-1.5092E-01	 0.0000E+00	 7.4978E-01	 0.0000E+00	 1.3084E-01	 1.0333E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 2.7177E+07	-0.0000E+00	-0.0000E+00	-2.8572E+00	 1.2000E+01	 9.9364E-01	 0.0000E+00	-1.5042E-01	 0.0000E+00	 8.5462E-01	 0.0000E+00	 1.4913E-01	 9.2258E+05	 0.0000E+00	 2.3483E+07	 0.0000E+00	 1.9434E+07	 0.0000E+00
   64.0000	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 4.1369E+06	 5.2251E+07	 2.3823E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 4.6901E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 2.3966E+08	-0.0000E+00	-0.0000E+00	-1.7548E+00	 1.2000E+01	 9.1480E-01	 0.0000E+00	-1.5121E-01	 0.0000E+00	 7.3757E-01	 0.0000E+00	 1.2871E-01	 1.0190E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 2.5951E+07	-0.0000E+00	-0.0000E+00	-2.8702E+00	 1.2000E+01	 9.9590E-01	 0.0000E+00	-1.5074E-01	 0.0000E+00	 8.4346E-01	 0.0000E+00	 1.4718E-01	 9.0685E+05	 0.0000E+00	 2.3483E+07	 0.0000E+00	 1.8315E+07	 0.0000E+00
   64.0500	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 4.1225E+06	 5.2254E+07	 2.3760E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 4.7022E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 2.3880E+08	-0.0000E+00	-0.0000E+00	-1.7636E+00	 1.2000E+01	 9.1634E-01	 0.0000E+00	-1.5146E-01	 0.0000E+00	 7.2268E-01	 0.0000E+00	 1.2611E-01	 1.0061E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 2.4727E+07	-0.0000E+00	-0.0000E+00	-2.8810E+00	 1.2000E+01	 9.9779E-01	 0.0000E+00	-1.5102E-01	 0.0000E+00	 8.3003E-01	 0.0000E+00	 1.4484E-01	 8.9222E+05	 0.0000E+00	 2.3483E+07	 0.0000E+00	 1.7188E+07	 0.0000E+00
   64.1000	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 4.1021E+06	 5.2258E+07	 2.3733E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 4.7206E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 2.3831E+08	-0.0000E+00	-0.0000E+00	-1.7707E+00	 1.2000E+01	 9.1757E-01	 0.0000E+00	-1.5168E-01	 0.0000E+00	 7.0554E-01	 0.0000E+00	 1.2312E-01	 9.9484E+05	-0.0000E+00	 2.4788E+07	-0.0000E+00	 2.3521E+07	-0.0000E+00	-0.0000E+00	-2.8897E+00	 1.2000E+01	 9.9931E-01	 0.0000E+00	-1.5126E-01	 0.0000E+00	 8.1463E-01	 0.0000E+00	 1.4215E-01	 8.7889E+05	 0.0000E+00	 2.3483E+07	 0.0000E+00	 1.6067E+07	 0.0000E+00
   64.1500	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 4.0784E+06	 5.2262E+07	 2.3738E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 4.7424E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 2.3813E+08	-0.0000E+00	-0.0000E+00	-1.7759E+00	 1.2000E+01	 9.1849E-01	 0.0000E+00	-1.5186E-01	 0.0000E+00	 6.8663E-01	 0.0000E+00	 1.1982E-01	 9.8658E+05	-0.0000E+00	 2.4788E+07	-0.0000E+00	 2.2348E+07	-0.0000E+00	-0.0000E+00	-2.8964E+00	 1.2000E+01	 1.0005E+00	 0.0000E+00	-1.5147E-01	 0.0000E+00	 7.9692E-01	 0.0000E+00	 1.3906E-01	 8.6829E+05	 0.0000E+00	 2.3483E+07	 0.0000E+00	 1.4956E+07	 0.0000E+00
   64.2000	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 4.0501E+06	 5.2267E+07	 2.3776E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 4.7689E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 2.3828E+08	-0.0000E+00	-0.0000E+00	-1.7795E+00	 1.2000E+01	 9.1911E-01	 0.0000E+00	-1.5201E-01	 0.0000E+00	 6.6639E-01	 0.0000E+00	 1.1629E-01	 9.7988E+05	-0.0000E+00	 2.4788E+07	-0.0000E+00	 2.1227E+07	-0.0000E+00	-0.0000E+00	-2.9011E+00	 1.2000E+01	 1.0013E+00	 0.0000E+00	-1.5164E-01	 0.0000E+00	 7.7811E-01	 0.0000E+00	 1.3578E-01	 8.5909E+05	 0.0000E+00	 2.3483E+07	 0.0000E+00	 1.3886E+07	 0.0000E+00
   64.2500	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 4.0179E+06	 5.2272E+07	 2.3843E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 4.7996E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 2.3874E+08	-0.0000E+00	-0.0000E+00	-1.7814E+00	 1.2000E+01	 9.1944E-01	 0.0000E+00	-1.5212E-01	 0.0000E+00	 6.4530E-01	 0.0000E+00	 1.1261E-01	 9.7460E+05	-0.0000E+00	 2.4788E+07	-0.0000E+00	 2.0178E+07	-0.0000E+00	-0.0000E+00	-2.9039E+00	 1.2000E+01	 1.0018E+00	 0.0000E+00	-1.5177E-01	 0.0000E+00	 7.5874E-01	 0.0000E+00	 1.3240E-01	 8.5122E+05	 0.0000E+00	 2.3483E+07	 0.0000E+00	 1.2876E+07	 0.0000E+00
   64.3000	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 3.9849E+06	 5.2278E+07	 2.3934E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 4.8312E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 2.3944E+08	-0.0000E+00	-0.0000E+00	-1.7817E+00	 1.2000E+01	 9.1949E-01	 0.0000E+00	-1.5219E-01	 0.0000E+00	 6.2394E-01	 0.0000E+00	 1.0888E-01	 9.7234E+05	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.9218E+07	-0.0000E+00	-0.0000E+00	-2.9048E+00	 1.2000E+01	 1.0019E+00	 0.0000E+00	-1.5186E-01	 0.0000E+00	 7.3846E-01	 0.0000E+00	 1.2886E-01	 8.4623E+05	 0.0000E+00	 2.3483E+07	 0.0000E+00	 1.1933E+07	 0.0000E+00
   64.3500	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 3.9499E+06	 5.2284E+07	 2.4050E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 4.8648E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 2.4038E+08	-0.0000E+00	-0.0000E+00	-1.7804E+00	 1.2000E+01	 9.1926E-01	 0.0000E+00	-1.5222E-01	 0.0000E+00	 6.0275E-01	 0.0000E+00	 1.0518E-01	 9.7176E+05	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.8367E+07	-0.0000E+00	-0.0000E+00	-2.9038E+00	 1.2000E+01	 1.0018E+00	 0.0000E+00	-1.5191E-01	 0.0000E+00	 7.1843E-01	 0.0000E+00	 1.2537E-01	 8.4296E+05	 0.0000E+00	 2.3483E+07	 0.0000E+00	 1.1087E+07	 0.0000E+00
   64.4000	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 3.9133E+06	 5.2290E+07	 2.4188E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 4.9002E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 2.4156E+08	-0.0000E+00	-0.0000E+00	-1.7776E+00	 1.2000E+01	 9.1878E-01	 0.0000E+00	-1.5222E-01	 0.0000E+00	 5.8222E-01	 0.0000E+00	 1.0160E-01	 9.7243E+05	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.7644E+07	-0.0000E+00	-0.0000E+00	-2.9010E+00	 1.2000E+01	 1.0013E+00	 0.0000E+00	-1.5192E-01	 0.0000E+00	 6.9932E-01	 0.0000E+00	 1.2203E-01	 8.4105E+05	 0.0000E+00	 2.3483E+07	 0.0000E+00	 1.0359E+07	 0.0000E+00
   64.4500	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 3.8782E+06	 5.2297E+07	 2.4342E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 4.9342E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 2.4289E+08	-0.0000E+00	-0.0000E+00	-1.7734E+00	 1.2000E+01	 9.1804E-01	 0.0000E+00	-1.5217E-01	 0.0000E+00	 5.6287E-01	 0.0000E+00	 9.8220E-02	 9.7603E+05	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.7065E+07	-0.0000E+00	-0.0000E+00	-2.8965E+00	 1.2000E+01	 1.0005E+00	 0.0000E+00	-1.5189E-01	 0.0000E+00	 6.8069E-01	 0.0000E+00	 1.1878E-01	 8.4212E+05	 0.0000E+00	 2.3483E+07	 0.0000E+00	 9.7535E+06	 0.0000E+00
   64.5000	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 3.8436E+06	 5.2303E+07	 2.4513E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 4.9678E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 2.4440E+08	-0.0000E+00	-0.0000E+00	-1.7677E+00	 1.2000E+01	 9.1705E-01	 0.0000E+00	-1.5209E-01	 0.0000E+00	 5.4508E-01	 0.0000E+00	 9.5116E-02	 9.8143E+05	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.6648E+07	-0.0000E+00	-0.0000E+00	-2.8903E+00	 1.2000E+01	 9.9941E-01	 0.0000E+00	-1.5181E-01	 0.0000E+00	 6.6354E-01	 0.0000E+00	 1.1579E-01	 8.4520E+05	 0.0000E+00	 2.3483E+07	 0.0000E+00	 9.2955E+06	 0.0000E+00
   64.5500	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 3.8094E+06	 5.2309E+07	 2.4700E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 5.0011E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 2.4607E+08	-0.0000E+00	-0.0000E+00	-1.7607E+00	 1.2000E+01	 9.1583E-01	 0.0000E+00	-1.5197E-01	 0.0000E+00	 5.2920E-01	 0.0000E+00	 9.2346E-02	 9.8792E+05	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.6406E+07	-0.0000E+00	-0.0000E+00	-2.8824E+00	 1.2000E+01	 9.9804E-01	 0.0000E+00	-1.5170E-01	 0.0000E+00	 6.4855E-01	 0.0000E+00	 1.1317E-01	 8.4966E+05	 0.0000E+00	 2.3483E+07	 0.0000E+00	 9.0050E+06	 0.0000E+00
   64.6000	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 3.7784E+06	 5.2314E+07	 2.4897E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 5.0312E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 2.4785E+08	-0.0000E+00	-0.0000E+00	-1.7524E+00	 1.2000E+01	 9.1437E-01	 0.0000E+00	-1.5181E-01	 0.0000E+00	 5.1564E-01	 0.0000E+00	 8.9980E-02	 9.9724E+05	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.6351E+07	-0.0000E+00	-0.0000E+00	-2.8729E+00	 1.2000E+01	 9.9638E-01	 0.0000E+00	-1.5154E-01	 0.0000E+00	 6.3516E-01	 0.0000E+00	 1.1084E-01	 8.5714E+05	 0.0000E+00	 2.3483E+07	 0.0000E+00	 8.8804E+06	 0.0000E+00
   64.6500	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 3.7498E+06	 5.2319E+07	 2.5106E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 5.0589E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 2.4973E+08	-0.0000E+00	-0.0000E+00	-1.7427E+00	 1.2000E+01	 9.1269E-01	 0.0000E+00	-1.5162E-01	 0.0000E+00	 5.0462E-01	 0.0000E+00	 8.8056E-02	 1.0085E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.6493E+07	-0.0000E+00	-0.0000E+00	-2.8618E+00	 1.2000E+01	 9.9445E-01	 0.0000E+00	-1.5135E-01	 0.0000E+00	 6.2407E-01	 0.0000E+00	 1.0890E-01	 8.6686E+05	 0.0000E+00	 2.3483E+07	 0.0000E+00	 8.9385E+06	 0.0000E+00
   64.7000	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 3.7227E+06	 5.2324E+07	 2.5326E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 5.0851E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 2.5174E+08	-0.0000E+00	-0.0000E+00	-1.7318E+00	 1.2000E+01	 9.1079E-01	 0.0000E+00	-1.5138E-01	 0.0000E+00	 4.9629E-01	 0.0000E+00	 8.6603E-02	 1.0207E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.6841E+07	-0.0000E+00	-0.0000E+00	-2.8492E+00	 1.2000E+01	 9.9224E-01	 0.0000E+00	-1.5110E-01	 0.0000E+00	 6.1593E-01	 0.0000E+00	 1.0748E-01	 8.7796E+05	 0.0000E+00	 2.3483E+07	 0.0000E+00	 9.1945E+06	 0.0000E+00
   64.7500	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 3.6996E+06	 5.2328E+07	 2.5553E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 5.1073E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 2.5383E+08	-0.0000E+00	-0.0000E+00	-1.7197E+00	 1.2000E+01	 9.0867E-01	 0.0000E+00	-1.5111E-01	 0.0000E+00	 4.9085E-01	 0.0000E+00	 8.5653E-02	 1.0356E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.7397E+07	-0.0000E+00	-0.0000E+00	-2.8350E+00	 1.2000E+01	 9.8976E-01	 0.0000E+00	-1.5082E-01	 0.0000E+00	 6.0997E-01	 0.0000E+00	 1.0644E-01	 8.9205E+05	 0.0000E+00	 2.3483E+07	 0.0000E+00	 9.6387E+06	 0.0000E+00
   64.8000	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 3.6799E+06	 5.2331E+07	 2.5788E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 5.1261E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 2.5599E+08	-0.0000E+00	-0.0000E+00	-1.7063E+00	 1.2000E+01	 9.0634E-01	 0.0000E+00	-1.5080E-01	 0.0000E+00	 4.8831E-01	 0.0000E+00	 8.5211E-02	 1.0526E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.8164E+07	-0.0000E+00	-0.0000E+00	-2.8193E+00	 1.2000E+01	 9.8702E-01	 0.0000E+00	-1.5049E-01	 0.0000E+00	 6.0655E-01	 0.0000E+00	 1.0584E-01	 9.0856E+05	 0.0000E+00	 2.3483E+07	 0.0000E+00	 1.0278E+07	 0.0000E+00
   64.8500	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 3.6618E+06	 5.2334E+07	 2.6035E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 5.1432E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 2.5827E+08	-0.0000E+00	-0.0000E+00	-1.6918E+00	 1.2000E+01	 9.0380E-01	 0.0000E+00	-1.5045E-01	 0.0000E+00	 4.8861E-01	 0.0000E+00	 8.5262E-02	 1.0705E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.9140E+07	-0.0000E+00	-0.0000E+00	-2.8020E+00	 1.2000E+01	 9.8401E-01	 0.0000E+00	-1.5013E-01	 0.0000E+00	 6.0625E-01	 0.0000E+00	 1.0579E-01	 9.2639E+05	 0.0000E+00	 2.3483E+07	 0.0000E+00	 1.1120E+07	 0.0000E+00
   64.9000	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 3.6476E+06	 5.2337E+07	 2.6289E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 5.1564E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 2.6062E+08	-0.0000E+00	-0.0000E+00	-1.6760E+00	 1.2000E+01	 9.0104E-01	 0.0000E+00	-1.5006E-01	 0.0000E+00	 4.9170E-01	 0.0000E+00	 8.5802E-02	 1.0909E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 2.0321E+07	-0.0000E+00	-0.0000E+00	-2.7833E+00	 1.2000E+01	 9.8074E-01	 0.0000E+00	-1.4972E-01	 0.0000E+00	 6.0809E-01	 0.0000E+00	 1.0611E-01	 9.4708E+05	 0.0000E+00	 2.3483E+07	 0.0000E+00	 1.2148E+07	 0.0000E+00
   64.9500	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 3.6364E+06	 5.2339E+07	 2.6552E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 5.1665E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 2.6306E+08	-0.0000E+00	-0.0000E+00	-1.6589E+00	 1.2000E+01	 8.9807E-01	 0.0000E+00	-1.4964E-01	 0.0000E+00	 4.9739E-01	 0.0000E+00	 8.6794E-02	 1.1135E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 2.1700E+07	-0.0000E+00	-0.0000E+00	-2.7630E+00	 1.2000E+01	 9.7720E-01	 0.0000E+00	-1.4926E-01	 0.0000E+00	 6.1211E-01	 0.0000E+00	 1.0681E-01	 9.7027E+05	 0.0000E+00	 2.3483E+07	 0.0000E+00	 1.3357E+07	 0.0000E+00
   65.0000	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 3.6260E+06	 5.2341E+07	 2.6828E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 5.1757E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 2.6563E+08	-0.0000E+00	-0.0000E+00	-1.6407E+00	 1.2000E+01	 8.9488E-01	 0.0000E+00	-1.4918E-01	 0.0000E+00	 5.0538E-01	 0.0000E+00	 8.8189E-02	 1.1370E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 2.3269E+07	-0.0000E+00	-0.0000E+00	-2.7412E+00	 1.2000E+01	 9.7340E-01	 0.0000E+00	-1.4877E-01	 0.0000E+00	 6.1875E-01	 0.0000E+00	 1.0797E-01	 9.9467E+05	 0.0000E+00	 2.3483E+07	 0.0000E+00	 1.4749E+07	 0.0000E+00
