
These predictions were generated by SubDyn on 28-Jan-2021 at 17:18:35.




    Time	  IntfTDXss	  IntfTDYss	  IntfTDZss	  IntfRDXss	  IntfRDYss	  IntfRDZss	   IntfFXss	   IntfFZss	   IntfMYss	   IntfMZss	  M1N1TDxss	  M1N1TDyss	  M1N1TDzss	   M1N1RDxe	   M1N1RDye	   M1N1RDze	   M1N1TAxe	   M1N1TAye	   M1N1TAze	   M1N1RAxe	   M1N1RAye	   M1N1RAze	   M1N1FKxe	   M1N1FKye	   M1N1FKze	   M1N1MKxe	   M1N1MKye	   M1N1MKze	   M1N1FMye	  M2N1TDxss	  M2N1TDyss	  M2N1TDzss	   M2N1RDxe	   M2N1RDye	   M2N1RDze	   M2N1TAxe	   M2N1TAye	   M2N1TAze	   M2N1FKxe	   M2N1FKye	   M2N1FKze	   M2N1MKxe	   M2N1MKye	   M2N1MKze	   M2N1FMye	  M2N2TDxss	  M2N2TDyss	  M2N2TDzss	   M2N2RDxe	   M2N2RDye	   M2N2RDze	   M2N2TAxe	   M2N2TAye	   M2N2TAze	   M2N2FKxe	   M2N2FKye	   M2N2FKze	   M2N2MKxe	   M2N2MKye	   M2N2MKze
       s	        (m)	        (m)	        (m)	      (rad)	      (rad)	      (rad)	        (N)	        (N)	       (Nm)	       (Nm)	        (m)	        (m)	        (m)	      (rad)	      (rad)	      (rad)	    (m/s^2)	    (m/s^2)	    (m/s^2)	  (rad/s^2)	  (rad/s^2)	  (rad/s^2)	        (N)	        (N)	        (N)	      (N*m)	      (N*m)	      (N*m)	        (N)	        (m)	        (m)	        (m)	      (rad)	      (rad)	      (rad)	    (m/s^2)	    (m/s^2)	    (m/s^2)	        (N)	        (N)	        (N)	      (N*m)	      (N*m)	      (N*m)	        (N)	        (m)	        (m)	        (m)	      (rad)	      (rad)	      (rad)	    (m/s^2)	    (m/s^2)	    (m/s^2)	        (N)	        (N)	        (N)	      (N*m)	      (N*m)	      (N*m)
  243.6000	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 1.5048E+06	 5.2711E+07	 5.1644E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 7.3663E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 5.1810E+08	-0.0000E+00	-0.0000E+00	-8.0118E-02	 1.2000E+01	 6.2256E-01	 0.0000E+00	-1.1270E-01	 0.0000E+00	 2.4126E-01	 0.0000E+00	 4.2099E-02	 3.0815E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.1478E+08	-0.0000E+00	-0.0000E+00	-9.0432E-01	 1.2000E+01	 6.5286E-01	 0.0000E+00	-1.1050E-01	 0.0000E+00	 2.8366E-01	 0.0000E+00	 4.9498E-02	 2.8924E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 9.1668E+07	 0.0000E+00
  243.6500	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 1.5218E+06	 5.2708E+07	 5.1455E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 7.3483E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 5.1612E+08	-0.0000E+00	-0.0000E+00	-9.2161E-02	 1.2000E+01	 6.2467E-01	 0.0000E+00	-1.1298E-01	 0.0000E+00	 2.4400E-01	 0.0000E+00	 4.2578E-02	 3.0665E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.1411E+08	-0.0000E+00	-0.0000E+00	-9.1847E-01	 1.2000E+01	 6.5533E-01	 0.0000E+00	-1.1079E-01	 0.0000E+00	 2.8695E-01	 0.0000E+00	 5.0074E-02	 2.8778E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 9.1110E+07	 0.0000E+00
  243.7000	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 1.5380E+06	 5.2705E+07	 5.1275E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 7.3311E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 5.1425E+08	-0.0000E+00	-0.0000E+00	-1.0360E-01	 1.2000E+01	 6.2666E-01	 0.0000E+00	-1.1325E-01	 0.0000E+00	 2.4661E-01	 0.0000E+00	 4.3034E-02	 3.0523E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.1347E+08	-0.0000E+00	-0.0000E+00	-9.3191E-01	 1.2000E+01	 6.5767E-01	 0.0000E+00	-1.1107E-01	 0.0000E+00	 2.9003E-01	 0.0000E+00	 5.0611E-02	 2.8641E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 9.0580E+07	 0.0000E+00
  243.7500	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 1.5535E+06	 5.2702E+07	 5.1105E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 7.3146E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 5.1247E+08	-0.0000E+00	-0.0000E+00	-1.1441E-01	 1.2000E+01	 6.2855E-01	 0.0000E+00	-1.1350E-01	 0.0000E+00	 2.4910E-01	 0.0000E+00	 4.3468E-02	 3.0391E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.1287E+08	-0.0000E+00	-0.0000E+00	-9.4462E-01	 1.2000E+01	 6.5989E-01	 0.0000E+00	-1.1133E-01	 0.0000E+00	 2.9287E-01	 0.0000E+00	 5.1105E-02	 2.8512E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 9.0077E+07	 0.0000E+00
  243.8000	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 1.5678E+06	 5.2700E+07	 5.0947E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 7.2994E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 5.1080E+08	-0.0000E+00	-0.0000E+00	-1.2461E-01	 1.2000E+01	 6.3033E-01	 0.0000E+00	-1.1373E-01	 0.0000E+00	 2.5143E-01	 0.0000E+00	 4.3875E-02	 3.0263E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.1230E+08	-0.0000E+00	-0.0000E+00	-9.5661E-01	 1.2000E+01	 6.6198E-01	 0.0000E+00	-1.1158E-01	 0.0000E+00	 2.9567E-01	 0.0000E+00	 5.1594E-02	 2.8389E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 8.9607E+07	 0.0000E+00
  243.8500	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 1.5812E+06	 5.2697E+07	 5.0798E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 7.2849E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 5.0923E+08	-0.0000E+00	-0.0000E+00	-1.3417E-01	 1.2000E+01	 6.3200E-01	 0.0000E+00	-1.1395E-01	 0.0000E+00	 2.5364E-01	 0.0000E+00	 4.4259E-02	 3.0144E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.1177E+08	-0.0000E+00	-0.0000E+00	-9.6785E-01	 1.2000E+01	 6.6395E-01	 0.0000E+00	-1.1181E-01	 0.0000E+00	 2.9827E-01	 0.0000E+00	 5.2048E-02	 2.8274E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 8.9165E+07	 0.0000E+00
  243.9000	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 1.5940E+06	 5.2695E+07	 5.0660E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 7.2712E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 5.0775E+08	-0.0000E+00	-0.0000E+00	-1.4310E-01	 1.2000E+01	 6.3356E-01	 0.0000E+00	-1.1416E-01	 0.0000E+00	 2.5570E-01	 0.0000E+00	 4.4620E-02	 3.0035E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.1128E+08	-0.0000E+00	-0.0000E+00	-9.7835E-01	 1.2000E+01	 6.6578E-01	 0.0000E+00	-1.1203E-01	 0.0000E+00	 3.0060E-01	 0.0000E+00	 5.2455E-02	 2.8168E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 8.8752E+07	 0.0000E+00
  243.9500	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 1.6055E+06	 5.2693E+07	 5.0532E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 7.2587E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 5.0639E+08	-0.0000E+00	-0.0000E+00	-1.5140E-01	 1.2000E+01	 6.3500E-01	 0.0000E+00	-1.1435E-01	 0.0000E+00	 2.5761E-01	 0.0000E+00	 4.4954E-02	 2.9932E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.1082E+08	-0.0000E+00	-0.0000E+00	-9.8809E-01	 1.2000E+01	 6.6748E-01	 0.0000E+00	-1.1223E-01	 0.0000E+00	 3.0289E-01	 0.0000E+00	 5.2853E-02	 2.8068E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 8.8371E+07	 0.0000E+00
  244.0000	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 1.6161E+06	 5.2691E+07	 5.0415E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 7.2472E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 5.0514E+08	-0.0000E+00	-0.0000E+00	-1.5905E-01	 1.2000E+01	 6.3634E-01	 0.0000E+00	-1.1453E-01	 0.0000E+00	 2.5938E-01	 0.0000E+00	 4.5262E-02	 2.9836E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.1039E+08	-0.0000E+00	-0.0000E+00	-9.9708E-01	 1.2000E+01	 6.6905E-01	 0.0000E+00	-1.1241E-01	 0.0000E+00	 3.0498E-01	 0.0000E+00	 5.3219E-02	 2.7976E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 8.8020E+07	 0.0000E+00
  244.0500	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 1.6260E+06	 5.2690E+07	 5.0308E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 7.2363E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 5.0398E+08	-0.0000E+00	-0.0000E+00	-1.6605E-01	 1.2000E+01	 6.3756E-01	 0.0000E+00	-1.1469E-01	 0.0000E+00	 2.6101E-01	 0.0000E+00	 4.5546E-02	 2.9751E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.1001E+08	-0.0000E+00	-0.0000E+00	-1.0053E+00	 1.2000E+01	 6.7048E-01	 0.0000E+00	-1.1258E-01	 0.0000E+00	 3.0679E-01	 0.0000E+00	 5.3534E-02	 2.7893E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 8.7697E+07	 0.0000E+00
  244.1000	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 1.6347E+06	 5.2688E+07	 5.0213E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 7.2267E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 5.0294E+08	-0.0000E+00	-0.0000E+00	-1.7239E-01	 1.2000E+01	 6.3867E-01	 0.0000E+00	-1.1484E-01	 0.0000E+00	 2.6247E-01	 0.0000E+00	 4.5801E-02	 2.9672E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.0966E+08	-0.0000E+00	-0.0000E+00	-1.0128E+00	 1.2000E+01	 6.7178E-01	 0.0000E+00	-1.1274E-01	 0.0000E+00	 3.0853E-01	 0.0000E+00	 5.3839E-02	 2.7817E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 8.7407E+07	 0.0000E+00
  244.1500	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 1.6423E+06	 5.2687E+07	 5.0128E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 7.2181E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 5.0200E+08	-0.0000E+00	-0.0000E+00	-1.7809E-01	 1.2000E+01	 6.3966E-01	 0.0000E+00	-1.1497E-01	 0.0000E+00	 2.6378E-01	 0.0000E+00	 4.6030E-02	 2.9601E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.0934E+08	-0.0000E+00	-0.0000E+00	-1.0195E+00	 1.2000E+01	 6.7295E-01	 0.0000E+00	-1.1287E-01	 0.0000E+00	 3.1010E-01	 0.0000E+00	 5.4112E-02	 2.7748E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 8.7147E+07	 0.0000E+00
  244.2000	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 1.6493E+06	 5.2686E+07	 5.0054E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 7.2102E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 5.0117E+08	-0.0000E+00	-0.0000E+00	-1.8312E-01	 1.2000E+01	 6.4054E-01	 0.0000E+00	-1.1509E-01	 0.0000E+00	 2.6494E-01	 0.0000E+00	 4.6233E-02	 2.9540E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.0907E+08	-0.0000E+00	-0.0000E+00	-1.0254E+00	 1.2000E+01	 6.7398E-01	 0.0000E+00	-1.1300E-01	 0.0000E+00	 3.1136E-01	 0.0000E+00	 5.4332E-02	 2.7689E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 8.6916E+07	 0.0000E+00
  244.2500	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 1.6550E+06	 5.2685E+07	 4.9991E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 7.2036E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 5.0045E+08	-0.0000E+00	-0.0000E+00	-1.8749E-01	 1.2000E+01	 6.4130E-01	 0.0000E+00	-1.1519E-01	 0.0000E+00	 2.6594E-01	 0.0000E+00	 4.6406E-02	 2.9486E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.0883E+08	-0.0000E+00	-0.0000E+00	-1.0305E+00	 1.2000E+01	 6.7488E-01	 0.0000E+00	-1.1310E-01	 0.0000E+00	 3.1253E-01	 0.0000E+00	 5.4537E-02	 2.7636E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 8.6717E+07	 0.0000E+00
  244.3000	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 1.6597E+06	 5.2684E+07	 4.9939E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 7.1980E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 4.9984E+08	-0.0000E+00	-0.0000E+00	-1.9119E-01	 1.2000E+01	 6.4195E-01	 0.0000E+00	-1.1527E-01	 0.0000E+00	 2.6676E-01	 0.0000E+00	 4.6550E-02	 2.9439E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.0863E+08	-0.0000E+00	-0.0000E+00	-1.0349E+00	 1.2000E+01	 6.7564E-01	 0.0000E+00	-1.1319E-01	 0.0000E+00	 3.1355E-01	 0.0000E+00	 5.4714E-02	 2.7591E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 8.6550E+07	 0.0000E+00
  244.3500	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 1.6637E+06	 5.2683E+07	 4.9897E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 7.1931E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 4.9934E+08	-0.0000E+00	-0.0000E+00	-1.9423E-01	 1.2000E+01	 6.4248E-01	 0.0000E+00	-1.1534E-01	 0.0000E+00	 2.6744E-01	 0.0000E+00	 4.6668E-02	 2.9403E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.0846E+08	-0.0000E+00	-0.0000E+00	-1.0384E+00	 1.2000E+01	 6.7626E-01	 0.0000E+00	-1.1326E-01	 0.0000E+00	 3.1424E-01	 0.0000E+00	 5.4834E-02	 2.7556E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 8.6411E+07	 0.0000E+00
  244.4000	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 1.6665E+06	 5.2683E+07	 4.9867E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 7.1895E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 4.9895E+08	-0.0000E+00	-0.0000E+00	-1.9660E-01	 1.2000E+01	 6.4289E-01	 0.0000E+00	-1.1540E-01	 0.0000E+00	 2.6794E-01	 0.0000E+00	 4.6755E-02	 2.9373E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.0833E+08	-0.0000E+00	-0.0000E+00	-1.0412E+00	 1.2000E+01	 6.7675E-01	 0.0000E+00	-1.1332E-01	 0.0000E+00	 3.1482E-01	 0.0000E+00	 5.4937E-02	 2.7528E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 8.6304E+07	 0.0000E+00
  244.4500	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 1.6681E+06	 5.2682E+07	 4.9849E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 7.1870E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 4.9867E+08	-0.0000E+00	-0.0000E+00	-1.9830E-01	 1.2000E+01	 6.4319E-01	 0.0000E+00	-1.1544E-01	 0.0000E+00	 2.6826E-01	 0.0000E+00	 4.6812E-02	 2.9351E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.0824E+08	-0.0000E+00	-0.0000E+00	-1.0432E+00	 1.2000E+01	 6.7710E-01	 0.0000E+00	-1.1336E-01	 0.0000E+00	 3.1526E-01	 0.0000E+00	 5.5013E-02	 2.7506E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 8.6229E+07	 0.0000E+00
  244.5000	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 1.6691E+06	 5.2682E+07	 4.9840E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 7.1852E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 4.9849E+08	-0.0000E+00	-0.0000E+00	-1.9933E-01	 1.2000E+01	 6.4337E-01	 0.0000E+00	-1.1546E-01	 0.0000E+00	 2.6843E-01	 0.0000E+00	 4.6841E-02	 2.9340E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.0818E+08	-0.0000E+00	-0.0000E+00	-1.0444E+00	 1.2000E+01	 6.7731E-01	 0.0000E+00	-1.1339E-01	 0.0000E+00	 3.1537E-01	 0.0000E+00	 5.5032E-02	 2.7495E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 8.6182E+07	 0.0000E+00
  244.5500	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 1.6689E+06	 5.2682E+07	 4.9843E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 7.1846E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 4.9843E+08	-0.0000E+00	-0.0000E+00	-1.9969E-01	 1.2000E+01	 6.4343E-01	 0.0000E+00	-1.1547E-01	 0.0000E+00	 2.6842E-01	 0.0000E+00	 4.6839E-02	 2.9335E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.0817E+08	-0.0000E+00	-0.0000E+00	-1.0448E+00	 1.2000E+01	 6.7738E-01	 0.0000E+00	-1.1340E-01	 0.0000E+00	 3.1535E-01	 0.0000E+00	 5.5029E-02	 2.7491E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 8.6167E+07	 0.0000E+00
  244.6000	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 1.6674E+06	 5.2682E+07	 4.9858E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 7.1852E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 4.9849E+08	-0.0000E+00	-0.0000E+00	-1.9938E-01	 1.2000E+01	 6.4338E-01	 0.0000E+00	-1.1546E-01	 0.0000E+00	 2.6823E-01	 0.0000E+00	 4.6807E-02	 2.9338E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.0818E+08	-0.0000E+00	-0.0000E+00	-1.0445E+00	 1.2000E+01	 6.7732E-01	 0.0000E+00	-1.1339E-01	 0.0000E+00	 3.1520E-01	 0.0000E+00	 5.5003E-02	 2.7494E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 8.6184E+07	 0.0000E+00
  244.6500	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 1.6653E+06	 5.2683E+07	 4.9882E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 7.1865E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 4.9865E+08	-0.0000E+00	-0.0000E+00	-1.9839E-01	 1.2000E+01	 6.4320E-01	 0.0000E+00	-1.1544E-01	 0.0000E+00	 2.6788E-01	 0.0000E+00	 4.6746E-02	 2.9351E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.0824E+08	-0.0000E+00	-0.0000E+00	-1.0433E+00	 1.2000E+01	 6.7711E-01	 0.0000E+00	-1.1336E-01	 0.0000E+00	 3.1472E-01	 0.0000E+00	 5.4918E-02	 2.7507E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 8.6229E+07	 0.0000E+00
  244.7000	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 1.6621E+06	 5.2683E+07	 4.9918E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 7.1890E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 4.9892E+08	-0.0000E+00	-0.0000E+00	-1.9674E-01	 1.2000E+01	 6.4292E-01	 0.0000E+00	-1.1540E-01	 0.0000E+00	 2.6736E-01	 0.0000E+00	 4.6654E-02	 2.9372E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.0833E+08	-0.0000E+00	-0.0000E+00	-1.0414E+00	 1.2000E+01	 6.7677E-01	 0.0000E+00	-1.1332E-01	 0.0000E+00	 3.1409E-01	 0.0000E+00	 5.4809E-02	 2.7527E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 8.6305E+07	 0.0000E+00
