





     Time        HydroFxi        HydroFyi        HydroFzi        HydroMxi        HydroMyi        HydroMzi        M1N1FDxi        M1N1FDyi        M1N2FDxi        M1N2FDyi        M1N3FDxi        M1N3FDyi        M1N4FDxi        M1N4FDyi        M1N5FDxi        M1N5FDyi        M1N6FDxi        M1N6FDyi        M1N7FDxi        M1N7FDyi        M1N8FDxi        M1N8FDyi        M1N9FDxi        M1N9FDyi        M1N1FIxi        M1N1FIyi        M1N2FIxi        M1N2FIyi        M1N3FIxi        M1N3FIyi        M1N4FIxi        M1N4FIyi        M1N5FIxi        M1N5FIyi        M1N6FIxi        M1N6FIyi        M1N7FIxi        M1N7FIyi        M1N8FIxi        M1N8FIyi        M1N9FIxi        M1N9FIyi        J1FDzi          J1FIzi
    85.90   4.7788860e+05   8.8420119e+05   2.2152342e+07   9.4300447e+06  -5.2651852e+06   0.0000000e+00   4.7621650e+00  -3.4759322e-02   2.0426935e+00  -1.2920011e+00   5.7683662e-01  -2.9408526e+00  -3.9929394e+00  -1.0494273e+01  -9.7876466e+00  -1.5819366e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.2732240e+04   4.2504069e+04   2.0521691e+04   4.0168048e+04   1.7751030e+04   3.7332748e+04   1.6620881e+04   4.0703306e+04   8.2355538e+03   2.6413249e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -4.6680995e+04  -5.3764968e+05
    86.00   5.1920278e+05   9.2765610e+05   2.2112317e+07   9.7554755e+06  -5.5119136e+06   0.0000000e+00   8.4137176e+00   3.3056337e+00   3.5586666e+00   4.3165791e-01   9.1416388e-01  -7.7611462e-01  -2.1556893e+00  -5.5193151e+00  -6.1832586e+00  -9.1054826e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.5983659e+04   4.5659202e+04   2.4210043e+04   4.3550802e+04   2.1927666e+04   4.0944183e+04   2.3366422e+04   4.7247504e+04   1.1806704e+04   2.6808906e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -4.5735325e+04  -5.7862079e+05
    86.10   5.6149315e+05   9.7249854e+05   2.2073305e+07   1.0081340e+07  -5.7572147e+06   0.0000000e+00   1.4644684e+01   9.6144749e+00   7.3430334e+00   3.9749662e+00   2.1588194e+00   5.6211151e-01  -7.8096374e-01  -1.9098616e+00  -3.0748070e+00  -4.0728146e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.9386322e+04   4.8998453e+04   2.8095512e+04   4.7163266e+04   2.6355403e+04   4.4837492e+04   3.1178431e+04   5.4807891e+04   1.4399471e+04   2.6439363e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -4.4537362e+04  -6.1883073e+05
    86.20   6.0410521e+05   1.0182813e+06   2.2035439e+07   1.0404298e+07  -5.9970902e+06   0.0000000e+00   2.3946864e+01   2.0004995e+01   1.3920464e+01   1.1030145e+01   5.8064569e+00   4.1816885e+00   5.8675898e-01   6.1216692e-02  -9.4899300e-01  -1.0468190e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.2895608e+04   5.2495466e+04   3.2128000e+04   5.0978248e+04   3.0977957e+04   4.8984827e+04   4.0031037e+04   6.3374054e+04   1.5790379e+04   2.5146784e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -4.3087237e+04  -6.5814622e+05
    86.30   6.4634908e+05   1.0645075e+06   2.1998853e+07   1.0720700e+07  -6.2273189e+06   0.0000000e+00   3.6967164e+01   3.5471168e+01   2.3959988e+01   2.2749200e+01   1.2523691e+01   1.1872618e+01   3.9890789e+00   3.9409710e+00  -7.0811857e-02  -9.1899499e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.6463270e+04   5.6119805e+04   3.6253110e+04   5.4963858e+04   3.5733959e+04   5.3352935e+04   4.9812013e+04   7.2858250e+04   1.5841423e+04   2.2838331e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -4.1388399e+04  -6.9643128e+05
    86.40   6.8751027e+05   1.1106351e+06   2.1963677e+07   1.1026609e+07  -6.4435046e+06   0.0000000e+00   5.4465102e+01   5.7041822e+01   3.8308395e+01   4.0263246e+01   2.3221626e+01   2.4887382e+01   1.1583667e+01   1.3608909e+01   4.7456895e-01   8.0452341e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.0037994e+04   5.9837093e+04   4.0412787e+04   5.9083645e+04   4.0557686e+04   5.7903281e+04   6.0292706e+04   8.3064265e+04   1.4537390e+04   1.9521793e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -3.9448043e+04  -7.3354756e+05
    86.50   7.2685991e+05   1.1560795e+06   2.1930041e+07   1.1317826e+07  -6.6411281e+06   0.0000000e+00   7.7276758e+01   8.5810848e+01   5.7931028e+01   6.4788343e+01   3.8997760e+01   4.4557847e+01   2.6184501e+01   3.2478325e+01   1.6356010e+00   2.4368190e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.3566022e+04   6.3609222e+04   4.4546019e+04   6.3296803e+04   4.5379860e+04   6.2592256e+04   7.1097657e+04   9.3653062e+04   1.2023824e+04   1.5345224e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -3.7277527e+04  -7.6935464e+05
    86.60   7.6366353e+05   1.2002193e+06   2.1898070e+07   1.1589926e+07  -6.8156008e+06   0.0000000e+00   1.0628574e+02   1.2293171e+02   8.3875252e+01   9.7632747e+01   6.1076880e+01   7.2347167e+01   5.0383433e+01   6.3489774e+01   2.7515007e+00   3.8395307e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.6991815e+04   6.7394606e+04   4.8589598e+04   6.7558436e+04   5.0128510e+04   6.7371453e+04   8.1677678e+04   1.0410789e+05   8.6415858e+03   1.0637745e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -3.4892756e+04  -8.0371041e+05
    86.70   7.9719379e+05   1.2424054e+06   2.1867887e+07   1.1838296e+07  -6.9623226e+06   0.0000000e+00   1.4239358e+02   1.6959783e+02   1.1723724e+02   1.4017949e+02   9.0773507e+01   1.0983714e+02   8.6596575e+01   1.0929282e+02   2.9029946e+00   3.8858994e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   5.0258759e+04   7.1148499e+04   5.2478924e+04   7.1819898e+04   5.4729895e+04   7.2188025e+04   9.1291269e+04   1.1370287e+05   4.9527472e+03   5.9473404e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -3.2314539e+04  -8.3647147e+05
    86.80   8.2674172e+05   1.2819687e+06   2.1839610e+07   1.2058166e+07  -7.0767407e+06   0.0000000e+00   1.8648670e+02   2.2701427e+02   1.5912485e+02   1.9385718e+02   1.2945095e+02   1.5869882e+02   1.3629560e+02   1.7137365e+02   1.6607991e+00   2.1589408e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   5.3309890e+04   7.4823362e+04   5.6148833e+04   7.6029189e+04   5.9109453e+04   7.6985107e+04   9.9000123e+04   1.2148019e+05   1.7517586e+03   2.0701897e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.9568876e+04  -8.6749359e+05
    86.90   8.5162719e+05   1.3182285e+06   2.1813353e+07   1.2244663e+07  -7.1544087e+06   0.0000000e+00   2.3939933e+02   2.9636261e+02   2.1061499e+02   2.6010200e+02   1.7847273e+02   2.2065199e+02   1.9884838e+02   2.4873698e+02   7.8532071e-02   9.9916379e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   5.6088651e+04   7.8369282e+04   5.9534468e+04   8.0131406e+04   6.3192796e+04   8.1702321e+04   1.0368473e+05   1.2624231e+05   5.5499109e+01   6.5009088e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.6687191e+04  -8.9663219e+05
    87.00   8.7120796e+05   1.3505009e+06   2.1789223e+07   1.2392894e+07  -7.1911884e+06   0.0000000e+00   3.0187293e+02   3.7875992e+02   2.7270560e+02   3.4031203e+02   2.4096967e+02   2.9968197e+02   2.7019917e+02   3.3643445e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   5.8539644e+04   8.1734437e+04   6.2572139e+04   8.4069261e+04   6.7553946e+04   8.7074960e+04   1.0450397e+05   1.2701300e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.3706465e+04  -9.2374294e+05
    87.10   8.8488729e+05   1.3781067e+06   2.1767321e+07   1.2497907e+07  -7.1829367e+06   0.0000000e+00   3.7451293e+02   4.7521291e+02   3.4626359e+02   4.3579491e+02   3.2458405e+02   4.0545511e+02   3.4426344e+02   4.2724520e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   6.0609392e+04   8.4865609e+04   6.5200198e+04   8.7783641e+04   7.3471460e+04   9.4708385e+04   1.0168171e+05   1.2392093e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.0669280e+04  -9.4868227e+05
    87.20   8.9212397e+05   1.4003772e+06   2.1747741e+07   1.2554752e+07  -7.1258165e+06   0.0000000e+00   4.5774448e+02   5.8656835e+02   4.3197010e+02   5.4771017e+02   4.3603240e+02   5.4658908e+02   4.1339048e+02   5.1209442e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   6.2247081e+04   8.7708728e+04   6.7359898e+04   9.1214216e+04   8.0816104e+04   1.0451020e+05   9.5372419e+04   1.1701728e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -1.7623742e+04  -9.7130804e+05
    87.30   8.9243871e+05   1.4166640e+06   2.1730569e+07   1.2558571e+07  -7.0163510e+06   0.0000000e+00   5.5176857e+02   7.1346116e+02   5.3026549e+02   6.7700754e+02   5.8199495e+02   7.3185211e+02   4.6877425e+02   5.8050459e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   6.3405285e+04   9.0209455e+04   6.8996221e+04   9.4300090e+04   8.9189300e+04   1.1609805e+05   8.5996662e+04   1.0661850e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -1.4623283e+04  -9.9148021e+05
    87.40   8.8541965e+05   1.4263464e+06   2.1715885e+07   1.2504636e+07  -6.8514445e+06   0.0000000e+00   6.5652087e+02   8.5626191e+02   6.4129611e+02   8.2436339e+02   7.6802610e+02   9.6891145e+02   5.0169658e+02   6.2198234e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   6.4040658e+04   9.2313786e+04   7.0058685e+04   9.6980478e+04   9.7982687e+04   1.2884810e+05   7.4235009e+04   9.3325321e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -1.1726315e+04  -1.0090615e+06
    87.50   8.7072658e+05   1.4288379e+06   2.1703759e+07   1.2388409e+07  -6.6284295e+06   0.0000000e+00   7.7163480e+02   1.0150255e+03   7.6486551e+02   9.9011730e+02   9.9715033e+02   1.2626669e+03   5.0506698e+02   6.2777991e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   6.4114581e+04   9.3968680e+04   7.0502085e+04   9.9195410e+04   1.0642892e+05   1.4192561e+05   6.0973157e+04   7.7992786e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -8.9957484e+03  -1.0239181e+06
    87.60   8.4809387e+05   1.4235928e+06   2.1694254e+07   1.2205591e+07  -6.3451111e+06   0.0000000e+00   8.9641141e+02   1.1894433e+03   9.0039275e+02   1.1742114e+03   1.2684392e+03   1.6134912e+03   4.7505656e+02   5.9283255e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   6.3593766e+04   9.5122698e+04   7.0287196e+04   1.0088645e+05   1.1367843e+05   1.5434551e+05   4.7219201e+04   6.1668605e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -6.4983483e+03  -1.0359205e+06
    87.70   8.1733234e+05   1.4101115e+06   2.1687425e+07   1.1952182e+07  -5.9998062e+06   0.0000000e+00   1.0297976e+03   1.3788006e+03   1.0468801e+03   1.3761347e+03   1.5758583e+03   2.0156946e+03   4.1252310e+02   5.1754724e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   6.2450790e+04   9.5726645e+04   6.9381389e+04   1.0199745e+05   1.1889486e+05   1.6505977e+05   3.4000510e+04   4.5502756e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -4.3039410e+03  -1.0449442e+06
    87.80   7.7833009e+05   1.3879450e+06   2.1683318e+07   1.1624530e+07  -5.5913789e+06   0.0000000e+00   1.1703747e+03   1.5819417e+03   1.2028931e+03   1.5948763e+03   1.9077043e+03   2.4565899e+03   3.2388674e+02   4.0905171e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   6.0664571e+04   9.5734208e+04   6.7759189e+04   1.0247521e+05   1.2135820e+05   1.7306425e+05   2.2251542e+04   3.0635802e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.4844652e+03  -1.0508705e+06
    87.90   7.3105245e+05   1.3566992e+06   2.1681972e+07   1.1219391e+07  -5.1192707e+06   0.0000000e+00   1.3163591e+03   1.7972457e+03   1.3665537e+03   1.8288879e+03   2.2469200e+03   2.9165302e+03   2.2114270e+02   2.8150984e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   5.8220763e+04   9.5102594e+04   6.5402736e+04   1.0227028e+05   1.2056182e+05   1.7751355e+05   1.2706726e+04   1.8077484e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -1.1128748e+03  -1.0535874e+06
    88.00   6.7554113e+05   1.3160382e+06   2.1683421e+07   1.0733977e+07  -4.5835269e+06   0.0000000e+00   1.4656158e+03   2.0226130e+03   1.5355503e+03   2.0760615e+03   2.5724704e+03   3.3702047e+03   1.2080065e+02   1.5519097e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   5.5112077e+04   9.3793132e+04   6.2302155e+04   1.0133760e+05   1.1628867e+05   1.7782938e+05   5.8135951e+03   8.5903339e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.6190403e+02  -1.0529903e+06
    88.10   6.1191292e+05   1.2656872e+06   2.1687693e+07   1.0166012e+07  -3.9848175e+06   0.0000000e+00   1.6156860e+03   2.2554665e+03   1.7071636e+03   2.3337209e+03   2.8617848e+03   3.7893031e+03   4.1717127e+01   5.4152633e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   5.1338511e+04   9.1771861e+04   5.8455834e+04   9.9637195e+04   1.0865293e+05   1.7378628e+05   1.6802463e+03   2.5946032e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.7098181e+00  -1.0489828e+06
    88.20   5.4035776e+05   1.2054345e+06   2.1695599e+07   9.5137770e+06  -3.3244543e+06   0.0000000e+00   1.7638287e+03   2.4927678e+03   1.8783105e+03   2.5986328e+03   3.0940440e+03   4.1464070e+03   2.0157413e+00   2.6471325e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.6907493e+04   8.9010080e+04   5.3870597e+04   9.7134787e+04   9.8097213e+04   1.6555964e+05   6.7716718e+01   1.1011547e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.0340947e+02  -1.0414776e+06
    88.30   4.6113550e+05   1.1351328e+06   2.1707803e+07   8.7763693e+06  -2.6045783e+06   0.0000000e+00   1.9070759e+03   2.7310495e+03   2.0552647e+03   2.8802637e+03   3.2596665e+03   4.4270721e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.1833935e+04   8.5484856e+04   4.8809070e+04   9.4255454e+04   8.5524338e+04   1.5401732e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.5275388e+03  -1.0303974e+06
    88.40   3.7457348e+05   1.0547004e+06   2.1724430e+07   7.9531623e+06  -1.8276371e+06   0.0000000e+00   2.0423015e+03   2.9664644e+03   2.2560483e+03   3.2049710e+03   3.3722729e+03   4.6464634e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.6140188e+04   8.1179480e+04   4.3611436e+04   9.1719434e+04   7.2231097e+04   1.4084398e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.4324582e+03  -1.0156753e+06
    88.50   2.8106806e+05   9.6412610e+05   2.1745584e+07   7.0443185e+06  -9.9684417e+05   0.0000000e+00   2.1663015e+03   3.1948522e+03   2.4692271e+03   3.5593088e+03   3.4422415e+03   4.8169824e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.9855911e+04   7.6083874e+04   3.7798275e+04   8.8795265e+04   5.8891900e+04   1.2700008e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   6.1677392e+03  -9.9725619e+05
    88.60   1.8107823e+05   8.6346815e+05   2.1771350e+07   6.0508232e+06  -1.1614196e+05   0.0000000e+00   2.2758830e+03   3.4118212e+03   2.6797769e+03   3.9240966e+03   3.4823754e+03   4.9550845e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.3017839e+04   7.0194929e+04   3.1035093e+04   8.4859392e+04   4.5927055e+04   1.1319485e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   9.7735661e+03  -9.7509676e+05
    88.70   7.5121898e+04   7.5285475e+05   2.1801785e+07   4.9744355e+06   8.0989151e+05   0.0000000e+00   2.3679621e+03   3.6128466e+03   2.8719625e+03   4.2779921e+03   3.5068862e+03   5.0802090e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.5669472e+04   6.3516781e+04   2.3172984e+04   7.9487106e+04   3.3525660e+04   9.9896745e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.4279192e+04  -9.4916678e+05
    88.80  -3.6228067e+04   6.3248429e+05   2.1836925e+07   3.8177136e+06   1.7760691e+06   0.0000000e+00   2.4396642e+03   3.7933807e+03   3.0307541e+03   4.5992127e+03   3.5297396e+03   5.2127970e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.8606654e+03   5.6061016e+04   1.4230751e+04   7.2450761e+04   2.1661519e+04   8.7328110e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.9701490e+04  -9.1944947e+05
    88.90  -1.5234813e+05   5.0262539e+05   2.1876774e+07   2.5840313e+06   2.7766310e+06   0.0000000e+00   2.4884268e+03   3.9489747e+03   3.1430426e+03   4.8671224e+03   3.5631566e+03   5.3723535e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -3.5285027e+02   4.7846791e+04   4.3674996e+03   6.3704377e+04   1.0120681e+04   7.5474924e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.6043634e+04  -8.8594221e+05
    89.00  -2.7256870e+05   3.6361648e+05   2.1921310e+07   1.2775850e+06   3.8052900e+06   0.0000000e+00   2.5120986e+03   4.0754083e+03   3.1986562e+03   5.0637034e+03   3.6162947e+03   5.5755582e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -8.9100316e+03   3.8900892e+04  -6.1489703e+03   5.3361382e+04  -1.4646590e+03   6.4105380e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.3293963e+04  -8.4865708e+05
    89.10  -3.9617915e+05   2.1586503e+05   2.1970476e+07  -9.6609751e+04   4.8552881e+06   0.0000000e+00   2.5090334e+03   4.1688230e+03   3.1912861e+03   5.1750943e+03   3.6940338e+03   5.8342788e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -1.7745151e+04   2.9257694e+04  -1.6976299e+04   4.1669999e+04  -1.3577653e+04   5.2792867e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.1425054e+04  -8.0762136e+05
