
These predictions were generated by SubDyn on 29-May-2025 at 17:37:44.




    Time	  M1N1TDyss	  M1N1TDzss	  M1N2TDyss	  M1N2TDzss	  M2N2TDyss	  M2N2TDzss	  M2N3TDyss	  M2N3TDzss	  M2N4TDyss	  M3N2TDyss	  M3N2TDzss	  M3N3TDyss	  M3N3TDzss	  M3N4TDyss	  Intf1FYss	  Intf1FZss	  Intf1MXss	  Intf2FYss	  Intf2FZss	  Intf1MXss	 Intf1TDYss	 Intf1TAYss	 Intf2TDYss	 Intf2TAYss	  Intf1TDZe	  Intf1TDYe	  Intf1RDXe	  Intf2TDZe	  Intf2TDYe	  Intf2RDXe	    RBTDYss	    RBTDZss	    RBRDXss	    RBTVYss	    RBTVZss	    RBRVXss	    RBTAYss	    RBTAZss	    RBRAXss
       s	        (m)	        (m)	        (m)	        (m)	        (m)	        (m)	        (m)	        (m)	        (m)	        (m)	        (m)	        (m)	        (m)	        (m)	        (N)	        (N)	      (N*m)	        (N)	        (N)	      (N*m)	        (m)	    (m/s^2)	        (m)	    (m/s^2)	        (m)	        (m)	      (rad)	        (m)	        (m)	      (rad)	        (m)	        (m)	      (rad)	      (m/s)	      (m/s)	    (rad/s)	    (m/s^2)	    (m/s^2)	  (rad/s^2)
    0.0000	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	   -7.723563671693446E+02	    1.279922320278180E+04	   -1.072772686101320E+04	   -1.648485082126321E+03	    1.593600446748552E+04	   -1.072772686101320E+04	    0.000000000000000E+00	   -4.934802200544679E-01	    0.000000000000000E+00	    1.084202172485504E-19	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	   -3.498258683997684E+00	   -1.554708702497910E+01	   -3.814937919484765E+00
    0.0005	   -7.939035878929922E-07	   -2.218902148800463E-06	    8.808412495977067E-06	   -7.164582698506719E-06	    2.971475660000047E-05	   -1.653128083399534E-05	    1.256102681134062E-05	   -6.009921800029286E-06	   -6.168501623850123E-08	    5.171799276055774E-05	   -1.040881686810917E-05	    6.804431982149496E-05	   -2.281385121085233E-06	    7.853978404366883E-05	   -1.696191425170358E+04	   -1.233591070656795E+03	   -1.925506731050702E+04	    1.273971250558756E+04	    5.630623202892009E+03	   -1.925506731050702E+04	   -6.168501482523014E-08	   -4.934796112477741E-01	    7.853978404154396E-05	   -7.751565982370298E-04	    1.097585784037847E-05	   -1.678171264352102E-05	    8.756962719250864E-07	   -6.537998768152420E-06	    6.181976408292655E-05	    8.756962719250864E-07	   -7.939035878929922E-07	   -2.218902148800463E-06	   -8.756962719248624E-07	   -3.175614351663857E-03	   -8.875608595210523E-03	   -3.502785087701130E-03	   -9.200692030107131E+00	   -1.995446336998427E+01	   -1.019581558557001E+01
    0.0010	   -3.557182085413060E-06	   -9.385332294665783E-06	    1.845601567710231E-05	   -1.863498370482207E-05	    5.979448901395909E-05	   -3.581008086966927E-05	    2.547271864759838E-05	   -1.364678495914829E-05	   -2.467399050175962E-07	    1.027284303914834E-04	   -2.321622735861549E-05	    1.358218569022523E-04	   -5.655239777774536E-06	    1.570793742923186E-04	   -2.939042277303853E+04	   -1.003561938005859E+04	   -3.045919276546323E+04	    2.677756158568806E+04	   -5.761130897523262E+03	   -3.045919276546323E+04	   -2.467399070893439E-07	   -4.934777848291950E-01	    1.570793742939782E-04	   -1.550311283852209E-03	    4.869470683743771E-05	   -7.530870407634893E-05	    3.930951605046809E-06	   -2.992370682264323E-05	    8.201756464565335E-05	    3.930951605046809E-06	   -3.557182085413060E-06	   -9.385332294665783E-06	   -3.930951605026561E-06	   -7.877499638372108E-03	   -1.979011198826413E-02	   -8.718236244686072E-03	   -9.594652253494182E+00	   -2.370161788161850E+01	   -1.066471867542134E+01
    0.0015	   -8.435352548484705E-06	   -2.242810347493518E-05	    2.906535057948419E-05	   -3.519128203148137E-05	    9.005765819934645E-05	   -5.796725034462451E-05	    3.852890619688720E-05	   -2.286042157059780E-05	   -5.551642201691580E-07	    1.532115799854043E-04	   -3.857192067676541E-05	    2.035434378037345E-04	   -1.007429699296817E-05	    2.356185769669377E-04	   -3.786075936596339E+04	   -1.370799970284260E+04	   -4.386511012615126E+04	    3.989873559369741E+04	   -1.761997307996793E+04	   -4.386511012615126E+04	   -5.551642201992446E-07	   -4.934747408032369E-01	    2.356185769686711E-04	   -2.325462144228408E-03	    1.157549890500320E-04	   -1.787758225724190E-04	    9.332768304476739E-06	   -7.089817287564415E-05	    5.739878961108502E-05	    9.332768304476739E-06	   -8.435352548484705E-06	   -2.242810347493518E-05	   -9.332768304205775E-06	   -1.163518221370359E-02	   -3.238097273283016E-02	   -1.288903055201024E-02	   -5.414539941517320E+00	   -2.666064529764191E+01	   -6.016279030665516E+00
    0.0020	   -1.456004470876803E-05	   -4.208098450473227E-05	    4.037783487814518E-05	   -5.744889038790393E-05	    1.204515507592878E-04	   -8.299526863655694E-05	    5.151976521975335E-05	   -3.345082203782620E-05	   -9.869571945419109E-07	    2.034189016968424E-04	   -5.668310100025353E-05	    2.713463395564429E-04	   -1.564202761234718E-05	    3.141571982804292E-04	   -4.302393874998378E+04	   -1.377373928964624E+04	   -5.810019404852013E+04	    5.087117397172435E+04	   -2.803683179904397E+04	   -5.810019404852013E+04	   -9.869571931456211E-07	   -4.934704791774108E-01	    3.141571982779476E-04	   -3.100607266757933E-03	    2.032343552151872E-04	   -3.087403873998085E-04	    1.611557491186909E-05	   -1.190720642512133E-04	    6.406365150368742E-06	    1.611557491186909E-05	   -1.456004470876803E-05	   -4.208098450473227E-05	   -1.611557491047396E-05	   -1.286358642746854E-02	   -4.623055138632684E-02	   -1.424219587306506E-02	    5.279474060142780E-01	   -2.873763351108960E+01	    6.062939784092030E-01
    0.0025	   -2.064445760910563E-05	   -6.885912604349502E-05	    5.197804549254210E-05	   -8.583896949573720E-05	    1.510007745281329E-04	   -1.108058235841571E-04	    6.426266574902317E-05	   -4.516106053950090E-05	   -1.542117760083579E-06	    2.536058601866467E-04	   -7.775731161875553E-05	    3.393082658613300E-04	   -2.252899120505323E-05	    3.926950444362716E-04	   -4.581414271079379E+04	   -1.214029480340631E+04	   -7.163097897698380E+04	    5.837413770920959E+04	   -3.485946079093091E+04	   -7.163097897698380E+04	   -1.542117760516826E-06	   -4.934649999622317E-01	    3.926950444355668E-04	   -3.875744738847250E-03	    2.973279636755422E-04	   -4.378490858840678E-04	    2.284736212939098E-05	   -1.596102715133441E-04	   -4.360670377145937E-05	    2.284736212939098E-05	   -2.064445760910563E-05	   -6.885912604349502E-05	   -2.284736212541553E-05	   -1.147406517401138E-02	   -6.088201476867967E-02	   -1.268495298669317E-02	    5.056943729439185E+00	   -2.986812040019826E+01	    5.625282418071336E+00
    0.0030	   -2.567675191516573E-05	   -1.030430436599868E-04	    6.355526285305272E-05	   -1.205952077639798E-04	    1.817417409080070E-04	   -1.412993020890460E-04	    7.663453395032792E-05	   -5.778607961366426E-05	   -2.220644552284093E-06	    3.039553609045938E-04	   -1.019339290444082E-04	    4.074678835982450E-04	   -3.087089519884407E-05	    4.712319216606981E-04	   -4.688466819140900E+04	   -1.007639739893328E+04	   -8.348052070045820E+04	    6.157391400623127E+04	   -3.672251437876255E+04	   -8.348052070045820E+04	   -2.220644552505813E-06	   -4.934583031712192E-01	    4.712319216572003E-04	   -4.650872647921699E-03	    3.871443798679763E-04	   -5.447683393189351E-04	    2.841087417350853E-05	   -1.810596521707453E-04	   -7.130770152130594E-05	    2.841087417350853E-05	   -2.567675191516573E-05	   -1.030430436599868E-04	   -2.841087416586432E-05	   -8.655112050237276E-03	   -7.585365569727168E-02	   -9.569095175108282E-03	    6.241015019107047E+00	   -3.001777770795884E+01	    6.840268402896198E+00
    0.0035	   -2.935699280160105E-05	   -1.446703244367309E-04	    7.506869593815580E-05	   -1.617471000677422E-04	    2.126792040069870E-04	   -1.744108435601223E-04	    8.859205734782719E-05	   -7.124341689164108E-05	   -3.022535896077608E-06	    3.545282473888930E-04	   -1.292393047629142E-04	    4.758386164731304E-04	   -4.070190826592959E-05	    5.497676361600635E-04	   -4.632086133071325E+04	   -7.698651433931814E+03	   -9.358282147173384E+04	    6.042154089979362E+04	   -3.356452225427499E+04	   -9.358282147173384E+04	   -3.022535894930956E-06	   -4.934503888208968E-01	    5.497676361609111E-04	   -5.425989081430221E-03	    4.696695511015037E-04	   -6.236933944201439E-04	    3.250089341003900E-05	   -1.803303505809595E-04	   -7.089265957560542E-05	    3.250089341003900E-05	   -2.935699280160105E-05	   -1.446703244367309E-04	   -3.250089339859534E-05	   -6.065851495470655E-03	   -9.065546740967238E-02	   -6.790981755824353E-03	    4.132312454237844E+00	   -2.918891593609186E+01	    4.273739364281515E+00
    0.0040	   -3.210623964548123E-05	   -1.935363049604676E-04	    8.675156568943518E-05	   -2.091206552282843E-04	    2.437831416504067E-04	   -2.101150047563027E-04	    1.001728361718953E-04	   -8.557857937646114E-05	   -3.947789809754187E-06	    4.052595315252149E-04	   -1.595836842868208E-04	    5.444092373708818E-04	   -5.195033431544588E-05	    6.283019941664143E-04	   -4.372131924199779E+04	   -4.133136999551347E+03	   -1.026600597107830E+05	    5.557101168022882E+04	   -2.646404855334580E+04	   -1.026600597107830E+05	   -3.947789809194413E-06	   -4.934412569307925E-01	    6.283019941676304E-04	   -6.201092126850065E-03	    5.499447198218377E-04	   -6.846950297525467E-04	    3.564201151176717E-05	   -1.628729753058167E-04	   -5.243254264897246E-05	    3.564201151176717E-05	   -3.210623964548123E-05	   -1.935363049604676E-04	   -3.564201149667453E-05	   -4.931135880135459E-03	   -1.048084546852893E-01	   -5.773490636502844E-03	    4.190789620739129E-01	   -2.742294933974797E+01	   -2.025488462483496E-01
