  0.0000  0.0   0.000000000000000E+00  0.0  0.0  0.0  0.0 -0.0  -0.000000000000000E+00 -0.0  0.0 -0.0 -0.0 -0.0  -4.934802200544679E-01 -0.0  0.0 -0.0 -0.0  0.0   0.000000000000000E+00  0.0  0.0  0.0  0.0 -0.0   1.570796326794897E-01 -0.0  0.0 -0.0 -0.0 -0.0  -0.000000000000000E+00 -0.0  0.0 -0.0 -0.0
  0.0005  0.0  -6.168501482523014E-08  0.0  0.0  0.0  0.0 -0.0  -2.467400085594433E-04 -0.0  0.0 -0.0 -0.0 -0.0  -4.934796112477741E-01 -0.0  0.0 -0.0 -0.0  0.0   7.853978404154396E-05  0.0  0.0  0.0  0.0 -0.0   1.570794388903002E-01 -0.0  0.0 -0.0 -0.0 -0.0  -7.751565982370298E-04 -0.0  0.0 -0.0 -0.0
  0.0010  0.0  -2.467399070893439E-07  0.0  0.0  0.0  0.0 -0.0  -4.934794083124432E-04 -0.0  0.0 -0.0 -0.0 -0.0  -4.934777848291950E-01 -0.0  0.0 -0.0 -0.0  0.0   1.570793742939782E-04  0.0  0.0  0.0  0.0 -0.0   1.570788575232102E-01 -0.0  0.0 -0.0 -0.0 -0.0  -1.550311283852209E-03 -0.0  0.0 -0.0 -0.0
  0.0015  0.0  -5.551642201992446E-07  0.0  0.0  0.0  0.0 -0.0  -7.402175904540584E-04 -0.0  0.0 -0.0 -0.0 -0.0  -4.934747408032369E-01 -0.0  0.0 -0.0 -0.0  0.0   2.356185769686711E-04  0.0  0.0  0.0  0.0 -0.0   1.570778885796539E-01 -0.0  0.0 -0.0 -0.0 -0.0  -2.325462144228408E-03 -0.0  0.0 -0.0 -0.0
  0.0020  0.0  -9.869571931456211E-07  0.0  0.0  0.0  0.0 -0.0  -9.869539461823521E-04 -0.0  0.0 -0.0 -0.0 -0.0  -4.934704791774108E-01 -0.0  0.0 -0.0 -0.0  0.0   3.141571982779476E-04  0.0  0.0  0.0  0.0 -0.0   1.570765320620223E-01 -0.0  0.0 -0.0 -0.0 -0.0  -3.100607266757933E-03 -0.0  0.0 -0.0 -0.0
  0.0025  0.0  -1.542117760516826E-06  0.0  0.0  0.0  0.0 -0.0  -1.233687866699894E-03 -0.0  0.0 -0.0 -0.0 -0.0  -4.934649999622317E-01 -0.0  0.0 -0.0 -0.0  0.0   3.926950444355668E-04  0.0  0.0  0.0  0.0 -0.0   1.570747879736623E-01 -0.0  0.0 -0.0 -0.0 -0.0  -3.875744738847250E-03 -0.0  0.0 -0.0 -0.0
  0.0030  0.0  -2.220644552505813E-06  0.0  0.0  0.0  0.0 -0.0  -1.480418743215261E-03 -0.0  0.0 -0.0 -0.0 -0.0  -4.934583031712192E-01 -0.0  0.0 -0.0 -0.0  0.0   4.712319216572003E-04  0.0  0.0  0.0  0.0 -0.0   1.570726563188773E-01 -0.0  0.0 -0.0 -0.0 -0.0  -4.650872647921699E-03 -0.0  0.0 -0.0 -0.0
  0.0035  0.0  -3.022535894930956E-06  0.0  0.0  0.0  0.0 -0.0  -1.727145966944544E-03 -0.0  0.0 -0.0 -0.0 -0.0  -4.934503888208968E-01 -0.0  0.0 -0.0 -0.0  0.0   5.497676361609111E-04  0.0  0.0  0.0  0.0 -0.0   1.570701371029269E-01 -0.0  0.0 -0.0 -0.0 -0.0  -5.425989081430221E-03 -0.0  0.0 -0.0 -0.0
  0.0040  0.0  -3.947789809194413E-06  0.0  0.0  0.0  0.0 -0.0  -1.973868929112845E-03 -0.0  0.0 -0.0 -0.0 -0.0  -4.934412569307925E-01 -0.0  0.0 -0.0 -0.0  0.0   6.283019941676304E-04  0.0  0.0  0.0  0.0 -0.0   1.570672303320272E-01 -0.0  0.0 -0.0 -0.0 -0.0  -6.201092126850065E-03 -0.0  0.0 -0.0 -0.0
  0.0045  0.0  -4.996404012323763E-06  0.0  0.0  0.0  0.0 -0.0  -2.220587020955779E-03 -0.0  0.0 -0.0 -0.0 -0.0  -4.934309075234382E-01 -0.0  0.0 -0.0 -0.0  0.0   7.068348019016368E-04  0.0  0.0  0.0  0.0 -0.0   1.570639360133502E-01 -0.0  0.0 -0.0 -0.0 -0.0  -6.976179871691519E-03 -0.0  0.0 -0.0 -0.0
